T,gyro_1f_ay
193.389846,-10
193.489864,-10
193.5904,-11
193.689855,-11
193.789868,-12
193.88983,-12
193.989856,-12
194.089839,-12
194.189836,-12
194.289834,-11
194.389855,-10
194.489873,-9
194.589846,-8
194.689824,-8
194.789824,-7
194.889839,-6
194.989839,-6
195.089834,-6
195.189857,-6
195.28983,-6
195.389838,-7
195.493365,-7
195.589855,-7
195.689846,-8
195.78986,-8
195.889861,-9
195.989848,-9
196.089843,-9
196.18984,-9
196.289839,-10
196.389873,-10
196.48985,-11
196.589824,-11
196.689855,-13
196.789868,-12
196.889843,-12
196.98987,-12
197.089838,-12
197.189835,-12
197.289821,-11
197.389828,-10
197.489833,-9
197.589833,-8
197.689838,-7
197.789837,-6
197.889812,-6
197.989852,-6
198.08986,-6
198.189844,-6
198.28983,-7
198.389812,-7
198.48983,-8
198.589831,-8
198.689821,-9
198.789808,-9
198.889836,-9
198.989823,-9
199.089845,-10
199.189815,-10
199.289814,-11
199.389835,-11
199.489853,-12
199.589853,-12
199.68983,-12
199.789817,-12
199.889859,-12
199.989819,-11
200.089827,-11
200.189824,-10
200.289823,-8
200.389817,-8
200.489809,-7
200.589821,-6
200.689813,-6
200.789813,-6
200.889854,-5
200.989814,-6
201.089823,-7
201.189819,-7
201.289818,-6
201.389813,-8
201.489831,-8
201.589817,-9
201.689835,-9
201.789822,-9
201.889823,-10
201.989836,-10
202.089832,-11
202.189828,-12
202.28984,-12
202.389835,-12
202.489812,-12
202.589813,-12
202.689817,-11
202.78983,-10
202.889818,-10
202.989806,-9
203.089827,-7
203.189797,-7
203.289796,-6
203.389804,-6
203.489821,-5
203.589822,-5
203.6898,-6
203.789799,-6
203.889814,-7
203.989814,-7
204.089809,-8
204.189793,-8
204.289792,-9
204.389799,-9
204.489791,-9
204.589817,-10
204.689821,-11
204.789795,-11
204.889797,-12
204.989823,-12
205.089831,-12
205.189815,-12
205.289801,-11
205.389812,-11
205.489803,-10
205.589817,-9
205.689794,-8
205.789795,-7
205.889796,-6
205.989809,-6
206.089804,-6
206.189788,-5
206.2898,-5
206.389795,-6
206.489773,-7
206.589799,-7
206.68979,-8
206.789803,-8
206.889804,-9
206.989792,-9
207.0898,-10
207.19336,-10
207.289796,-10
207.389777,-11
207.489795,-12
207.589781,-12
207.689799,-12
207.789812,-12
207.8898,-12
207.989761,-11
208.089783,-10
208.189792,-9
208.289791,-8
208.389786,-7
208.48979,-6
208.58979,-5
208.689821,-5
208.789794,-6
208.889783,-6
208.989783,-6
209.089778,-7
209.189789,-8
209.289776,-8
209.389784,-8
209.489814,-9
209.589788,-9
209.689805,-10
209.789792,-10
209.889807,-11
209.98978,-12
210.089788,-12
210.189812,-13
210.289798,-12
210.389765,-12
210.489783,-11
210.58977,-11
210.689787,-10
210.789787,-8
210.889763,-7
210.993312,-6
211.089784,-6
211.189781,-5
211.289767,-6
211.389787,-6
211.489779,-6
211.689783,-7
211.789783,-8
211.889771,-8
211.989771,-9
212.089767,-9
212.189777,-10
212.289802,-10
212.389773,-11
212.489774,-12
212.589761,-12
212.689778,-13
212.789766,-13
212.893316,-12
212.98978,-12
213.089762,-11
213.189772,-9
213.289784,-8
213.389771,-7
213.489783,-6
213.58977,-5
213.689787,-5
213.889789,-6
213.989762,-6
214.089758,-7
214.189767,-7
214.289793,-8
214.389754,-8
214.489752,-9
214.589752,-10
214.68977,-10
214.793319,-11
214.889797,-11
214.989771,-12
215.08978,-12
215.189763,-12
215.289789,-12
215.389763,-12
215.489734,-11
215.589761,-10
215.689752,-9
215.789739,-7
215.889767,-6
215.989754,-5
216.089762,-5
216.189798,-5
216.289771,-5
216.389731,-6
216.489756,-6
216.589757,-7
216.690534,-8
216.789761,-8
216.889762,-9
216.989749,-10
217.089757,-10
217.189754,-10
217.289767,-11
217.389753,-12
217.489792,-12
217.589766,-12
217.689769,-12
217.789756,-12
217.889758,-11
217.989758,-10
218.089753,-9
218.189763,-8
218.289735,-6
218.389736,-6
218.489761,-5
218.589761,-5
218.689765,-5
218.789779,-6
218.889767,-7
218.989753,-7
219.089762,-8
219.189772,-8
219.289744,-9
219.389731,-10
219.489757,-10
219.589756,-11
219.689747,-11
219.789774,-12
219.889762,-12
219.989762,-12
220.089758,-12
220.189741,-12
220.289727,-11
220.38974,-9
220.489752,-8
220.589739,-7
220.689756,-6
220.789743,-5
220.889744,-5
220.989745,-5
221.089753,-5
221.189736,-6
221.289749,-7
221.389749,-8
221.489747,-8
221.589734,-9
221.689739,-9
221.789738,-10
221.88974,-11
221.989754,-11
222.089748,-12
222.189745,-12
222.289758,-13
222.389744,-13
222.489756,-12
222.589756,-11
222.689748,-10
222.789734,-8
222.889722,-7
222.98971,-6
223.089717,-5
223.189715,-5
223.289727,-5
223.389727,-5
223.489712,-6
223.589726,-6
223.689729,-7
223.78973,-8
223.889745,-9
223.989731,-9
224.089726,-10
224.18971,-10
224.289722,-11
224.389709,-12
224.489734,-12
224.589708,-13
224.689738,-13
224.789725,-12
224.889714,-11
224.989727,-10
225.089735,-9
225.189719,-7
225.289704,-6
225.389705,-5
225.48973,-5
225.589743,-5
225.689721,-5
225.789734,-6
225.889735,-7
225.989709,-7
226.089704,-8
226.189701,-9
226.289713,-9
226.389727,-10
226.489739,-11
226.589699,-12
226.689703,-12
226.789717,-13
226.889731,-13
226.989718,-13
227.08974,-12
227.189723,-11
227.289735,-10
227.389722,-8
227.489694,-7
227.589721,-6
227.689738,-5
227.789712,-5
227.889713,-5
227.989687,-5
228.089708,-6
228.189705,-7
228.289718,-8
228.389731,-8
228.489716,-9
228.58969,-10
228.689734,-10
228.789721,-11
228.889696,-12
228.989722,-13
229.089717,-13
229.189688,-13
229.289713,-12
229.389673,-11
229.489699,-10
229.589712,-9
229.689703,-8
229.789703,-7
229.889691,-5
229.989691,-5
230.089713,-5
230.18971,-5
230.289709,-6
230.389695,-7
230.489694,-8
230.589708,-8
230.689686,-9
230.789701,-10
230.889702,-10
230.989702,-11
231.089711,-11
231.189694,-12
231.289719,-13
231.389706,-13
231.489718,-12
231.589705,-12
231.689683,-11
231.789696,-9
231.88971,-7
231.989698,-6
232.089693,-6
232.18969,-5
232.289688,-5
232.389702,-5
232.489674,-6
232.589687,-7
232.689705,-8
232.789705,-8
232.889706,-9
232.98968,-9
233.089689,-10
233.189685,-11
233.289671,-11
233.389711,-12
233.489696,-13
233.589696,-13
233.689701,-13
233.789687,-12
233.889689,-10
233.989689,-9
234.089671,-8
234.189667,-6
234.28968,-5
234.389667,-5
234.489678,-5
234.589679,-6
234.689683,-6
234.789709,-7
234.889684,-8
234.989698,-8
235.089692,-9
235.189676,-10
235.289715,-11
235.389715,-11
235.489714,-12
235.589687,-12
235.689704,-13
235.789678,-13
235.88968,-13
235.98968,-12
236.089675,-10
236.189685,-9
236.289671,-7
236.389671,-6
236.489683,-5
236.58967,-5
236.689687,-5
236.789674,-5
236.889676,-6
236.989662,-7
237.089671,-8
237.189668,-9
237.289666,-9
237.38968,-10
237.489665,-11
237.589691,-12
237.689656,-13
237.789656,-13
237.889671,-13
237.989671,-13
238.089653,-12
238.18965,-11
238.289675,-9
238.389662,-8
238.489648,-7
238.589647,-5
238.689678,-5
238.789665,-5
238.889666,-5
238.989653,-6
239.089675,-7
239.189672,-8
239.289684,-8
239.389658,-9
239.489656,-10
239.589669,-11
239.689634,-12
239.789648,-12
239.889662,-13
239.989662,-14
240.089671,-13
240.189654,-12
240.289653,-12
240.389667,-10
240.489678,-8
240.589665,-7
240.689643,-6
240.789643,-5
240.889644,-5
240.989658,-5
241.089666,-6
241.189663,-6
241.289636,-8
241.389675,-8
241.489674,-9
241.589649,-10
241.689641,-11
241.78968,-12
241.889655,-12
241.989669,-13
242.089637,-13
242.189647,-14
242.289633,-13
242.389633,-12
242.489632,-10
242.589645,-9
242.689649,-7
242.789649,-6
242.889651,-5
242.989664,-5
243.089686,-5
243.18963,-6
243.289681,-7
243.389628,-8
243.489654,-8
243.589641,-9
243.689658,-10
243.789632,-11
243.889646,-11
243.989646,-12
244.089628,-13
244.189625,-13
244.289624,-13
244.389664,-13
244.489636,-12
244.589609,-10
244.689653,-8
244.789627,-7
244.889628,-6
244.989615,-5
245.08965,-5
245.1897,-5
245.289619,-6
245.389633,-7
245.489645,-8
245.589645,-9
245.689662,-9
245.789636,-10
245.889637,-11
245.989624,-12
246.089606,-13
246.189616,-13
246.289642,-13
246.389629,-13
246.489614,-13
246.589627,-12
246.689618,-9
246.789618,-8
246.889606,-6
246.98962,-5
247.089628,-5
247.189638,-5
247.289637,-5
247.389638,-6
247.489622,-7
247.589623,-8
247.689627,-8
247.789627,-9
247.889655,-10
247.989642,-11
248.08965,-12
248.189634,-13
248.289646,-13
248.389633,-14
248.489618,-13
248.589618,-12
248.689649,-11
248.789623,-8
248.889598,-7
248.98965,-6
249.089646,-6
249.189629,-5
249.289615,-5
249.389628,-6
249.489653,-6
249.589627,-7
249.689605,-8
249.789631,-9
249.889646,-10
249.989606,-11
250.089615,-11
250.189638,-13
250.289637,-13
250.389624,-13
250.489623,-14
250.589636,-13
250.689614,-11
250.78964,-10
250.889615,-8
250.989589,-6
251.08961,-5
251.193117,-5
251.289619,-5
251.389606,-5
251.489618,-6
251.589618,-7
251.689609,-8
251.78961,-9
251.88961,-10
251.989611,-10
252.089619,-11
252.189589,-12
252.289615,-13
252.389602,-14
252.4896,-14
252.589614,-13
252.689631,-12
252.789605,-11
252.889606,-8
252.989606,-7
253.093111,-6
253.189625,-5
253.289624,-5
253.389624,-5
253.489609,-6
253.589609,-7
253.689601,-8
253.789587,-9
253.889615,-10
253.989629,-11
254.089597,-11
254.189594,-13
254.289619,-13
254.389593,-13
254.489605,-14
254.589605,-13
254.689582,-12
254.789583,-11
254.889597,-9
254.993121,-7
255.089592,-6
255.18959,-5
255.389615,-5
255.489587,-6
255.689604,-8
255.789605,-9
255.889606,-9
255.98958,-10
256.089575,-11
256.189585,-12
256.28957,-13
256.389597,-13
256.48957,-14
256.589596,-13
256.689587,-12
256.789574,-11
256.893125,-9
256.989562,-7
257.089584,-6
257.189581,-5
257.289593,-5
257.38958,-6
257.489592,-6
257.589565,-7
257.689569,-7
257.78957,-9
257.889571,-9
257.989585,-11
258.089568,-11
258.189591,-12
258.28959,-13
258.389577,-14
258.489589,-14
258.589602,-13
258.689593,-12
258.793077,-10
258.889555,-9
258.989568,-7
259.089577,-6
259.189547,-5
259.289586,-5
259.389573,-5
259.489571,-6
259.589558,-7
259.689576,-8
259.789575,-9
259.889577,-9
259.989551,-10
260.189569,-12
260.289568,-13
260.389581,-14
260.489553,-14
260.58958,-13
260.693094,-12
260.789571,-10
260.889573,-8
260.989573,-7
261.089568,-6
261.189565,-5
261.289564,-5
261.389577,-6
261.489562,-7
261.589563,-7
261.689566,-8
261.78954,-9
261.889568,-10
261.989555,-11
262.089577,-12
262.189547,-12
262.289585,-13
262.389559,-14
262.489571,-13
262.593081,-13
262.689549,-10
262.789562,-9
262.889538,-8
262.98955,-6
263.089586,-5
263.189569,-4
263.289568,-5
263.389555,-6
263.489567,-7
263.58958,-8
263.689546,-8
263.78956,-9
263.889561,-10
263.989535,-11
264.089557,-12
264.189527,-13
264.289552,-13
264.389539,-14
264.491145,-13
264.589551,-12
264.689529,-11
264.789543,-9
264.889543,-7
264.989557,-5
265.089539,-5
265.189562,-4
265.289561,-5
265.389548,-6
265.48956,-7
265.589573,-8
265.689551,-9
265.789551,-10
265.889539,-10
266.089574,-12
266.189558,-13
266.289557,-14
266.390658,-14
266.489542,-13
266.68956,-10
266.78956,-8
266.889522,-7
266.989535,-5
267.189514,-5
267.289513,-6
267.389565,-7
267.589538,-9
267.689529,-10
267.789529,-10
267.889557,-11
267.98953,-12
268.089525,-13
268.189536,-14
268.290662,-14
268.389508,-14
268.48952,-12
268.589547,-10
268.689551,-9
268.789498,-7
268.889526,-5
268.989513,-6
269.089534,-5
269.189545,-6
269.289503,-6
269.489529,-8
269.589515,-9
273.589498,-11
273.689528,-12
273.889517,-14
273.989503,-14
274.290622,-12
274.389508,-10
274.689511,-5
274.789524,-5
274.889513,-5
274.989499,-6
275.189492,-8
275.289503,-9
275.38949,-10
275.489502,-11
275.589515,-12
275.689493,-13
275.789493,-14
275.889508,-14
276.190628,-12
276.289512,-10
276.389512,-8
276.489485,-6
276.689515,-5
276.789489,-5
276.989477,-7
277.189482,-9
277.289508,-10
277.489493,-12
277.58948,-13
277.889486,-14
278.189478,-10
278.289503,-8
278.38949,-7
278.489475,-5
278.689493,-5
278.889495,-7
278.989508,-8
279.189473,-10
279.289473,-11
279.589498,-14
279.990237,-11
280.089485,-9
280.189509,-8
280.289468,-6
280.589493,-6
282.089463,-7
