T,gyro_5f_ay
-6.919523,-3
-6.819401,0
-6.719085,-2
-6.619531,-2
-6.519539,-5
-6.419604,-1
-6.319612,-2
-6.21849,-2
-6.118607,-2
-6.019499,-2
-5.918591,2
-5.81848,-9
-5.719381,-8
-5.619491,-2
-5.519614,6
-5.419617,13
-5.319611,-1
-5.219513,-3
-5.118623,3
-5.01943,-1
-4.919516,-14
-4.81853,-4
-4.719422,-5
-4.61944,-6
-4.519552,-6
-4.418636,-4
-4.319624,3
-4.218539,1
-4.118615,-7
-4.018631,-8
-3.918536,-2
-3.819562,-4
-3.719438,-7
-3.61945,-5
-3.51963,-1
-3.419629,4
-3.319624,0
-3.219631,-2
-3.118615,0
-3.019505,0
-2.918517,-2
-2.819397,-2
-2.718613,-8
-2.618549,-1
-2.518539,0
-2.41962,1
-2.319627,4
-2.219639,-7
-2.118611,0
-2.018614,-7
-1.918532,0
-1.819509,-1
-1.718527,-8
-1.619416,0
-1.518564,0
-1.419637,2
-1.319644,8
-1.219639,-12
-1.118645,-7
-1.018501,-3
-0.918569,-6
-0.818582,-4
-0.718612,-4
-0.618504,-4
-0.518503,-8
-0.41961,-4
-0.319644,7
-0.219651,-8
-0.119486,-2
-0.019545,7
0.080579,0
0.181462,-5
0.281499,0
0.381382,-1
0.480522,4
0.580356,10
0.680339,-199
0.781392,-137
0.881334,-9
0.980526,162
1.080528,-40
1.181431,85
1.281448,-9
1.381353,34
1.481371,62
1.581474,-197
1.681492,-49
1.781467,10
1.881449,-110
1.980393,67
2.080492,-352
2.180545,-255
2.280483,92
2.380507,-26
2.481416,-172
2.58135,71
2.681474,-50
2.781448,33
2.881443,-220
2.981195,-54
3.08052,42
3.180508,-151
3.280599,41
3.380478,-45
3.480521,-169
3.58145,255
3.681307,-5
3.781462,-25
3.881453,81
3.98063,-146
4.080572,51
4.181401,131
4.280635,-189
4.381372,-4
4.481348,74
4.580577,241
4.681338,109
4.781449,-230
4.881431,119
4.981437,83
5.08141,-93
5.181297,110
5.281327,-321
5.381317,11
5.481319,-97
5.580601,20
6.08057,-101
6.181333,98
6.281402,-23
6.381312,-90
6.481394,34
6.580556,39
6.681408,132
6.781423,89
6.881422,-13
6.981428,-138
7.08048,10
7.181385,70
7.281325,-218
7.381284,-39
7.480534,73
7.581489,24
7.981424,-55
8.081401,-86
8.180475,-90
8.281326,70
8.380582,-26
8.481344,-138
8.581359,154
8.681347,-119
8.781429,-123
8.881419,93
8.981425,81
9.081428,55
9.181314,-157
9.281304,46
9.480394,62
9.581389,-49
9.681328,135
9.781502,72
9.881437,58
9.981421,108
10.081397,83
10.181364,97
10.281467,-152
10.381311,147
10.681327,37
10.881398,160
10.981404,-55
11.081424,37
11.18045,-57
11.281294,-49
11.381362,192
11.481312,-196
11.581394,8
11.681475,228
11.780521,-86
11.881399,-141
11.9814,113
12.08139,-203
12.181143,125
12.381421,-120
12.48054,133
12.581457,8
12.681301,-131
12.781488,75
12.881333,-30
12.981392,-103
13.081399,130
13.181376,-318
13.281512,92
13.381343,209
13.481332,-167
13.581494,224
13.681319,-218
13.780564,-58
13.881425,-137
13.981393,46
14.08137,191
14.181382,38
14.280537,73
14.380562,-125
14.481378,-7
14.581341,-37
14.680609,-12
14.781296,352
14.881331,42
14.981381,-62
15.080461,129
15.181378,48
15.281206,-270
15.381414,104
15.480643,-121
15.581366,105
15.681368,261
15.780526,-63
15.881343,124
16.081371,269
16.181383,52
16.280649,40
16.381428,9
16.481418,-200
16.581355,19
16.680566,143
16.780448,-8
16.881491,-88
16.981373,-67
17.081376,6
17.181384,-80
17.281096,-70
17.381349,-58
17.480606,376
17.581391,175
17.680438,-92
17.781443,75
17.980677,-58
18.081366,-227
18.28141,-171
18.381452,0
18.481356,169
18.581411,-195
18.681435,32
18.781441,25
18.881358,-107
18.981465,114
19.081339,-201
19.181351,83
19.281344,71
19.380666,73
19.48056,64
19.581508,-60
19.680573,48
19.781389,-7
19.880505,27
19.981407,-66
20.08134,97
20.181343,28
20.28134,-91
20.380465,253
20.580504,52
20.681329,-73
20.781305,154
20.881339,-173
20.981342,75
21.081354,51
21.180504,-85
21.280514,189
21.380429,22
21.481526,-9
21.580557,264
21.680563,189
21.781334,45
21.880666,-70
21.981473,-108
22.081354,-60
22.181344,75
22.281345,-16
22.381088,127
22.481376,-50
22.581458,60
22.680502,179
22.780566,14
22.880552,-57
22.981362,-51
23.081454,146
23.181323,-20
23.281337,189
23.381325,123
23.480648,65
23.580604,111
23.680468,127
23.781476,-126
23.880423,131
23.981465,-161
24.081516,236
24.181328,23
24.281355,171
24.381321,-25
24.481532,240
24.581435,23
24.68141,-37
24.781393,137
24.881335,168
24.981411,-38
25.080511,53
25.181315,127
25.281316,-139
25.381335,-102
25.481528,-32
25.581485,215
25.681401,-75
25.781416,361
25.880702,34
25.980645,48
26.081448,-51
26.181302,139
26.281312,246
26.381331,-43
26.481301,90
26.58069,201
26.681326,63
26.780637,192
26.881463,-142
26.981424,124
27.081443,-41
27.181349,-60
27.281286,102
27.381292,184
27.481306,170
27.580531,-31
27.6807,98
27.781494,-12
27.881311,93
27.980617,152
28.081326,-54
28.181351,-51
28.281299,233
28.3813,-108
28.481292,-76
28.581285,122
28.68066,147
28.781334,288
28.881408,38
28.981445,166
29.081336,136
29.181307,-14
29.281454,118
29.381287,260
29.481284,-51
29.581285,162
29.681368,89
29.780532,-46
29.88144,60
29.981309,177
30.081426,94
30.181484,58
30.281366,22
30.380584,289
30.480599,-19
30.580595,324
30.680616,229
30.78147,43
30.880601,-20
30.981464,161
31.080564,115
31.181315,183
31.281343,120
31.380592,84
31.48058,201
31.580599,-14
31.680392,113
31.781426,26
31.881484,248
31.981447,-207
32.08134,132
32.180675,96
32.280523,377
32.380588,114
32.480581,-26
32.580569,181
32.680664,164
32.780502,-53
32.881294,99
32.981442,-8
33.081401,146
33.181461,-45
33.281344,301
33.380575,20
33.480577,17
33.580578,94
33.68057,119
33.780615,170
33.881465,-49
33.980526,-127
34.08144,204
34.181341,20
34.281436,70
34.381478,31
34.480569,169
34.580583,53
34.680571,181
34.78146,71
34.881332,62
34.981422,270
35.081416,171
35.181494,241
35.280531,222
35.38139,-72
35.480552,40
35.580557,96
35.680558,102
35.780615,323
35.881347,80
35.980575,239
36.080473,98
36.181351,260
36.280504,228
36.380641,255
36.480557,70
36.580562,146
36.680555,38
36.781461,210
36.880475,86
36.980513,8
37.081453,-88
37.181474,106
37.280516,108
37.381383,46
37.48056,262
37.580552,-69
37.680558,168
37.780546,33
37.881383,197
37.981386,207
38.081306,-5
38.180456,148
38.280597,185
38.381337,251
38.481405,217
38.580553,60
38.680545,-6
38.780551,39
38.880498,42
38.980452,271
39.081365,-15
39.181478,125
39.280495,-109
39.380465,261
39.480511,319
39.580545,98
39.680555,25
39.780543,164
39.880532,95
39.981407,-83
40.081353,319
40.181365,167
40.280479,43
40.380494,-82
40.481439,93
40.580544,205
40.680532,74
40.780541,-1
40.880594,87
40.981389,-110
41.080534,127
41.181413,281
41.2805,96
41.381456,235
41.481413,138
41.580535,-18
41.680523,17
41.780538,-121
41.881324,166
41.981347,148
42.080545,151
42.180553,-245
42.28136,93
42.380567,90
42.480544,24
42.580509,-140
42.680515,129
42.780516,240
42.880525,0
42.981447,0
43.081322,202
43.181462,161
43.281419,47
43.380488,250
43.48135,79
43.581351,235
43.680533,15
43.780508,40
43.880503,100
43.980601,-68
44.080647,140
44.18058,200
44.280563,-97
44.380586,38
44.480587,175
44.58142,106
44.680516,83
44.780513,248
44.880561,210
44.980545,142
45.080586,90
45.180544,105
45.2814,90
45.381416,178
45.480456,153
45.580445,-101
45.680508,29
45.780505,216
45.880504,143
45.981342,119
46.08139,115
46.181424,26
46.281414,86
46.381337,72
46.481361,211
46.581362,216
46.680504,26
46.78051,5
46.880496,27
46.981284,73
47.0814,172
47.18051,153
47.280556,192
47.380467,1
47.480424,-44
47.580507,-43
47.680483,164
47.780497,36
47.880492,53
47.980498,-7
48.080526,4
48.180581,7
48.281241,136
48.380443,134
48.480515,160
48.580441,121
48.680547,-105
48.78048,174
48.880497,21
48.980485,-40
49.081367,93
49.18067,-10
49.280658,-68
49.381254,36
49.480517,104
49.581443,31
49.681427,81
49.780476,114
49.881369,171
49.980534,23
50.080521,3
50.180548,3
50.280519,-44
50.380623,198
50.481375,25
50.580532,13
50.680531,51
50.780483,84
50.880478,13
50.980466,-105
51.080568,59
51.180656,-17
51.280559,-54
51.380626,-17
51.480562,178
51.580577,173
51.681404,-89
51.78047,-169
51.880469,55
51.980471,220
52.080469,122
52.180498,14
52.280532,-87
52.381251,104
52.480589,170
52.580494,-36
52.780403,150
52.881222,-11
52.980475,-27
53.08047,143
53.280407,109
53.481243,-84
53.680565,187
53.781305,255
54.880415,170
54.98045,156
55.080436,149
55.180439,91
55.281404,54
55.380538,85
55.480514,134
55.580503,141
55.681252,110
55.781296,251
55.880399,230
55.980451,147
56.080436,99
56.18044,83
56.280521,152
56.381232,233
56.481327,194
56.581343,30
56.681358,122
56.780484,130
56.880612,193
56.98119,50
57.080428,73
57.180423,114
57.280616,203
57.380499,163
57.480507,258
57.581331,136
57.680527,12
57.780476,191
57.881266,165
57.981191,233
58.080424,215
58.180427,176
58.280662,-48
58.380593,38
58.48057,227
58.580599,328
58.68118,190
58.781208,15
58.881387,181
58.980433,92
59.080415,-62
59.180431,151
59.280544,106
59.380548,125
59.481227,141
59.581342,-49
59.68118,96
59.780502,141
59.881373,43
59.980412,98
60.080424,-36
60.180414,47
60.280419,189
60.380547,-87
60.481219,-90
60.581202,65
60.681173,204
60.781327,34
60.880536,-43
60.980511,236
61.080407,224
61.18041,-6
61.280403,149
61.380503,209
61.481274,187
61.58128,76
61.680442,205
61.780452,239
61.880477,196
61.980519,-46
62.08116,141
62.180411,108
62.281151,100
62.380527,200
62.481164,216
62.581158,230
62.680486,24
62.781276,117
62.880503,239
62.981166,93
63.08115,150
63.181153,55
63.281145,158
63.381057,127
63.481153,38
63.580448,84
63.680486,134
63.781169,106
63.881226,187
63.980555,192
64.080514,237
64.18114,-78
64.28115,75
64.381143,113
64.48048,185
64.581251,86
64.680501,236
64.781163,111
64.880547,64
64.980562,77
64.980562,77
65.081268,45
65.18115,197
65.281138,235
65.38113,192
65.480585,123
65.581175,65
65.68116,256
65.781189,271
65.880533,290
65.981241,395
66.080568,133
66.181137,175
66.281116,195
66.381117,139
66.480512,210
66.581216,229
66.680436,301
66.780527,257
66.88115,130
66.981188,344
67.080495,187
67.181133,191
67.281117,317
67.381135,263
67.481169,374
67.581134,158
67.681128,174
67.781171,119
67.880462,209
67.981277,299
68.28113,392
68.381118,248
68.480471,192
68.580467,199
68.681143,154
68.780487,75
68.881195,113
68.981152,391
69.081278,290
69.180528,322
69.281105,296
69.381119,368
69.481103,265
69.580526,267
69.680526,355
69.780462,365
69.880471,399
69.98046,233
70.081258,520
70.180548,560
70.281101,551
70.381106,723
70.481116,533
70.581176,408
70.681238,507
70.781262,605
70.881157,494
70.980543,597
71.080432,492
71.181102,437
71.281106,586
71.381107,504
71.481086,523
71.581244,440
71.680502,511
71.781151,520
71.881156,362
71.980458,506
72.080537,485
72.181118,323
72.281093,395
72.381094,348
72.4811,376
72.581122,432
72.68108,421
72.781177,281
72.881121,250
72.981197,343
73.080536,346
73.181216,203
73.28108,321
73.381082,430
73.4811,257
73.581175,212
73.680498,466
73.781165,564
73.881095,252
73.980518,467
74.081126,294
74.181132,331
74.280465,486
74.280465,486
74.381067,477
74.481073,317
74.581114,212
74.681194,324
74.781139,193
74.881128,90
74.981192,145
75.081165,291
75.181079,330
75.280526,147
75.381071,231
75.48109,149
75.581078,218
75.68122,39
75.781173,79
75.881128,316
75.981267,284
76.080481,240
76.181095,330
76.281156,179
76.381067,226
76.481086,372
76.581069,96
76.680466,91
76.780712,96
76.881187,18
76.981137,209
77.081157,-19
77.181168,175
77.281058,247
77.381054,189
77.48106,130
77.581048,56
77.681062,294
77.78047,225
77.880492,241
77.981124,424
78.080491,302
78.181166,135
78.281137,276
78.381101,93
78.481056,301
78.581049,252
78.681054,242
78.781197,258
78.88106,232
78.981187,253
79.081093,202
79.181114,179
79.281159,62
79.381134,62
79.481057,94
79.581045,182
79.681046,243
79.781105,91
79.88113,122
79.981081,116
80.081234,108
80.181122,277
80.281197,158
80.381155,184
80.481049,283
80.581036,201
80.681038,27
80.780608,230
80.881179,316
80.981116,266
81.081182,408
81.181168,299
81.281183,304
81.381163,337
81.48104,206
81.581041,357
81.681034,266
81.781044,336
81.88111,256
81.981135,251
82.081104,296
82.181097,228
82.281059,346
82.3811,348
82.481142,554
82.58104,383
82.681028,256
82.781034,434
82.881213,383
82.981201,367
83.08113,290
83.181196,389
83.281096,331
83.381044,574
83.481214,204
83.581028,251
83.681011,447
83.781136,258
83.881201,346
83.981113,445
84.081126,431
84.181059,69
84.281021,536
84.381101,326
84.481186,378
84.581015,190
84.681021,95
84.78111,241
84.880633,414
84.981073,294
85.081196,225
85.181036,403
85.281047,445
85.381115,524
85.481213,354
86.181136,31
86.281029,198
86.381012,197
86.481134,326
86.581176,298
86.681,7
86.781014,237
86.881,289
86.981095,111
87.081077,261
87.181143,233
87.281013,347
87.381103,148
87.48113,422
87.581132,266
87.680996,147
87.781054,290
87.880997,327
87.98115,18
88.081062,164
88.181057,260
88.281135,457
88.38115,388
88.48102,126
88.580995,161
88.681054,549
88.780993,338
88.881002,207
88.980698,192
89.081129,131
89.181124,65
89.281069,417
89.381124,208
89.481106,25
89.680987,351
89.780966,274
89.880979,211
89.981006,104
90.081,103
90.181128,191
90.281016,1
90.381168,308
90.48113,217
90.680983,359
90.781059,381
90.880966,342
90.980976,330
91.081026,280
91.181166,250
91.280995,335
91.381137,201
91.481009,50
91.581019,458
91.681139,480
91.780967,-95
91.88098,342
91.980968,445
92.080988,277
92.181047,380
92.281101,398
92.38097,69
92.481117,480
92.581113,624
92.681069,428
92.780977,292
92.88095,635
92.980964,267
93.080616,679
93.180993,347
93.281135,690
93.381127,439
93.48107,436
93.581066,248
93.680996,515
93.780986,439
93.881029,247
93.980951,149
94.08095,137
94.181028,470
94.281142,502
94.380998,399
94.481093,254
94.581054,189
94.68104,331
94.781072,182
94.880951,237
94.980943,411
95.080955,531
95.181047,254
95.280998,391
95.381044,335
95.480976,390
95.581018,547
95.68106,243
95.780955,134
95.880947,-35
95.980943,405
96.08092,510
96.180971,483
96.280983,309
96.381039,290
96.481002,340
96.580947,206
96.681076,312
96.781072,159
96.880952,543
96.980926,350
97.080934,583
97.181176,194
97.28106,601
97.381024,220
97.481016,543
97.581001,538
98.080917,234
98.180982,435
98.280992,165
98.380937,457
98.480982,600
98.58106,240
98.680929,439
98.781063,280
101.080898,305
101.180914,390
101.281164,221
101.480993,158
101.581057,186
101.781083,-18
101.881066,429
101.980898,213
102.080888,46
102.1809,110
102.28091,239
102.38106,345
102.480997,175
102.580921,291
102.681099,243
102.780937,153
102.881054,337
102.980994,11
103.080893,129
103.18091,88
103.280946,142
103.381028,409
103.480992,170
103.581038,103
103.680908,29
103.781003,354
103.881023,142
103.981012,341
104.080898,144
104.180888,48
104.280995,31
104.380914,112
104.481059,114
104.580932,430
104.68088,47
104.780957,289
104.880937,327
104.981072,236
105.080885,153
105.180981,-33
105.280974,220
105.381175,146
105.481044,233
105.580927,18
105.681031,66
106.780992,120
106.880935,34
106.981071,143
107.080976,-110
107.180873,196
107.280866,156
107.380971,92
107.480951,235
107.580883,157
107.680947,-8
107.780918,0
107.881029,188
107.980989,83
108.080862,119
108.18087,218
108.280871,287
108.380863,94
108.480886,75
110.980973,183
111.080947,199
111.180849,131
111.28085,226
111.380856,11
111.480949,230
111.580979,68
111.681002,198
111.780964,88
111.881027,9
111.98091,31
112.081048,194
112.180832,169
112.280987,171
116.081024,57
116.18101,63
116.280962,19
116.38086,1
119.680858,67
119.780909,90
119.881074,97
119.98093,112
120.081039,128
120.180866,147
120.281055,152
120.381039,164
120.480911,199
120.780991,280
120.88089,331
120.980965,360
121.181001,395
121.281024,435
121.381006,479
122.081046,706
122.480876,782
122.580868,792
122.680874,820
122.780885,820
122.881039,827
122.980962,836
123.080898,836
123.280906,801
123.381039,797
123.480895,765
123.580876,707
123.680877,687
123.780869,638
123.881067,591
123.981024,550
124.080996,503
124.180902,464
124.280926,428
124.380966,404
124.481051,375
124.580888,350
124.680885,339
124.780873,326
124.881032,322
124.981007,330
125.081025,344
125.181076,359
125.280908,375
125.380893,402
125.481035,423
125.580884,448
125.680877,465
125.780865,483
125.880918,505
125.980993,519
126.180992,540
126.280895,548
126.680864,542
126.780883,540
126.88095,524
126.981076,521
127.080955,523
127.180936,512
127.281043,513
127.380986,507
127.48104,504
127.580884,502
127.880919,493
127.980905,486
128.180933,472
128.28101,458
128.3809,434
128.480949,413
128.581039,388
128.680877,364
128.780869,339
128.980917,281
129.080946,250
129.381008,165
129.481021,143
129.581027,118
129.680886,96
129.780905,76
129.880904,63
129.980922,49
130.081043,38
130.180938,35
130.280914,28
130.38098,31
130.480903,28
130.580973,37
130.681004,50
130.780891,66
130.88088,87
130.981036,108
131.081063,127
131.180991,146
131.280984,170
131.380973,189
131.481068,210
131.780897,257
131.880905,267
131.980903,282
132.181035,294
132.281006,301
132.38099,302
132.480952,301
132.780884,304
132.880884,305
132.981024,309
133.180994,306
133.281057,319
133.380901,322
133.481007,319
133.681017,300
133.780892,316
133.880878,311
133.980871,303
134.081086,285
134.180994,271
134.28096,281
135.181095,257
135.280976,245
135.380952,244
135.481051,246
135.580892,227
135.681097,225
135.980888,221
136.080921,212
136.181088,206
136.280953,209
136.381009,204
136.480971,203
136.581071,204
136.680937,202
136.780899,199
136.880881,192
137.080911,193
137.180924,187
137.481006,180
137.581021,176
137.681043,179
137.780913,174
137.880904,167
137.980905,167
138.081061,173
138.180975,166
138.280918,161
140.68091,111
140.780908,107
140.980914,104
141.080904,107
141.18089,104
141.280947,104
141.381077,103
141.481066,102
141.580909,99
141.680949,96
141.781015,98
141.881009,100
141.980888,94
142.080891,95
142.180908,92
142.280957,88
142.380968,89
142.481031,90
142.58112,88
142.680944,87
142.78109,86
142.880979,82
142.980924,80
143.080888,81
143.180908,79
143.281088,74
143.38109,73
143.481008,74
143.580997,73
143.680999,68
143.780926,69
143.880949,62
143.980889,64
144.080906,64
144.180909,64
144.280906,62
144.381033,57
144.480925,56
144.580922,62
144.680932,58
144.781101,61
144.880977,60
144.980982,62
145.080906,58
145.180905,57
145.280911,56
145.380983,59
145.480964,63
145.581071,58
145.680958,57
145.781003,58
145.881036,48
145.981113,48
146.080914,50
146.180922,54
146.28091,46
146.381066,50
146.48103,48
146.580952,47
146.681056,45
146.780938,49
146.881112,47
146.981017,45
147.080897,44
147.181032,45
148.981035,37
149.080976,41
149.180948,39
149.281016,35
149.380911,34
149.480976,36
149.58107,34
149.681085,31
149.781108,30
149.88101,32
149.981014,32
150.080947,32
150.180927,30
150.280919,30
150.380911,32
150.480955,29
150.58109,30
150.68105,30
150.781045,29
150.881007,29
150.980936,29
151.080986,30
151.180923,27
151.280933,27
151.380925,28
151.480917,26
151.581038,25
151.680981,25
151.780963,21
151.881032,24
151.981032,24
152.080966,24
152.180926,23
152.280919,17
152.380933,21
152.481033,21
152.581061,18
152.681022,11
152.781026,19
152.881073,19
152.981028,15
153.081099,19
153.180928,18
153.280928,18
153.380938,18
153.48103,18
153.581051,17
153.681034,14
153.781017,11
153.880993,9
153.981068,10
154.081012,11
154.181075,11
154.280915,12
154.380921,12
154.480997,10
154.581037,8
154.680983,2
154.780831,3
154.881084,2
154.98104,3
155.081059,4
155.180918,5
155.280925,6
155.380926,4
155.48094,2
155.581082,0
155.681067,-2
155.780952,0
155.880995,0
155.981088,1
156.08112,1
156.181038,-1
156.280916,-3
156.380917,-4
156.581046,-2
156.680988,1
156.780975,1
156.881056,-1
156.980951,-4
157.081079,-5
157.180935,-5
157.280917,-2
157.380918,-1
157.480932,0
157.581267,-2
157.681096,-6
157.780977,-4
157.880927,-4
157.981122,0
158.081061,0
158.181052,-1
158.280917,-5
158.380927,-2
158.48092,-2
158.580977,3
158.681032,3
158.781042,0
158.880916,-1
158.980983,2
159.081032,3
159.18097,3
159.281027,2
159.380923,-1
159.480942,0
159.580922,4
159.680942,6
159.781049,7
159.881136,1
159.981111,5
160.081028,7
160.180966,9
160.281028,11
160.380933,5
160.480943,8
160.580979,10
160.681038,11
160.781125,9
160.88107,8
160.98103,8
161.081102,12
161.18102,10
161.281112,10
161.480917,6
161.580923,5
161.681,8
161.781149,7
161.881099,8
161.981139,8
162.08099,12
162.181,8
162.281021,9
162.380939,11
162.48094,14
162.580945,11
162.680938,6
162.781113,12
162.88097,13
162.981001,11
163.080989,10
163.181078,10
163.281051,13
163.380952,9
163.480936,7
163.580937,5
163.680981,7
163.780995,10
163.881076,5
163.981045,2
164.080963,3
164.18107,5
164.281025,2
164.381034,0
164.481025,0
164.580942,5
164.680939,5
164.78094,2
164.881124,2
164.98104,6
165.081068,4
165.181153,2
165.280994,1
165.380975,7
165.481028,6
165.580925,2
165.680939,3
165.780954,7
165.881026,10
165.981123,4
166.080947,4
166.181038,11
166.280954,10
166.380948,7
166.480971,5
166.580934,11
166.680935,11
166.780923,7
166.880987,5
166.9811,8
167.081106,9
167.181125,8
167.281125,5
167.38115,10
167.481071,11
167.580951,6
167.680943,8
167.780966,12
167.880953,9
167.981136,7
168.081023,6
168.181087,10
168.281114,13
168.381096,7
168.481013,8
168.580929,13
168.680957,11
168.780936,6
168.881093,7
168.980968,12
169.081053,10
169.180998,5
169.280985,10
169.381092,10
169.481144,5
169.580959,4
169.680949,8
169.78095,7
169.881092,3
169.98097,3
170.080877,7
170.181013,5
170.281076,3
170.38105,1
170.580966,8
170.680936,3
170.780942,4
170.880941,9
170.981064,9
171.081061,4
171.180947,6
171.280988,10
171.381143,10
171.481123,6
171.581076,7
171.680937,13
171.780942,11
171.880937,3
171.981155,7
172.081113,13
172.181005,11
172.281033,6
172.380975,6
172.581035,9
172.680937,7
172.780943,8
172.880947,13
172.981039,10
173.081085,7
173.18099,8
173.281097,14
173.38116,11
173.481107,7
173.581112,9
173.681035,12
173.780948,8
173.880938,5
173.981029,10
174.081132,10
174.180984,6
174.281129,3
174.381001,7
174.480914,10
174.580999,5
174.6811,2
174.780957,3
174.880957,8
174.98094,7
175.081117,5
175.181037,6
175.280966,10
175.381147,10
175.481056,5
175.581012,5
175.680988,11
175.780953,12
175.880805,9
175.980949,5
176.081133,9
176.181148,11
176.28093,8
176.381073,8
176.480951,11
176.581136,13
176.681125,8
176.780941,9
176.880949,11
176.980941,13
177.080958,14
177.181097,9
177.281024,9
177.381133,12
177.481011,14
177.580979,9
177.681127,5
177.780946,12
177.880941,12
177.980946,7
178.080981,6
178.18104,8
178.281059,8
178.380974,6
178.481042,3
178.581033,6
178.680991,7
178.780946,6
178.880955,4
178.980973,5
179.08098,8
179.180963,9
179.281081,7
179.380986,6
179.481111,7
179.581179,11
179.681143,9
179.781132,7
179.880946,8
179.980961,10
180.080951,13
180.181116,9
180.280968,6
180.380997,12
180.480974,12
180.581135,10
180.680972,8
180.781001,11
180.880965,14
180.980957,14
181.080956,9
181.180956,8
181.281,15
181.381051,14
181.48112,10
181.581043,5
181.681057,10
181.781055,13
181.880956,7
181.980957,3
182.080952,3
182.181069,9
182.281171,9
182.38101,4
182.481003,4
182.581,5
182.681134,12
182.781068,7
182.880957,6
182.980976,9
183.080948,9
183.181163,12
183.281,6
183.381055,7
183.481045,8
183.581169,12
183.68106,11
183.781162,6
183.880971,7
183.980945,10
184.080962,14
184.181137,12
184.28115,10
184.381139,10
184.481031,12
184.580967,15
184.681097,12
184.781054,7
184.880962,11
184.980959,12
185.080971,11
185.180974,7
185.281078,3
185.380968,8
185.481164,8
185.581117,6
185.681138,4
185.780993,3
185.881006,7
185.980946,8
186.080963,7
186.180979,4
186.281015,7
186.380986,11
186.480902,10
186.581004,9
186.681124,8
186.781098,8
186.881022,11
186.980972,13
187.080957,10
187.180974,10
187.281085,10
187.381002,13
187.480986,14
187.581169,13
187.681038,7
187.780983,10
187.881158,16
187.980946,17
188.080958,13
188.180957,7
188.281136,8
188.381015,10
188.48102,13
188.581017,7
188.681068,3
188.781118,5
188.881178,8
188.980973,10
189.080967,6
189.180979,3
189.280958,6
189.381106,11
189.481035,11
189.581118,8
189.681049,6
189.781078,9
189.880994,13
189.981049,13
190.080964,7
190.180967,8
190.380965,14
190.48109,14
190.581122,11
190.68111,9
190.781085,13
190.881061,16
190.98114,15
191.081128,13
191.180981,9
191.280977,9
191.380978,14
191.481022,13
191.580975,7
191.680858,5
191.781012,8
191.880975,8
191.981121,6
192.081119,5
192.180976,3
192.280956,4
192.381115,9
192.481162,10
192.581034,7
192.681005,6
192.780973,8
192.881008,14
192.981004,12
193.081092,10
193.180955,9
193.280983,10
193.380975,14
193.48109,15
193.581123,12
193.680988,10
193.780944,13
193.881004,17
193.981101,15
194.081143,13
194.180982,8
194.380962,10
194.481021,13
194.581103,9
194.680986,6
194.781157,7
194.881047,7
194.981051,9
195.081113,8
195.180978,3
195.280971,5
195.380976,8
195.481175,10
195.580886,10
195.681103,7
195.781145,7
195.881158,12
195.981127,12
196.081036,10
196.180992,8
196.280971,12
196.380968,13
196.480969,14
196.581115,12
196.680979,12
196.781173,12
196.881006,16
196.981051,14
197.081045,12
197.180978,10
197.280985,10
197.380995,11
