T,gyro_5f_ay
197.480974,11
197.581103,7
197.6811,5
197.781176,3
197.88112,7
197.981003,8
198.080996,7
198.180991,4
198.280984,4
198.380976,9
198.480982,12
198.58118,9
198.681079,6
198.781094,8
198.881165,11
198.981144,16
199.081049,9
199.180995,9
199.280989,10
199.380977,15
199.480982,17
199.581058,16
199.681127,8
199.781151,12
199.881155,13
199.981131,16
200.081116,12
200.181048,8
200.280968,6
200.380986,9
200.480988,9
200.581061,8
200.681026,5
200.781082,4
200.980865,10
201.081176,8
201.181005,4
201.380996,12
201.480997,14
201.581166,11
201.681044,8
201.781102,8
201.881084,10
201.981153,15
202.081178,14
202.181092,12
202.28101,10
202.380979,13
202.480993,14
202.580985,16
202.681188,12
202.781029,10
202.881152,11
202.981119,12
203.081121,10
203.181012,8
203.281129,4
203.380997,6
203.480989,8
203.581008,10
203.681136,5
203.781183,5
203.881006,8
203.981114,11
204.081174,13
204.18112,10
204.281106,8
204.380993,10
204.480994,11
204.581008,14
204.680988,14
204.781117,10
204.881035,11
204.981134,16
205.081009,18
205.181179,14
205.281139,10
205.381044,11
205.480977,14
205.581005,12
205.68084,9
205.781108,4
205.881065,6
205.981028,10
206.081176,10
206.181011,8
206.280912,5
206.380861,5
206.480986,7
206.580977,12
206.680996,11
206.781048,7
206.880877,10
206.981053,11
207.080999,15
207.181099,14
207.28114,10
207.381017,10
207.480999,15
207.580978,17
207.68101,13
207.781128,13
207.88102,10
207.981035,14
208.081011,13
208.181111,12
208.281161,9
208.381094,7
208.481105,8
208.580983,10
208.681002,9
208.781003,6
208.88108,3
208.981161,8
209.081134,12
209.181102,12
209.281059,10
209.381144,6
209.480995,12
209.580999,13
209.680987,13
209.781002,12
209.881122,8
209.981056,13
210.081108,16
210.180989,17
210.281092,13
210.380987,11
210.481043,10
210.581,15
210.680992,15
210.781002,10
210.881016,5
210.981173,5
211.081167,8
211.181043,11
211.281151,9
211.381166,4
211.481056,5
211.580992,8
211.680988,13
211.78102,10
211.881028,7
211.981017,10
212.081144,14
212.181191,13
212.281048,14
212.481032,10
212.580992,15
212.680989,17
212.781003,17
212.881037,14
212.981051,11
213.081152,12
213.181147,11
213.281023,14
213.381098,8
213.48106,5
213.581002,4
213.681016,6
213.780995,11
213.881003,7
213.981207,4
214.081112,8
214.181075,11
214.281068,12
214.381091,12
214.48118,8
214.581084,12
214.681003,13
214.781009,14
214.880865,13
214.981016,12
215.081037,11
215.181141,13
215.28117,16
215.381194,15
215.481049,12
215.581161,10
215.680999,10
215.781005,10
215.880991,11
215.981007,6
216.081081,5
216.181132,4
216.281201,8
216.381043,10
216.481005,10
216.581056,8
216.680996,6
216.781001,12
216.881005,16
216.981088,15
217.081182,13
217.181102,12
217.281095,13
217.381158,17
217.481001,17
217.581078,18
217.681009,14
217.781024,13
217.881006,12
217.981127,12
218.081021,13
218.18108,12
218.281043,6
218.381155,5
218.481051,5
218.581021,9
218.681014,11
218.780994,8
218.881019,7
218.981003,8
219.081124,12
219.181144,15
219.281097,14
219.381082,13
219.48107,11
219.58108,10
219.681215,14
219.781007,19
219.881016,15
219.981003,14
220.081194,11
220.181128,12
220.281139,13
220.381084,15
220.481107,12
220.581015,7
220.681079,7
220.781011,5
220.881023,10
220.980998,10
221.081084,10
221.181106,7
221.281192,7
221.381199,9
221.481161,16
221.581019,14
221.681187,12
221.78102,11
221.881011,11
221.981003,11
222.081208,17
222.181087,18
222.281072,17
222.381196,15
222.481019,13
222.581061,13
222.681047,12
222.781025,13
222.881016,11
222.981013,7
223.081172,4
223.180964,6
223.281067,7
223.381059,9
223.481024,9
223.581144,9
223.680907,8
223.781069,7
223.881013,12
223.981018,15
224.081017,15
224.181065,14
224.281181,13
224.381023,12
224.481026,14
224.581201,16
224.681123,19
224.781131,17
224.881019,15
224.981007,11
225.08101,10
225.181102,12
225.281185,12
225.381089,10
225.481103,8
225.581197,5
225.681153,7
225.781114,9
225.881061,12
225.981018,14
226.081021,13
226.181011,12
226.281191,11
226.381193,11
226.481063,16
226.681015,18
226.781171,15
226.881054,16
226.981025,15
227.081011,12
227.181022,15
227.281069,15
227.381073,14
227.481076,8
227.581113,5
227.681062,5
227.781112,8
227.881114,10
227.981032,10
228.081022,13
228.181025,8
228.281112,7
228.38107,10
228.481067,13
228.581201,17
228.681106,16
228.781161,18
228.881023,14
228.981123,13
229.081113,12
229.181117,16
229.281145,18
229.381167,15
229.48113,14
229.581043,11
229.681106,7
229.781033,6
229.881158,6
229.981104,10
230.081094,13
230.181106,12
230.281098,9
230.380925,8
230.481168,8
230.580986,9
230.681062,9
230.781068,15
230.881157,18
230.981102,17
231.081094,18
231.181098,14
231.281103,13
231.381159,14
231.481036,14
231.581174,16
231.681129,17
231.781191,13
231.881055,13
231.981144,9
232.081092,6
232.181095,5
232.281096,7
232.381072,9
232.481128,12
232.581151,13
232.681154,13
232.781103,12
232.881192,10
232.981056,11
233.08109,12
233.18108,13
233.281081,15
233.381103,15
233.481115,19
233.58108,17
233.781096,14
233.881098,12
233.981082,9
234.081098,7
234.181092,7
234.281098,8
234.381091,10
234.481151,11
234.581035,10
234.681181,9
234.781179,9
234.881097,10
234.981085,9
235.081163,12
235.181073,11
235.281096,14
235.381075,16
235.481117,18
235.581095,20
235.681104,20
235.781173,17
235.881068,18
235.981101,14
236.081103,9
236.181071,9
236.281081,7
236.381085,8
236.480988,7
236.581117,9
236.681089,10
236.781117,12
236.881166,13
236.981131,13
237.08105,14
237.18105,12
237.281051,10
237.381079,10
237.481121,11
237.581048,13
237.681165,15
237.781035,14
237.881115,17
237.981132,17
238.08093,17
238.181063,17
238.281042,13
238.381048,13
238.481043,11
238.581046,10
238.681087,7
238.781076,8
238.881065,9
238.981116,8
239.081101,8
239.181041,10
239.281051,10
239.381043,9
239.48104,13
239.581055,13
239.681062,14
239.781022,15
239.881133,14
239.981156,18
240.08107,18
240.181082,16
240.281029,16
240.381044,14
240.48104,11
240.581108,10
240.681084,10
240.781018,10
240.881064,12
240.981113,10
241.081035,14
241.18113,11
241.381031,14
241.481036,16
241.581088,13
241.681098,14
241.780975,15
241.881095,16
241.981031,16
242.081051,17
242.181028,16
242.281034,17
242.381009,14
242.481041,11
242.581116,10
242.681059,7
242.780977,5
242.881066,8
242.981117,6
243.081111,6
243.181038,8
243.281031,9
243.381014,11
243.481029,11
243.581111,11
243.681111,13
243.780955,14
243.881035,16
243.98109,15
244.081101,17
244.181039,17
244.281014,18
244.381019,16
244.48102,16
244.581026,14
244.681043,13
244.781124,11
244.880982,10
244.980993,10
245.080952,10
245.181068,8
245.280917,13
245.380812,14
245.480813,13
245.580818,16
245.680928,17
245.780915,18
245.880947,16
245.980884,19
246.081084,20
246.18085,20
246.280887,19
246.380804,20
246.4808,17
246.580801,16
246.680752,13
246.780945,13
246.880849,12
246.98072,10
247.080889,11
247.180936,10
247.280981,11
247.380804,12
247.480796,15
247.580802,14
247.680933,15
247.78088,16
247.880875,17
247.980854,17
248.080941,16
248.180899,18
248.280928,19
248.38103,19
248.481022,16
248.680859,12
248.780767,11
248.880987,9
248.981179,8
249.080883,8
249.18085,7
249.280933,7
249.380782,8
249.481016,8
249.581009,10
249.681015,11
249.780982,12
249.880906,14
249.980692,12
250.180967,16
250.28085,16
250.380873,14
250.481004,15
250.58101,14
250.681002,14
250.780905,10
250.881065,13
250.980954,10
251.080842,6
251.180868,10
251.28094,9
251.380857,11
251.481017,11
251.581006,10
251.680998,11
251.780833,15
251.880918,15
251.980825,16
252.080766,19
252.180867,19
252.280798,19
252.380893,21
252.480992,19
252.580997,21
252.68099,18
252.780897,15
252.880847,14
252.980944,10
253.080846,8
253.180911,7
253.281162,6
253.381019,9
253.480982,8
253.580989,9
253.68099,10
253.780885,11
253.880905,11
253.98101,15
254.08101,13
254.180908,17
254.280844,18
254.380806,18
254.48095,18
254.580977,17
254.680969,17
254.780881,19
254.880904,15
254.980842,16
255.080806,11
255.181047,9
255.280808,10
255.380928,8
255.480931,10
255.580968,10
255.680974,10
255.780877,10
255.880962,11
255.980883,14
256.080838,15
256.181027,14
256.280932,19
256.380854,20
256.480818,18
256.580793,19
256.680964,17
256.780867,17
256.880969,14
256.980825,11
257.080887,9
257.180875,8
257.280757,10
257.380904,8
257.480973,12
257.58094,9
257.680962,10
257.78086,12
257.880967,13
257.980806,13
258.081204,16
258.180857,14
258.281004,19
258.380918,18
258.480862,20
258.581047,19
258.680949,16
258.780852,15
258.880954,13
258.981009,12
259.080968,9
259.180783,8
259.281027,9
259.381195,7
259.480842,10
259.580993,10
259.68095,12
259.780848,10
259.88095,14
259.980956,15
260.080894,18
260.181012,15
260.2809,18
260.380836,20
260.480802,20
260.581184,21
260.78084,13
260.880938,10
260.980938,8
261.081012,8
261.180985,6
261.280996,9
261.381164,11
261.481066,11
261.580962,14
261.68089,16
261.780827,16
261.880929,18
261.980931,17
262.08078,15
262.181134,18
262.280966,20
262.380823,18
262.480799,17
262.581054,15
262.680959,16
262.780832,15
262.880921,15
262.980922,11
263.080773,9
263.180865,11
263.281124,9
263.380914,9
263.480777,9
263.680842,13
263.780815,16
263.880913,16
263.980914,18
264.081051,20
264.181183,21
264.280853,18
264.380978,17
264.481185,16
264.580929,14
264.681071,15
264.780807,10
264.880909,11
264.980897,10
265.080909,14
265.181063,11
265.280987,14
265.481009,11
265.58087,9
265.68106,12
265.780869,17
265.881015,18
265.980902,18
266.080901,21
266.180994,21
266.280935,19
266.381093,17
266.581067,14
266.681076,14
266.780856,13
266.880906,11
266.980894,12
267.080892,12
267.180906,12
267.280869,10
267.380867,11
267.481107,11
267.581235,14
267.68096,12
267.781031,17
267.880893,18
268.080893,20
268.181057,17
268.28082,16
268.381064,17
268.480846,16
268.681218,15
268.781018,10
268.880898,11
268.980886,8
269.181044,11
269.280837,11
269.381063,14
269.481039,16
269.581116,14
269.681017,13
269.780832,17
273.780838,15
273.881022,21
273.980944,22
274.280761,15
274.38103,14
274.580916,12
274.681084,12
274.78093,11
274.881014,10
274.98087,11
275.080773,15
275.181017,15
275.480977,18
275.581041,21
275.680879,19
275.780853,19
275.881102,19
276.180873,17
276.280878,14
276.38098,10
276.480915,8
276.681113,12
276.780861,10
276.881151,11
277.481229,17
277.581099,18
277.680867,21
277.881023,19
278.080907,14
278.180882,12
278.280875,10
278.380867,11
278.480999,8
278.681095,10
278.88083,14
279.180881,17
279.280887,16
279.581093,20
279.880909,16
280.180882,12
280.581105,11
280.781068,12
282.080852,12
