T,gyro_5f_ax
189.481035,40
189.581118,41
189.681049,42
189.781078,39
189.880994,41
189.981049,39
190.080964,42
190.180967,44
190.380965,39
190.48109,40
190.581122,45
190.68111,43
190.781085,40
190.881061,39
190.98114,35
191.081128,40
191.180981,38
191.280977,37
191.380978,34
191.481022,33
191.580975,37
191.680858,36
191.781012,37
191.880975,36
191.981121,38
192.081119,41
192.180976,42
192.280956,42
192.381115,41
192.481162,45
192.581034,45
192.681005,45
192.780973,41
192.881008,40
192.981004,41
193.081092,45
193.180955,44
193.280983,45
193.380975,39
193.48109,43
193.581123,46
193.680988,44
193.780944,46
193.881004,40
193.981101,42
194.081143,42
194.180982,41
194.380962,38
194.481021,37
194.581103,41
194.680986,41
194.781157,40
194.881047,38
194.981051,46
195.081113,45
195.180978,47
195.280971,45
195.380976,44
195.481175,46
195.580886,47
195.681103,47
195.781145,47
195.881158,45
195.981127,47
196.081036,48
196.180992,49
196.280971,45
196.380968,44
196.480969,46
196.581115,49
196.680979,49
196.781173,45
196.881006,44
196.981051,43
197.081045,45
197.180978,43
197.280985,40
197.380995,40
197.480974,40
197.581103,44
197.6811,45
197.781176,46
197.88112,43
197.981003,46
198.080996,50
198.180991,52
198.280984,50
198.380976,47
198.480982,49
198.58118,50
198.681079,50
198.781094,52
198.881165,49
198.981144,47
199.081049,50
199.180995,54
199.280989,49
199.380977,48
199.480982,46
199.581058,49
199.681127,50
199.781151,49
199.881155,45
199.981131,43
200.081116,45
200.181048,49
200.280968,46
200.380986,43
200.480988,44
200.581061,47
200.681026,52
200.781082,53
200.980865,49
201.081176,52
201.181005,56
201.380996,51
201.480997,50
201.581166,51
201.681044,52
201.781102,52
201.881084,50
201.981153,49
202.081178,51
202.181092,53
202.28101,53
202.380979,51
202.480993,47
202.580985,46
202.681188,49
202.781029,48
202.881152,45
202.981119,45
203.081121,44
203.181012,50
203.281129,53
203.380997,52
203.480989,47
203.581008,51
203.681136,56
203.781183,55
203.881006,56
203.981114,53
204.081174,53
204.18112,57
204.281106,56
204.380993,53
204.480994,53
204.581008,53
204.680988,58
204.781117,57
204.881035,54
204.981134,53
205.081009,53
205.181179,53
205.281139,52
205.381044,49
205.480977,46
205.581005,46
205.68084,48
205.781108,54
205.881065,51
205.981028,49
206.081176,53
206.181011,56
206.280912,57
206.380861,59
206.480986,56
206.580977,53
206.680996,57
206.781048,58
206.880877,58
206.981053,56
207.080999,55
207.181099,55
207.28114,60
207.381017,58
207.480999,55
207.580978,55
207.68101,57
207.781128,57
207.88102,52
207.981035,49
208.081011,51
208.181111,48
208.281161,54
208.381094,52
208.481105,52
208.580983,52
208.681002,58
208.781003,59
208.88108,61
208.981161,59
209.081134,56
209.181102,57
209.281059,60
209.381144,60
209.480995,61
209.580999,57
209.680987,59
209.781002,60
209.881122,63
209.981056,60
210.081108,57
210.180989,58
210.281092,58
210.380987,60
210.481043,55
210.581,53
210.680992,51
210.781002,55
210.881016,56
210.981173,56
211.081167,56
211.181043,58
211.281151,60
211.381166,62
211.481056,62
211.580992,60
211.680988,58
211.78102,61
211.881028,62
211.981017,63
212.081144,59
212.181191,60
212.281048,61
212.481032,60
212.580992,60
212.680989,59
212.781003,59
212.881037,59
212.981051,57
213.081152,54
213.181147,53
213.281023,56
213.381098,57
213.48106,59
213.581002,59
213.681016,60
213.780995,61
213.881003,64
213.981207,65
214.081112,63
214.181075,61
214.281068,61
214.381091,65
214.48118,65
214.581084,62
214.681003,60
214.781009,62
214.880865,65
214.981016,64
215.081037,64
215.181141,60
215.28117,60
215.381194,59
215.481049,59
215.581161,60
215.680999,55
215.781005,57
215.880991,58
215.981007,61
216.081081,64
216.181132,65
216.281201,63
216.381043,63
216.481005,63
216.581056,67
216.680996,68
216.781001,65
216.881005,63
216.981088,62
217.081182,66
217.181102,69
217.281095,68
217.381158,63
217.481001,61
217.581078,60
217.681009,63
217.781024,63
217.881006,62
217.981127,58
218.081021,58
218.18108,59
218.281043,64
218.381155,64
218.481051,64
218.581021,62
218.681014,63
218.780994,66
218.881019,68
218.981003,71
219.081124,65
219.181144,67
219.281097,65
219.381082,68
219.48107,68
219.58108,69
219.681215,67
219.781007,66
219.881016,66
219.981003,66
220.081194,66
220.181128,64
220.281139,59
220.381084,57
220.481107,61
220.581015,63
220.681079,65
220.781011,65
220.881023,64
220.980998,67
221.081084,68
221.181106,71
221.281192,70
221.381199,68
221.481161,65
221.581019,68
221.681187,68
221.78102,70
221.881011,72
221.981003,72
222.081208,68
222.181087,66
222.281072,66
222.381196,67
222.481019,66
222.581061,64
222.681047,62
222.781025,60
222.881016,62
222.981013,67
223.081172,69
223.180964,70
223.281067,69
223.381059,68
223.481024,70
223.581144,74
223.680907,74
223.781069,73
223.881013,71
223.981018,69
224.081017,70
224.181065,71
224.281181,75
224.381023,73
224.481026,70
224.581201,69
224.681123,64
224.781131,66
224.881019,65
224.981007,67
225.08101,66
225.181102,64
225.281185,67
225.381089,66
225.481103,71
225.581197,73
225.681153,73
225.781114,73
225.881061,69
225.981018,72
226.081021,71
226.181011,77
226.281191,75
226.381193,75
226.481063,72
226.681015,70
226.781171,73
226.881054,71
226.981025,70
227.081011,69
227.181022,64
227.281069,64
227.381073,65
227.481076,68
227.581113,71
227.681062,71
227.781112,72
227.881114,73
227.981032,74
228.081022,76
228.181025,78
228.281112,77
228.38107,75
228.481067,72
228.581201,73
228.681106,72
228.781161,74
228.881023,76
228.981123,76
229.081113,75
229.181117,72
229.281145,68
229.381167,67
229.48113,66
229.581043,68
229.681106,71
229.781033,71
229.881158,70
229.981104,71
230.081094,74
230.181106,75
230.281098,76
230.380925,80
230.481168,78
230.580986,77
230.681062,74
230.781068,74
230.881157,74
230.981102,76
231.081094,79
231.181098,76
231.281103,74
231.381159,72
231.481036,70
231.581174,69
231.681129,66
231.781191,67
231.881055,71
231.981144,72
232.081092,74
232.181095,75
232.281096,78
232.381072,74
232.481128,75
232.581151,76
232.681154,77
232.781103,80
232.881192,81
232.981056,79
233.08109,80
233.18108,79
233.281081,78
233.381103,75
233.481115,72
233.58108,74
233.781096,74
233.881098,73
233.981082,74
234.081098,75
234.181092,72
234.281098,73
234.381091,74
234.481151,74
234.581035,78
234.681181,80
234.781179,82
234.881097,80
234.981085,80
235.081163,81
235.181073,79
235.281096,78
235.381075,79
235.481117,78
235.581095,77
235.681104,74
235.781173,76
235.881068,75
235.981101,74
236.081103,76
236.181071,73
236.281081,76
236.381085,74
236.480988,77
236.581117,77
236.681089,75
236.781117,80
236.881166,81
236.981131,80
237.08105,83
237.18105,83
237.281051,84
237.381079,82
237.481121,85
237.581048,82
237.681165,82
237.781035,79
237.881115,77
237.981132,74
238.08093,73
238.181063,73
238.281042,71
238.381048,74
238.481043,73
238.581046,74
238.681087,80
238.781076,83
238.881065,84
238.981116,83
239.081101,83
239.181041,84
239.281051,84
239.381043,82
239.48104,84
239.581055,83
239.681062,83
239.781022,81
239.881133,78
239.981156,78
240.08107,79
240.181082,74
240.281029,74
240.381044,72
240.48104,74
240.581108,74
240.681084,76
240.781018,78
240.881064,81
240.981113,81
241.081035,83
241.18113,82
241.381031,85
241.481036,88
241.581088,86
241.681098,85
241.780975,85
241.881095,87
241.981031,87
242.081051,83
242.181028,83
242.281034,80
242.381009,78
242.481041,80
242.581116,78
242.681059,79
242.780977,80
242.881066,83
242.981117,85
243.081111,85
243.181038,89
243.281031,85
243.381014,84
243.481029,86
243.581111,85
243.681111,83
243.780955,84
243.881035,84
243.98109,83
244.081101,82
244.181039,82
244.281014,78
244.381019,76
244.48102,76
244.581026,75
244.681043,76
244.781124,76
244.880982,78
244.980993,80
245.080952,83
245.181068,83
245.280917,83
245.380812,83
245.480813,86
245.580818,85
245.680928,85
245.780915,85
245.880947,85
245.980884,83
246.081084,83
246.18085,80
246.280887,81
246.380804,80
246.4808,77
246.580801,77
246.680752,77
246.780945,77
246.880849,78
246.98072,82
247.080889,79
247.180936,84
247.280981,83
247.380804,86
247.480796,84
247.580802,85
247.680933,85
247.78088,87
247.880875,85
247.980854,84
248.080941,85
248.180899,85
248.280928,82
248.38103,82
248.481022,80
248.680859,78
248.780767,79
248.880987,82
248.981179,83
249.080883,86
249.18085,86
249.280933,87
249.380782,86
249.481016,88
249.581009,89
249.681015,88
249.780982,91
249.880906,87
249.980692,88
250.180967,89
250.28085,88
250.380873,87
250.481004,86
250.58101,84
250.681002,82
250.780905,84
250.881065,85
250.980954,88
251.080842,87
251.180868,89
251.28094,91
251.380857,89
251.481017,92
251.581006,91
251.680998,91
251.780833,93
251.880918,89
251.980825,91
252.080766,87
252.180867,90
252.280798,89
252.380893,85
252.480992,86
252.580997,82
252.68099,80
252.780897,81
252.880847,80
252.980944,83
253.080846,85
253.180911,87
253.281162,89
253.381019,90
253.480982,91
253.580989,93
253.68099,93
253.780885,92
253.880905,94
253.98101,93
254.08101,92
254.180908,92
254.280844,94
254.380806,90
254.48095,89
254.580977,84
254.680969,82
254.780881,82
254.880904,82
254.980842,82
255.080806,85
255.181047,87
255.280808,89
255.380928,89
255.480931,92
255.580968,93
255.680974,93
255.780877,94
255.880962,93
255.980883,94
256.080838,96
256.181027,95
256.280932,94
256.380854,91
256.480818,90
256.580793,88
256.680964,84
256.780867,83
256.880969,84
256.980825,87
257.080887,87
257.180875,89
257.280757,88
257.380904,91
257.480973,92
257.58094,95
257.680962,96
257.78086,96
257.880967,94
257.980806,95
258.081204,96
258.180857,94
258.281004,92
258.380918,89
258.480862,88
258.581047,87
258.680949,84
258.780852,83
258.880954,85
258.981009,84
259.080968,88
259.180783,90
259.281027,94
259.381195,94
259.480842,95
259.580993,97
259.68095,95
259.780848,94
259.88095,96
259.980956,95
260.080894,93
260.181012,93
260.2809,92
260.380836,88
260.480802,87
260.581184,88
260.78084,85
260.880938,88
260.980938,91
261.081012,92
261.180985,95
261.280996,98
261.381164,97
261.481066,98
261.580962,94
261.68089,94
261.780827,94
261.880929,92
261.980931,95
262.08078,94
262.181134,97
262.280966,96
262.380823,95
262.480799,92
262.581054,90
262.680959,89
262.780832,86
262.880921,85
262.980922,89
263.080773,90
263.180865,91
263.281124,94
263.380914,98
263.480777,98
263.680842,101
263.780815,99
263.880913,97
263.980914,95
264.081051,94
264.181183,94
264.280853,92
264.380978,95
264.481185,92
264.580929,90
264.681071,90
264.780807,91
264.880909,91
264.980897,90
265.080909,91
265.181063,92
265.280987,95
265.481009,97
265.58087,98
265.68106,99
265.780869,99
265.881015,95
265.980902,98
266.080901,98
266.180994,93
266.280935,92
266.381093,92
266.581067,90
266.681076,90
266.780856,91
266.880906,92
266.980894,93
267.080892,95
267.180906,97
267.280869,97
267.380867,98
267.481107,102
267.581235,100
267.68096,98
267.781031,94
267.880893,99
268.080893,94
268.181057,99
268.28082,94
268.381064,94
268.480846,93
268.681218,87
268.781018,91
268.880898,91
268.980886,95
269.181044,100
269.280837,102
269.381063,94
269.481039,97
269.581116,100
269.681017,102
269.780832,99
273.780838,103
273.881022,101
273.980944,97
274.280761,93
274.38103,95
274.580916,96
274.681084,96
274.78093,98
274.881014,104
274.98087,101
275.080773,100
275.181017,99
275.480977,106
275.581041,102
275.680879,101
275.780853,99
275.881102,96
276.180873,93
276.280878,94
276.38098,97
276.480915,96
276.681113,98
276.780861,104
276.881151,103
277.481229,104
277.581099,102
277.680867,101
277.881023,98
278.080907,97
278.180882,95
278.280875,97
278.380867,97
278.480999,102
278.681095,104
278.88083,102
279.180881,105
279.280887,103
279.581093,103
279.880909,96
280.180882,96
280.581105,104
280.781068,105
282.080852,96
