T,gyro_5f_az
178.980973,-171
179.08098,-173
179.180963,-176
179.281081,-176
179.380986,-177
179.481111,-179
179.581179,-179
179.681143,-177
179.781132,-177
179.880946,-178
179.980961,-179
180.080951,-175
180.181116,-172
180.280968,-171
180.380997,-172
180.480974,-168
180.581135,-165
180.680972,-164
180.781001,-160
180.880965,-159
180.980957,-155
181.080956,-157
181.180956,-155
181.281,-153
181.381051,-153
181.48112,-152
181.581043,-152
181.681057,-153
181.781055,-155
181.880956,-156
181.980957,-156
182.080952,-160
182.181069,-163
182.281171,-164
182.38101,-166
182.481003,-170
182.581,-173
182.681134,-175
182.781068,-174
182.880957,-178
182.980976,-179
183.080948,-180
183.181163,-178
183.281,-179
183.381055,-179
183.481045,-178
183.581169,-178
183.68106,-174
183.781162,-170
183.880971,-172
183.980945,-169
184.080962,-166
184.181137,-162
184.28115,-158
184.381139,-159
184.481031,-156
184.580967,-154
184.681097,-151
184.781054,-153
184.880962,-151
184.980959,-151
185.080971,-152
185.180974,-153
185.281078,-154
185.380968,-157
185.481164,-161
185.581117,-162
185.681138,-165
185.780993,-168
185.881006,-172
185.980946,-171
186.080963,-172
186.180979,-177
186.281015,-178
186.380986,-180
186.480902,-179
186.581004,-182
186.681124,-181
186.781098,-179
186.881022,-177
186.980972,-178
187.080957,-175
187.180974,-171
187.281085,-169
187.381002,-167
187.480986,-164
187.581169,-161
187.681038,-157
187.780983,-157
187.881158,-155
187.980946,-152
188.080958,-149
188.180957,-150
188.281136,-152
188.381015,-153
188.48102,-152
188.581017,-154
188.681068,-155
188.781118,-160
188.881178,-163
188.980973,-167
189.080967,-168
189.180979,-172
189.280958,-176
189.381106,-178
189.481035,-179
189.581118,-182
189.681049,-181
189.781078,-183
189.880994,-184
189.981049,-180
190.080964,-179
190.180967,-177
190.380965,-172
190.48109,-167
190.581122,-166
190.68111,-161
190.781085,-160
190.881061,-154
190.98114,-153
191.081128,-152
191.180981,-150
191.280977,-150
191.380978,-148
191.481022,-149
191.580975,-151
191.680858,-153
191.781012,-157
191.880975,-162
191.981121,-163
192.081119,-165
192.180976,-167
192.280956,-171
192.381115,-177
192.481162,-177
192.581034,-181
192.681005,-181
192.780973,-184
192.881008,-183
192.981004,-182
193.081092,-180
193.180955,-180
193.280983,-177
193.380975,-173
193.48109,-170
193.581123,-165
193.680988,-163
193.780944,-160
193.881004,-157
193.981101,-150
194.081143,-150
194.180982,-149
194.380962,-151
194.481021,-151
194.581103,-152
194.680986,-152
194.781157,-157
194.881047,-160
194.981051,-164
195.081113,-166
195.180978,-171
195.280971,-175
195.380976,-180
195.481175,-180
195.580886,-181
195.681103,-183
195.781145,-184
195.881158,-184
195.981127,-182
196.081036,-180
196.180992,-179
196.280971,-175
196.380968,-171
196.480969,-168
196.581115,-164
196.680979,-157
196.781173,-155
196.881006,-156
196.981051,-151
197.081045,-150
197.180978,-147
197.280985,-147
197.380995,-150
197.480974,-153
197.581103,-155
197.6811,-156
197.781176,-161
197.88112,-165
197.981003,-168
198.080996,-171
198.180991,-175
198.280984,-179
198.380976,-183
198.480982,-183
198.58118,-185
198.681079,-184
198.781094,-183
198.881165,-182
198.981144,-180
199.081049,-175
199.180995,-172
199.280989,-169
199.380977,-165
199.480982,-160
199.581058,-157
199.681127,-153
199.781151,-150
199.881155,-148
199.981131,-147
200.081116,-147
200.181048,-151
200.280968,-152
200.380986,-154
200.480988,-159
200.581061,-159
200.681026,-164
200.781082,-170
200.980865,-180
201.081176,-180
201.181005,-182
201.380996,-185
201.480997,-185
201.581166,-181
201.681044,-181
201.781102,-177
201.881084,-173
201.981153,-169
202.081178,-166
202.181092,-161
202.28101,-157
202.380979,-154
202.480993,-151
202.580985,-148
202.681188,-147
202.781029,-146
202.881152,-149
202.981119,-151
203.081121,-153
203.181012,-156
203.281129,-161
203.380997,-165
203.480989,-170
203.581008,-172
203.681136,-176
203.781183,-177
203.881006,-184
203.981114,-186
204.081174,-186
204.18112,-182
204.281106,-182
204.380993,-182
204.480994,-178
204.581008,-173
204.680988,-167
204.781117,-164
204.881035,-160
204.981134,-157
205.081009,-153
205.181179,-145
205.281139,-146
205.381044,-146
205.480977,-147
205.581005,-149
205.68084,-150
205.781108,-153
205.881065,-156
205.981028,-164
206.081176,-169
206.181011,-173
206.280912,-176
206.380861,-182
206.480986,-185
206.580977,-184
206.680996,-184
206.781048,-186
206.880877,-183
206.981053,-181
207.080999,-178
207.181099,-172
207.28114,-168
207.381017,-165
207.480999,-161
207.580978,-156
207.68101,-152
207.781128,-149
207.88102,-148
207.981035,-147
208.081011,-148
208.181111,-149
208.281161,-151
208.381094,-154
208.481105,-161
208.580983,-165
208.681002,-171
208.781003,-172
208.88108,-178
208.981161,-181
209.081134,-186
209.181102,-184
209.281059,-184
209.381144,-185
209.480995,-184
209.580999,-180
209.680987,-176
209.781002,-172
209.881122,-166
209.981056,-163
210.081108,-158
210.180989,-153
210.281092,-147
210.380987,-147
210.481043,-146
210.581,-146
210.680992,-149
210.781002,-149
210.881016,-151
210.981173,-160
211.081167,-165
211.181043,-168
211.281151,-172
211.381166,-176
211.481056,-181
211.580992,-184
211.680988,-185
211.78102,-184
211.881028,-186
211.981017,-184
212.081144,-183
212.181191,-178
212.281048,-171
212.481032,-161
212.580992,-158
212.680989,-152
212.781003,-148
212.881037,-147
212.981051,-145
213.081152,-145
213.181147,-148
213.281023,-148
213.381098,-153
213.48106,-160
213.581002,-164
213.681016,-169
213.780995,-175
213.881003,-179
213.981207,-182
214.081112,-186
214.181075,-188
214.281068,-187
214.381091,-186
214.48118,-181
214.581084,-180
214.681003,-178
214.781009,-171
214.880865,-164
214.981016,-159
215.081037,-154
215.181141,-151
215.28117,-147
215.381194,-145
215.481049,-143
215.581161,-146
215.680999,-147
215.781005,-152
215.880991,-156
215.981007,-162
216.081081,-165
216.181132,-172
216.281201,-178
216.381043,-183
216.481005,-187
216.581056,-186
216.680996,-187
216.781001,-187
216.881005,-185
216.981088,-181
217.081182,-177
217.181102,-170
217.281095,-165
217.381158,-158
217.481001,-154
217.581078,-151
217.681009,-148
217.781024,-145
217.881006,-144
217.981127,-146
218.081021,-150
218.18108,-152
218.281043,-156
218.381155,-161
218.481051,-168
218.581021,-172
218.681014,-177
218.780994,-183
218.881019,-183
218.981003,-187
219.081124,-189
219.181144,-187
219.281097,-186
219.381082,-180
219.48107,-174
219.58108,-169
219.681215,-163
219.781007,-159
219.881016,-154
219.981003,-147
220.081194,-146
220.181128,-144
220.281139,-146
220.381084,-147
220.481107,-146
220.581015,-154
220.681079,-160
220.781011,-165
220.881023,-170
220.980998,-176
221.081084,-182
221.181106,-184
221.281192,-187
221.381199,-188
221.481161,-188
221.581019,-187
221.681187,-181
221.78102,-177
221.881011,-174
221.981003,-168
222.081208,-161
222.181087,-155
222.281072,-148
222.381196,-147
222.481019,-144
222.581061,-143
222.681047,-145
222.781025,-149
222.881016,-149
222.981013,-157
223.081172,-161
223.180964,-168
223.281067,-174
223.381059,-179
223.481024,-182
223.581144,-188
223.680907,-188
223.781069,-187
223.881013,-187
223.981018,-186
224.081017,-180
224.181065,-174
224.281181,-165
224.381023,-160
224.481026,-154
224.581201,-150
224.681123,-147
224.781131,-142
224.881019,-144
224.981007,-143
225.08101,-147
225.181102,-152
225.281185,-157
225.381089,-162
225.481103,-170
225.581197,-175
225.681153,-180
225.781114,-186
225.881061,-190
225.981018,-191
226.081021,-186
226.181011,-187
226.281191,-183
226.381193,-176
226.481063,-173
226.681015,-158
226.781171,-151
226.881054,-147
226.981025,-145
227.081011,-143
227.181022,-145
227.281069,-144
227.381073,-148
227.481076,-151
227.581113,-157
227.681062,-166
227.781112,-173
227.881114,-178
227.981032,-180
228.081022,-186
228.181025,-189
228.281112,-188
228.38107,-187
228.481067,-186
228.581201,-180
228.681106,-177
228.781161,-168
228.881023,-162
228.981123,-156
229.081113,-151
229.181117,-148
229.281145,-141
229.381167,-145
229.48113,-143
229.581043,-146
229.681106,-150
229.781033,-156
229.881158,-164
229.981104,-171
230.081094,-178
230.181106,-180
230.281098,-183
230.380925,-187
230.481168,-190
230.580986,-190
230.681062,-187
230.781068,-182
230.881157,-177
230.981102,-173
231.081094,-163
231.181098,-156
231.281103,-151
231.381159,-147
231.481036,-146
231.581174,-144
231.681129,-144
231.781191,-145
231.881055,-149
231.981144,-154
232.081092,-160
232.181095,-169
232.281096,-176
232.381072,-181
232.481128,-185
232.581151,-189
232.681154,-190
232.781103,-188
232.881192,-185
232.981056,-183
233.08109,-176
233.18108,-169
233.281081,-164
233.381103,-158
233.481115,-151
233.58108,-147
233.781096,-142
233.881098,-143
233.981082,-146
234.081098,-149
234.181092,-157
234.281098,-164
234.381091,-171
234.481151,-178
234.581035,-183
234.681181,-189
234.781179,-190
234.881097,-191
234.981085,-188
235.081163,-187
235.181073,-182
235.281096,-177
235.381075,-170
235.481117,-164
235.581095,-156
235.681104,-150
235.781173,-145
235.881068,-142
235.981101,-142
236.081103,-143
236.181071,-147
236.281081,-152
236.381085,-160
236.480988,-166
236.581117,-173
236.681089,-178
236.781117,-183
236.881166,-188
236.981131,-189
237.08105,-189
237.18105,-189
237.281051,-183
237.381079,-179
237.481121,-174
237.581048,-166
237.681165,-158
237.781035,-151
237.881115,-148
237.981132,-146
238.08093,-142
238.181063,-144
238.281042,-145
238.381048,-149
238.481043,-156
238.581046,-162
238.681087,-169
238.781076,-176
238.881065,-181
238.981116,-184
239.081101,-189
239.181041,-188
239.281051,-190
239.381043,-186
239.48104,-180
239.581055,-175
239.681062,-167
239.781022,-161
239.881133,-154
239.981156,-150
240.08107,-144
240.181082,-142
240.281029,-143
240.381044,-143
240.48104,-147
240.581108,-156
240.681084,-161
240.781018,-167
240.881064,-175
240.981113,-179
241.081035,-186
241.18113,-189
241.381031,-189
241.481036,-187
241.581088,-181
241.681098,-173
241.780975,-170
241.881095,-161
241.981031,-152
242.081051,-148
242.181028,-144
242.281034,-141
242.381009,-139
242.481041,-143
242.581116,-146
242.681059,-152
242.780977,-160
242.881066,-166
242.981117,-173
243.081111,-182
243.181038,-186
243.281031,-191
243.381014,-191
243.481029,-190
243.581111,-187
243.681111,-183
243.780955,-178
243.881035,-169
243.98109,-163
244.081101,-156
244.181039,-148
244.281014,-144
244.381019,-142
244.48102,-143
244.581026,-142
244.681043,-149
244.781124,-154
244.880982,-161
244.980993,-170
245.080952,-176
245.181068,-182
245.280917,-188
245.380812,-193
245.480813,-192
245.580818,-193
245.680928,-186
245.780915,-183
245.880947,-175
245.980884,-168
246.081084,-161
246.18085,-154
246.280887,-149
246.380804,-144
246.4808,-142
246.580801,-141
246.680752,-142
246.780945,-148
246.880849,-155
246.98072,-162
247.080889,-170
247.180936,-178
247.280981,-184
247.380804,-190
247.480796,-193
247.580802,-192
247.680933,-191
247.78088,-187
247.880875,-181
247.980854,-171
248.080941,-165
248.180899,-157
248.280928,-150
248.38103,-145
248.481022,-142
248.680859,-142
248.780767,-148
248.880987,-151
248.981179,-156
249.080883,-168
249.18085,-173
249.280933,-182
249.380782,-185
249.481016,-192
249.581009,-193
249.681015,-193
249.780982,-188
249.880906,-181
249.980692,-176
250.180967,-161
250.28085,-153
250.380873,-146
250.481004,-140
250.58101,-141
250.681002,-142
250.780905,-141
250.881065,-147
250.980954,-155
251.080842,-161
251.180868,-169
251.28094,-175
251.380857,-183
251.481017,-187
251.581006,-192
251.680998,-191
251.780833,-189
251.880918,-184
251.980825,-180
252.080766,-171
252.180867,-162
252.280798,-157
252.380893,-149
252.480992,-142
252.580997,-143
252.68099,-140
252.780897,-142
252.880847,-146
252.980944,-154
253.080846,-162
253.180911,-168
253.281162,-177
253.381019,-183
253.480982,-186
253.580989,-191
253.68099,-194
253.780885,-191
253.880905,-187
253.98101,-179
254.08101,-173
254.180908,-164
254.280844,-157
254.380806,-151
254.48095,-145
254.580977,-140
254.680969,-140
254.780881,-142
254.880904,-146
254.980842,-152
255.080806,-160
255.181047,-168
255.280808,-175
255.380928,-183
255.480931,-188
255.580968,-193
255.680974,-193
255.780877,-192
255.880962,-187
255.980883,-180
256.080838,-171
256.181027,-164
256.280932,-156
256.380854,-151
256.480818,-144
256.580793,-139
256.680964,-140
256.780867,-143
256.880969,-146
256.980825,-153
257.080887,-162
257.180875,-167
257.280757,-174
257.380904,-181
257.480973,-188
257.58094,-192
257.680962,-191
257.78086,-190
257.880967,-185
257.980806,-182
258.081204,-172
258.180857,-164
258.281004,-155
258.380918,-150
258.480862,-142
258.581047,-141
258.680949,-142
258.780852,-141
258.880954,-146
258.981009,-151
259.080968,-160
259.180783,-168
259.281027,-178
259.381195,-184
259.480842,-187
259.580993,-193
259.68095,-191
259.780848,-188
259.88095,-187
259.980956,-177
260.080894,-171
260.181012,-164
260.2809,-154
260.380836,-148
260.480802,-143
260.581184,-140
260.78084,-143
260.880938,-148
260.980938,-154
261.081012,-162
261.180985,-169
261.280996,-178
261.381164,-185
261.481066,-191
261.580962,-192
261.68089,-192
261.780827,-191
261.880929,-185
261.980931,-177
262.08078,-169
262.181134,-160
262.280966,-152
262.380823,-145
262.480799,-140
262.581054,-138
262.680959,-140
262.780832,-145
262.880921,-149
262.980922,-158
263.080773,-165
263.180865,-172
263.281124,-181
263.380914,-188
263.480777,-189
263.680842,-191
263.780815,-189
263.880913,-184
263.980914,-173
264.081051,-169
264.181183,-157
264.280853,-152
264.380978,-145
264.481185,-142
264.580929,-139
264.681071,-144
264.780807,-145
264.880909,-152
264.980897,-158
265.080909,-169
265.181063,-177
265.280987,-186
265.481009,-194
265.58087,-193
265.68106,-191
265.780869,-185
265.881015,-180
265.980902,-172
266.080901,-162
266.180994,-155
266.280935,-146
266.381093,-144
266.581067,-140
266.681076,-144
266.780856,-149
266.880906,-154
266.980894,-164
267.080892,-173
267.180906,-183
267.280869,-189
267.380867,-193
267.481107,-195
267.581235,-191
267.68096,-187
267.781031,-181
267.880893,-174
268.080893,-158
268.181057,-149
268.28082,-142
268.381064,-139
268.480846,-137
268.681218,-148
268.781018,-155
268.880898,-162
268.980886,-170
269.181044,-185
269.280837,-189
269.381063,-193
269.481039,-193
269.581116,-190
269.681017,-185
269.780832,-177
273.780838,-162
273.881022,-154
273.980944,-145
274.280761,-140
274.38103,-143
274.580916,-155
274.681084,-166
274.78093,-177
274.881014,-183
274.98087,-189
275.080773,-194
275.181017,-194
275.480977,-178
275.581041,-171
275.680879,-163
275.780853,-152
275.881102,-148
276.180873,-139
276.280878,-142
276.38098,-150
276.480915,-156
276.681113,-177
276.780861,-182
276.881151,-189
277.481229,-172
277.581099,-160
277.680867,-152
277.881023,-140
278.080907,-138
278.180882,-143
278.280875,-148
278.380867,-158
278.480999,-165
278.681095,-182
278.88083,-193
279.180881,-185
279.280887,-179
279.581093,-151
279.880909,-138
280.180882,-151
280.581105,-185
280.781068,-193
282.080852,-153
