T,gyro_5f_az
0.381382,1263
0.480522,1298
0.580356,1342
0.680339,2842
0.781392,3358
0.881334,1712
0.980526,1963
1.080528,917
1.181431,330
1.281448,901
1.381353,2046
1.481371,1787
1.581474,648
1.681492,1042
1.781467,1869
1.881449,2089
1.980393,1260
2.080492,1567
2.180545,1856
2.280483,1764
2.380507,1824
2.481416,991
2.58135,1522
2.681474,1330
2.781448,1633
2.881443,1633
2.981195,1388
3.08052,1350
3.180508,1693
3.280599,1083
3.380478,878
3.480521,460
3.58145,1522
3.681307,2324
3.781462,948
3.881453,1378
3.98063,1173
4.080572,995
4.181401,1755
4.280635,1557
4.381372,1487
4.481348,1272
4.580577,933
4.681338,1881
4.781449,1124
4.881431,665
4.981437,1553
5.08141,1467
5.181297,1265
5.281327,1254
5.381317,2052
5.481319,1154
5.580601,296
6.08057,1888
6.181333,1778
6.281402,1631
6.381312,546
6.481394,2430
6.580556,995
6.681408,2291
6.781423,1973
6.881422,1235
6.981428,1413
7.08048,1417
7.181385,1731
7.281325,1040
7.381284,1109
7.480534,1951
7.581489,2014
7.981424,2735
8.081401,1876
8.180475,1971
8.281326,1248
8.380582,1584
8.481344,1309
8.581359,906
8.681347,1541
8.781429,1788
8.881419,1412
8.981425,808
9.081428,1161
9.181314,1693
9.281304,1467
9.480394,1408
9.581389,2264
9.681328,747
9.781502,708
9.881437,1346
9.981421,1676
10.081397,1892
10.181364,2137
10.281467,1087
10.381311,1585
10.681327,1446
10.881398,1606
10.981404,1871
11.081424,1949
11.18045,2284
11.281294,1921
11.381362,1135
11.481312,2976
11.581394,1473
11.681475,1841
11.780521,2602
11.881399,2409
11.9814,1222
12.08139,1686
12.181143,2401
12.381421,1137
12.48054,695
12.581457,2432
12.681301,2227
12.781488,1563
12.881333,2495
12.981392,1847
13.081399,2276
13.181376,1186
13.281512,2231
13.381343,1639
13.481332,777
13.581494,2402
13.681319,1225
13.780564,1374
13.881425,1740
13.981393,1987
14.08137,2227
14.181382,720
14.280537,1251
14.380562,1556
14.481378,1833
14.581341,2148
14.680609,1300
14.781296,2503
14.881331,980
14.981381,1325
15.080461,1388
15.181378,2023
15.281206,1701
15.381414,1281
15.480643,2678
15.581366,1901
15.681368,2078
15.780526,2122
15.881343,1152
16.081371,1473
16.181383,1044
16.280649,2166
16.381428,1842
16.481418,787
16.581355,2043
16.680566,2282
16.780448,1587
16.881491,1658
16.981373,1640
17.081376,765
17.181384,1634
17.281096,1890
17.381349,2080
17.480606,1619
17.581391,2326
17.680438,844
17.781443,2520
17.980677,929
18.081366,1361
18.28141,2190
18.381452,2291
18.481356,2110
18.581411,1201
18.681435,1800
18.781441,2123
18.881358,989
18.981465,1286
19.081339,2151
19.181351,1653
19.281344,1298
19.380666,1961
19.48056,1047
19.581508,1289
19.680573,826
19.781389,2156
19.880505,2273
19.981407,1759
20.08134,1810
20.181343,2149
20.28134,2202
20.380465,1582
20.580504,1856
20.681329,1374
20.781305,1860
20.881339,1401
20.981342,1422
21.081354,1692
21.180504,2769
21.280514,1528
21.380429,1138
21.481526,1818
21.580557,1482
21.680563,1397
21.781334,1856
21.880666,1070
21.981473,1572
22.081354,1762
22.181344,2120
22.281345,2564
22.381088,1923
22.481376,1125
22.581458,1994
22.680502,726
22.780566,3253
22.880552,2144
22.981362,2024
23.081454,1667
23.181323,1959
23.281337,1391
23.381325,1290
23.480648,1168
23.580604,2789
23.680468,2079
23.781476,1234
23.880423,1456
23.981465,2221
24.081516,2173
24.181328,1567
24.281355,962
24.381321,2590
24.481532,1995
24.581435,1788
24.68141,1665
24.781393,1937
24.881335,2029
24.981411,559
25.080511,1525
25.181315,1551
25.281316,458
25.381335,3630
25.481528,2336
25.581485,1222
25.681401,2293
25.781416,1199
25.880702,216
25.980645,2081
26.081448,2369
26.181302,2607
26.281312,2058
26.381331,1309
26.481301,2517
26.58069,1637
26.681326,1662
26.780637,1164
26.881463,847
26.981424,1448
27.081443,2048
27.181349,2617
27.281286,2758
27.381292,1487
27.481306,1944
27.580531,2251
27.6807,1043
27.781494,2023
27.881311,1702
27.980617,827
28.081326,1897
28.181351,2805
28.281299,1294
28.3813,1596
28.481292,1817
28.581285,1742
28.68066,1712
28.781334,933
28.881408,2184
28.981445,2381
29.081336,1141
29.181307,1434
29.281454,2031
29.381287,1831
29.481284,2365
29.581285,1694
29.681368,840
29.780532,1338
29.88144,2030
29.981309,2423
30.081426,2424
30.181484,2661
30.281366,1946
30.380584,2132
30.480599,2777
30.580595,1772
30.680616,1551
30.78147,1661
30.880601,2177
30.981464,1793
31.080564,1062
31.181315,1421
31.281343,3053
31.380592,2525
31.48058,866
31.580599,1800
31.680392,957
31.781426,1718
31.881484,1653
31.981447,1660
32.08134,2177
32.180675,2771
32.280523,1795
32.380588,593
32.480581,1932
32.580569,2146
32.680664,2117
32.780502,1830
32.881294,1511
32.981442,1483
33.081401,806
33.181461,1815
33.281344,1984
33.380575,1358
33.480577,2328
33.580578,2144
33.68057,1093
33.780615,1220
33.881465,2551
33.980526,2823
34.08144,1552
34.181341,1455
34.281436,1499
34.381478,1464
34.480569,2302
34.580583,2936
34.680571,1023
34.78146,2420
34.881332,2204
34.981422,2972
35.081416,2150
35.181494,1509
35.280531,1032
35.38139,3452
35.480552,1725
35.580557,1303
35.680558,3123
35.780615,2139
35.881347,1990
35.980575,1225
36.080473,2541
36.181351,1598
36.280504,1961
36.380641,1904
36.480557,1766
36.580562,61
36.680555,1251
36.781461,2157
36.880475,3207
36.980513,726
37.081453,2501
37.181474,2384
37.280516,2016
37.381383,2205
37.48056,2101
37.580552,1745
37.680558,1531
37.780546,2286
37.881383,2156
37.981386,1555
38.081306,2331
38.180456,2525
38.280597,1619
38.381337,1745
38.481405,2089
38.580553,2139
38.680545,2126
38.780551,2258
38.880498,2053
38.980452,2287
39.081365,2188
39.181478,906
39.280495,2162
39.380465,1225
39.480511,2201
39.580545,1263
39.680555,2304
39.780543,1879
39.880532,513
39.981407,2752
40.081353,1793
40.181365,1195
40.280479,1388
40.380494,3226
40.481439,2000
40.580544,344
40.680532,2120
40.780541,3645
40.880594,1292
40.981389,1817
41.080534,3191
41.181413,1307
41.2805,2672
41.381456,2409
41.481413,1344
41.580535,1682
41.680523,1989
41.780538,2384
41.881324,1449
41.981347,1824
42.080545,942
42.180553,2337
42.28136,1854
42.380567,2326
42.480544,2116
42.580509,3344
42.680515,2291
42.780516,2010
42.880525,2301
42.981447,3334
43.081322,1789
43.181462,1167
43.281419,1968
43.380488,1897
43.48135,2969
43.581351,873
43.680533,2221
43.780508,2563
43.880503,1949
43.980601,2355
44.080647,2569
44.18058,1924
44.280563,2187
44.380586,2175
44.480587,2984
44.58142,2833
44.680516,2640
44.780513,2950
44.880561,2219
44.980545,2528
45.080586,3111
45.180544,2048
45.2814,1913
45.381416,1510
45.480456,1995
45.580445,2974
45.680508,2161
45.780505,2618
45.880504,3279
45.981342,1297
46.08139,2125
46.181424,3114
46.281414,1166
46.381337,1593
46.481361,3557
46.581362,1680
46.680504,884
46.78051,3463
46.880496,3509
46.981284,2470
47.0814,2336
47.18051,1589
47.280556,655
47.380467,1965
47.480424,2129
47.580507,2888
47.680483,1474
47.780497,1533
47.880492,1093
47.980498,1659
48.080526,1704
48.180581,2063
48.281241,2077
48.380443,1661
48.480515,1462
48.580441,491
48.680547,1882
48.78048,2601
48.880497,1957
48.980485,1702
49.081367,2069
49.18067,2608
49.280658,2119
49.381254,2104
49.480517,2324
49.581443,2391
49.681427,1636
49.780476,2321
49.881369,1787
49.980534,1460
50.080521,2892
50.180548,2361
50.280519,2599
50.380623,1598
50.481375,1211
50.580532,1560
50.680531,2325
50.780483,2752
50.880478,1248
50.980466,2165
51.080568,3098
51.180656,2767
51.280559,2211
51.380626,2274
51.480562,565
51.580577,1157
51.681404,2481
51.78047,2409
51.880469,3007
51.980471,2435
52.080469,1059
52.180498,957
52.280532,2686
52.381251,1518
52.480589,1293
52.580494,1825
52.780403,2297
52.881222,2800
52.980475,2999
53.08047,2255
53.280407,1443
53.481243,3431
53.680565,1730
53.781305,832
54.880415,1995
54.98045,1512
55.080436,1983
55.180439,3436
55.281404,2146
55.380538,1963
55.480514,2008
55.580503,1924
55.681252,2927
55.781296,1852
55.880399,1353
55.980451,2071
56.080436,2457
56.18044,2384
56.280521,1313
56.381232,2477
56.481327,2146
56.581343,2737
56.681358,1642
56.780484,1868
56.880612,647
56.98119,1997
57.080428,2991
57.180423,2939
57.280616,2460
57.380499,1361
57.480507,2238
57.581331,2006
57.680527,4930
57.780476,2041
57.881266,2490
57.981191,3158
58.080424,1392
58.180427,1278
58.280662,3436
58.380593,3123
58.48057,2694
58.580599,1611
58.68118,710
58.781208,3018
58.881387,770
58.980433,2340
59.080415,3340
59.180431,2055
59.280544,2431
59.380548,2905
59.481227,2328
59.581342,2869
59.68118,2281
59.780502,1437
59.881373,2636
59.980412,1730
60.080424,2914
60.180414,2493
60.280419,1135
60.380547,3406
60.481219,2879
60.581202,2016
60.681173,1321
60.781327,2058
60.880536,3402
60.980511,2702
61.080407,1292
61.18041,1844
61.280403,1394
61.380503,1703
61.481274,1671
61.58128,2589
61.680442,1725
61.780452,1836
61.880477,1451
61.980519,3483
62.08116,57
62.180411,1472
62.281151,4639
62.380527,2880
62.481164,1524
62.581158,1316
62.680486,3174
62.781276,2549
62.880503,1850
62.981166,2550
63.08115,2154
63.181153,2920
63.281145,1291
63.381057,1925
63.481153,1632
63.580448,2450
63.680486,2082
63.781169,1894
63.881226,2087
63.980555,1272
64.080514,679
64.18114,2966
64.28115,2000
64.381143,2659
64.48048,1034
64.581251,4147
64.680501,2115
64.781163,230
64.880547,2202
64.980562,1985
64.980562,1985
65.081268,3501
65.18115,1650
65.281138,1657
65.38113,2580
65.480585,2452
65.581175,3690
65.68116,2167
65.781189,2957
65.880533,987
65.981241,1570
66.080568,2473
66.181137,1783
66.281116,1351
66.381117,3361
66.480512,2743
66.581216,1705
66.680436,3338
66.780527,1325
66.88115,2782
66.981188,1057
67.080495,2440
67.181133,2992
67.281117,1317
67.381135,2338
67.481169,1290
67.581134,3400
67.681128,2007
67.781171,3575
67.880462,1966
67.981277,1210
68.28113,2768
68.381118,1912
68.480471,2137
68.580467,2712
68.681143,2666
68.780487,4108
68.881195,2977
68.981152,2320
69.081278,2794
69.180528,2532
69.281105,2445
69.381119,2975
69.481103,1463
69.580526,3446
69.680526,1035
69.780462,2130
69.880471,2625
69.98046,3423
70.081258,4064
70.180548,2416
70.281101,2946
70.381106,2327
70.481116,564
70.581176,2245
70.681238,2794
70.781262,1647
70.881157,3302
70.980543,1849
71.080432,2277
71.181102,2962
71.281106,1314
71.381107,2348
71.481086,2387
71.581244,2025
71.680502,2818
71.781151,2398
71.881156,1878
71.980458,2198
72.080537,1474
72.181118,2595
72.281093,2998
72.381094,3465
72.4811,-149
72.581122,1295
72.68108,1174
72.781177,2718
72.881121,1459
72.981197,2675
73.080536,2110
73.181216,2155
73.28108,2433
73.381082,2521
73.4811,3422
73.581175,3543
73.680498,2308
73.781165,1972
73.881095,2780
73.980518,1747
74.081126,3788
74.181132,2399
74.280465,1052
74.280465,1052
74.381067,3483
74.481073,3977
74.581114,2961
74.681194,1364
74.781139,3661
74.881128,3861
74.981192,3805
75.081165,1019
75.181079,1786
75.280526,3209
75.381071,2358
75.48109,1777
75.581078,2138
75.68122,3972
75.781173,4207
75.881128,2802
75.981267,2882
76.080481,2734
76.181095,1765
76.281156,1734
76.381067,2493
76.481086,752
76.581069,3418
76.680466,2289
76.780712,2071
76.881187,3376
76.981137,3471
77.081157,4782
77.181168,2621
77.281058,2385
77.381054,905
77.48106,2370
77.581048,3965
77.681062,2837
77.78047,2411
77.880492,2612
77.981124,2093
78.080491,3778
78.181166,3895
78.281137,1452
78.381101,4278
78.481056,3112
78.581049,2222
78.681054,2686
78.781197,1072
78.88106,2335
78.981187,1111
79.081093,1660
79.181114,2244
79.281159,3017
79.381134,3520
79.481057,3639
79.581045,3210
79.681046,1868
79.781105,3726
79.88113,2149
79.981081,2709
80.081234,2779
80.181122,2536
80.281197,2419
80.381155,2206
80.481049,2329
80.581036,2771
80.681038,4253
80.780608,3678
80.881179,3012
80.981116,3123
81.081182,3864
81.181168,2350
81.281183,2335
81.381163,2006
81.48104,3667
81.581041,4729
81.681034,2002
81.781044,3599
81.88111,2800
81.981135,3256
82.081104,1989
82.181097,3275
82.281059,2525
82.3811,3071
82.481142,1337
82.58104,2761
82.681028,2825
82.781034,3634
82.881213,177
82.981201,4003
83.08113,3832
83.181196,2696
83.281096,1961
83.381044,579
83.481214,3377
83.581028,3060
83.681011,2666
83.781136,2302
83.881201,2128
83.981113,1954
84.081126,2096
84.181059,3269
84.281021,2323
84.381101,2748
84.481186,1987
84.581015,3499
84.681021,4781
84.78111,4229
84.880633,1891
84.981073,4020
85.081196,3762
85.181036,1772
85.281047,2412
85.381115,2002
85.481213,3255
86.181136,4610
86.281029,2692
86.381012,3358
86.481134,1979
86.581176,2804
86.681,3648
86.781014,2195
86.881,1319
86.981095,4157
87.081077,3412
87.181143,3049
87.281013,2600
87.381103,3248
87.48113,2139
87.581132,3390
87.680996,2680
87.781054,1555
87.880997,3361
87.98115,3349
88.081062,5256
88.181057,2823
88.281135,2805
88.38115,3478
88.48102,3683
88.580995,3212
88.681054,1993
88.780993,2580
88.881002,2679
88.980698,3890
89.081129,2159
89.181124,3782
89.281069,2530
89.381124,2690
89.481106,3533
89.680987,2071
89.780966,2816
89.880979,3543
89.981006,4585
90.081,3206
90.181128,3043
90.281016,3973
90.381168,3106
90.48113,3262
90.680983,1551
90.781059,2306
90.880966,2358
90.980976,3721
91.081026,2767
91.181166,3398
91.280995,2982
91.381137,5442
91.481009,4901
91.581019,2590
91.681139,3238
91.780967,6016
91.88098,2021
91.980968,3685
92.080988,4137
92.181047,3961
92.281101,6166
92.38097,4773
92.481117,3249
92.581113,3878
92.681069,3770
92.780977,3088
92.88095,2399
92.980964,4351
93.080616,2481
93.180993,3863
93.281135,2806
93.381127,3234
93.48107,3086
93.581066,4404
93.680996,2791
93.780986,2709
93.881029,4533
93.980951,5228
94.08095,4840
94.181028,2956
94.281142,2958
94.380998,4246
94.481093,2822
94.581054,3518
94.68104,3120
94.781072,3365
94.880951,4016
94.980943,3049
95.080955,1724
95.181047,2987
95.280998,3642
95.381044,3620
95.480976,3400
95.581018,3505
95.68106,3864
95.780955,3523
95.880947,4388
95.980943,4482
96.08092,2794
96.180971,3455
96.280983,4097
96.381039,4240
96.481002,2907
96.580947,5340
96.681076,2862
96.781072,4195
96.880952,2285
96.980926,2803
97.080934,3419
97.181176,2094
97.28106,2652
97.381024,4525
97.481016,3583
97.581001,3498
98.080917,5032
98.180982,4011
98.280992,5371
98.380937,3216
98.480982,3651
98.58106,5278
98.680929,3763
98.781063,3946
101.080898,4259
101.180914,3355
101.281164,3296
101.480993,3403
101.581057,2711
101.781083,3933
101.881066,2640
101.980898,3584
102.080888,3711
102.1809,5144
102.28091,4389
102.38106,4660
102.480997,3846
102.580921,3429
102.681099,3253
102.780937,3833
102.881054,3526
102.980994,4751
103.080893,4514
103.18091,5162
103.280946,5952
103.381028,3376
103.480992,3422
103.581038,5734
103.680908,5118
103.781003,3347
103.881023,3336
103.981012,2843
104.080898,5217
104.180888,4199
104.280995,5057
104.380914,5598
104.481059,5499
104.580932,3430
104.68088,4789
104.780957,2597
104.880937,3590
104.981072,2742
105.080885,3941
105.180981,6790
105.280974,3911
105.381175,4011
105.481044,4885
105.580927,4876
105.681031,4715
106.780992,5165
106.880935,4848
106.981071,6254
107.080976,5966
107.180873,4346
107.280866,5196
107.380971,5040
107.480951,3828
107.580883,5154
107.680947,5657
107.780918,5423
107.881029,4736
107.980989,4348
108.080862,4100
108.18087,4019
108.280871,4498
108.380863,4018
108.480886,4831
110.980973,5657
111.080947,4677
111.180849,5121
111.28085,2931
111.380856,5556
111.480949,4328
111.580979,4759
111.681002,5726
111.780964,5822
111.881027,6126
111.98091,6554
112.081048,4413
112.180832,5776
112.280987,5043
116.081024,5970
116.18101,3626
116.280962,5112
116.38086,6106
119.680858,129
119.780909,102
119.881074,105
119.98093,93
120.081039,99
120.180866,110
120.281055,136
120.381039,110
120.480911,115
120.780991,57
120.88089,16
120.980965,-27
121.181001,-46
121.281024,-72
121.381006,-64
122.081046,-59
122.480876,-101
122.580868,-81
122.680874,-65
122.780885,-67
122.881039,-59
122.980962,-54
123.080898,-57
123.280906,17
123.381039,-54
123.480895,-66
123.580876,-66
123.680877,-59
123.780869,-59
123.881067,-55
123.981024,-53
124.080996,-55
124.180902,-53
124.280926,-54
124.380966,-54
124.481051,-53
124.580888,-52
124.680885,-49
124.780873,-57
124.881032,-60
124.981007,-57
125.081025,-62
125.181076,-64
125.280908,-61
125.380893,-65
125.481035,-67
125.580884,-67
125.680877,-71
125.780865,-72
125.880918,-73
125.980993,-72
126.180992,-77
126.280895,-76
126.680864,-74
126.780883,-77
126.88095,-73
126.981076,-74
127.080955,-78
127.180936,-78
127.281043,-77
127.380986,-73
127.48104,-80
127.580884,-81
127.880919,-80
127.980905,-78
128.180933,-78
128.28101,-81
128.3809,-77
128.480949,-79
128.581039,-78
128.680877,-80
128.780869,-78
128.980917,-80
129.080946,-80
129.381008,-82
129.481021,-82
129.581027,-85
129.680886,-88
129.780905,-86
129.880904,-86
129.980922,-90
130.081043,-90
130.180938,-92
130.280914,-96
130.38098,-94
130.480903,-94
130.580973,-99
130.681004,-99
130.780891,-99
130.88088,-105
130.981036,-107
131.081063,-107
131.180991,-110
131.280984,-111
131.380973,-115
131.481068,-112
131.780897,-112
131.880905,-114
131.980903,-111
132.181035,-113
132.281006,-105
132.38099,-107
132.480952,-107
132.780884,-109
132.880884,-105
132.981024,-104
133.180994,-102
133.281057,-111
133.380901,-109
133.481007,-109
133.681017,-88
133.780892,-105
133.880878,-109
133.980871,-106
134.081086,-104
134.180994,-101
134.28096,-104
135.181095,-107
135.280976,-109
135.380952,-110
135.481051,-103
135.580892,-106
135.681097,-106
135.980888,-108
136.080921,-111
136.181088,-113
136.280953,-114
136.381009,-113
136.480971,-116
136.581071,-118
136.680937,-118
136.780899,-116
136.880881,-119
137.080911,-120
137.180924,-125
137.481006,-122
137.581021,-122
137.681043,-123
137.780913,-123
137.880904,-123
137.980905,-126
138.081061,-129
138.180975,-129
138.280918,-132
140.68091,-142
140.780908,-143
140.980914,-145
141.080904,-144
141.18089,-145
141.280947,-142
141.381077,-149
141.481066,-145
141.580909,-147
141.680949,-149
141.781015,-149
141.881009,-150
141.980888,-152
142.080891,-151
142.180908,-151
142.280957,-153
142.380968,-150
142.481031,-153
142.58112,-152
142.680944,-154
142.78109,-153
142.880979,-153
142.980924,-157
143.080888,-154
143.180908,-155
143.281088,-156
143.38109,-156
143.481008,-155
143.580997,-155
143.680999,-157
143.780926,-158
143.880949,-155
143.980889,-156
144.080906,-160
144.180909,-158
144.280906,-160
144.381033,-159
144.480925,-158
144.580922,-159
144.680932,-159
144.781101,-161
144.880977,-161
144.980982,-161
145.080906,-162
145.180905,-161
145.280911,-161
145.380983,-164
145.480964,-167
145.581071,-161
145.680958,-166
145.781003,-163
145.881036,-167
145.981113,-164
146.080914,-165
146.180922,-166
146.28091,-167
146.381066,-168
146.48103,-169
146.580952,-167
146.681056,-170
146.780938,-172
146.881112,-169
146.981017,-174
147.080897,-173
147.181032,-175
148.981035,-183
149.080976,-184
149.180948,-186
149.281016,-184
149.380911,-185
149.480976,-185
149.58107,-186
149.681085,-188
149.781108,-186
149.88101,-184
149.981014,-188
150.080947,-188
150.180927,-186
150.280919,-189
150.380911,-190
150.480955,-189
150.58109,-191
150.68105,-189
150.781045,-191
150.881007,-190
150.980936,-190
151.080986,-189
151.180923,-187
151.280933,-188
151.380925,-188
151.480917,-188
151.581038,-189
151.680981,-186
151.780963,-188
151.881032,-190
151.981032,-187
152.080966,-188
152.180926,-189
152.280919,-187
152.380933,-186
152.481033,-188
152.581061,-186
152.681022,-185
152.781026,-185
152.881073,-184
152.981028,-184
153.081099,-184
153.180928,-183
153.280928,-183
153.380938,-181
153.48103,-179
153.581051,-181
153.681034,-178
153.781017,-180
153.880993,-178
153.981068,-177
154.081012,-176
154.181075,-177
154.280915,-176
154.380921,-176
154.480997,-174
154.581037,-174
154.680983,-171
154.780831,-171
154.881084,-170
154.98104,-170
155.081059,-170
155.180918,-170
155.280925,-167
155.380926,-168
155.48094,-167
155.581082,-164
155.681067,-165
155.780952,-165
155.880995,-164
155.981088,-165
156.08112,-163
156.181038,-164
156.280916,-161
156.380917,-162
156.581046,-159
156.680988,-159
156.780975,-160
156.881056,-161
156.980951,-157
157.081079,-158
157.180935,-159
157.280917,-157
157.380918,-160
157.480932,-157
157.581267,-158
157.681096,-158
157.780977,-159
157.880927,-157
157.981122,-158
158.081061,-159
158.181052,-158
158.280917,-156
158.380927,-161
158.48092,-158
158.580977,-162
158.681032,-158
158.781042,-159
158.880916,-159
158.980983,-163
159.081032,-161
159.18097,-161
159.281027,-163
159.380923,-164
159.480942,-163
159.580922,-165
159.680942,-164
159.781049,-166
159.881136,-166
159.981111,-166
160.081028,-169
160.180966,-168
160.281028,-169
160.380933,-170
160.480943,-168
160.580979,-171
160.681038,-170
160.781125,-170
160.88107,-168
160.98103,-169
161.081102,-169
161.18102,-171
161.281112,-169
161.480917,-170
161.580923,-171
161.681,-169
161.781149,-171
161.881099,-169
161.981139,-166
162.08099,-169
162.181,-166
162.281021,-165
162.380939,-165
162.48094,-166
162.580945,-165
162.680938,-163
162.781113,-164
162.88097,-163
162.981001,-162
163.080989,-160
163.181078,-161
163.281051,-162
163.380952,-162
163.480936,-161
163.580937,-159
163.680981,-158
163.780995,-160
163.881076,-158
163.981045,-159
164.080963,-158
164.18107,-161
164.281025,-159
164.381034,-159
164.481025,-159
164.580942,-161
164.680939,-158
164.78094,-161
164.881124,-161
164.98104,-161
165.081068,-163
165.181153,-163
165.280994,-162
165.380975,-167
165.481028,-164
165.580925,-165
165.680939,-166
165.780954,-168
165.881026,-169
165.981123,-169
166.080947,-170
166.181038,-171
166.280954,-170
166.380948,-170
166.480971,-172
166.580934,-172
166.680935,-172
166.780923,-172
166.880987,-174
166.9811,-172
167.081106,-170
167.181125,-170
167.281125,-173
167.38115,-170
167.481071,-168
167.580951,-168
167.680943,-168
167.780966,-167
167.880953,-165
167.981136,-164
168.081023,-163
168.181087,-163
168.281114,-163
168.381096,-162
168.481013,-162
168.580929,-161
168.680957,-158
168.780936,-159
168.881093,-158
168.980968,-158
169.081053,-156
169.180998,-158
169.280985,-158
169.381092,-158
169.481144,-158
169.580959,-156
169.680949,-158
169.78095,-160
169.881092,-160
169.98097,-161
170.080877,-160
170.181013,-162
170.281076,-164
170.38105,-166
170.580966,-167
170.680936,-170
170.780942,-172
170.880941,-171
170.981064,-173
171.081061,-171
171.180947,-173
171.280988,-174
171.381143,-174
171.481123,-175
171.581076,-175
171.680937,-175
171.780942,-175
171.880937,-173
171.981155,-174
172.081113,-172
172.181005,-169
172.281033,-170
172.380975,-170
172.581035,-166
172.680937,-163
172.780943,-164
172.880947,-165
172.981039,-160
173.081085,-157
173.18099,-159
173.281097,-157
173.38116,-157
173.481107,-157
173.581112,-156
173.681035,-158
173.780948,-154
173.880938,-154
173.981029,-157
174.081132,-159
174.180984,-158
174.281129,-160
174.381001,-162
174.480914,-162
174.580999,-163
174.6811,-162
174.780957,-166
174.880957,-171
174.98094,-170
175.081117,-171
175.181037,-173
175.280966,-173
175.381147,-176
175.481056,-174
175.581012,-176
175.680988,-178
175.780953,-177
175.880805,-176
175.980949,-177
176.081133,-176
176.181148,-175
176.28093,-173
176.381073,-172
176.480951,-173
176.581136,-169
176.681125,-167
176.780941,-164
176.880949,-164
176.980941,-160
177.080958,-159
177.181097,-158
177.281024,-157
177.381133,-157
177.481011,-156
177.580979,-153
177.681127,-153
177.780946,-154
177.880941,-153
177.980946,-153
178.080981,-154
178.18104,-158
178.281059,-159
178.380974,-159
178.481042,-162
178.581033,-163
178.680991,-168
178.780946,-167
178.880955,-170
