T,gyro_1f_wy[dps]
54.890236,0.5
54.990236,0.6
55.090257,0.5
55.190241,0.7
55.290235,0.5
55.390247,0.5
55.490252,0.5
55.590265,0.4
55.690243,0.4
55.790243,0.3
55.890258,0.2
55.990231,0.1
56.090253,0.0
56.190237,0.0
56.290243,0.0
56.390256,0.0
56.490234,-0.1
56.590225,0.0
56.69022,-0.1
56.790207,0.0
56.890229,0.0
56.990229,0.1
57.090238,0.0
57.190221,0.0
57.290221,0.0
57.390235,0.0
57.490253,0.0
57.590226,0.0
57.69023,0.0
57.790244,-0.1
57.890218,0.0
57.990232,-0.1
58.090214,-0.2
58.190237,-0.2
58.290238,-0.3
58.390225,-0.3
58.490229,-0.2
58.590229,-0.1
58.690233,-0.2
58.790247,-0.1
58.890208,-0.1
58.990208,0.0
59.09023,-0.1
59.190213,-0.1
59.29022,-0.1
59.39022,-0.1
59.490237,-0.1
59.590215,-0.2
59.69022,-0.3
59.790219,-0.1
59.890234,-0.1
59.990221,-0.2
60.090229,0.0
60.190226,0.0
60.290207,-0.2
60.390207,-0.1
60.490197,-0.1
60.590198,-0.3
60.690229,-0.3
60.790206,-0.3
60.890194,-0.3
60.990208,-0.2
61.090203,-0.4
61.190226,-0.2
61.290219,-0.1
61.390219,-0.1
61.49021,0.0
61.590197,0.2
61.690201,0.2
61.790202,0.4
61.890203,0.4
61.990203,0.5
62.090198,0.4
62.190182,0.6
62.290215,0.7
62.390188,0.7
62.490193,0.8
62.59022,0.9
62.690184,0.9
62.79021,0.8
62.890199,0.7
62.990198,0.6
63.090194,0.6
63.190178,0.3
63.290197,0.1
63.390197,0.0
63.490188,0.0
63.590201,0.0
63.690179,-0.1
63.790206,-0.2
63.890207,-0.3
63.990194,-0.4
64.090176,-0.5
64.190173,-0.5
64.290166,-0.5
64.39018,-0.4
64.490171,-0.3
64.590171,-0.2
64.690175,-0.2
64.790175,-0.2
64.890176,0.0
64.990177,0.0
65.090198,0.0
65.190208,0.0
65.290188,0.1
65.390189,0.1
65.490206,0.0
65.590193,0.0
65.690197,0.1
65.790184,0.1
65.890172,0.0
65.990185,0.0
66.090168,0.0
66.19019,-0.1
66.290197,-0.1
66.390211,0.0
66.490188,-0.1
66.590202,-0.2
66.690193,-0.2
66.790192,-0.5
66.890181,-0.3
66.990194,-0.5
67.090176,-0.5
67.190173,-0.6
67.290166,-0.7
67.390179,-0.9
67.490197,-1.0
67.590171,-1.0
67.690188,-1.0
67.790175,-0.8
67.890176,-0.8
67.99019,-0.7
68.090172,-0.6
68.190169,-0.7
68.390201,-0.8
68.490179,-0.6
68.59018,-0.4
68.690197,-0.1
68.790171,0.0
68.890185,0.2
68.990198,0.6
69.09018,0.7
69.190177,1.0
69.290157,1.0
69.390157,0.9
69.490175,1.0
69.590135,1.0
69.690166,1.0
69.790153,1.0
69.890168,0.8
69.990154,0.7
70.090163,0.7
70.190173,0.4
70.290179,0.5
70.390153,0.6
70.490157,0.4
70.590157,0.4
70.690175,0.4
70.790149,0.3
70.890163,0.2
70.99019,0.0
71.090145,0.0
71.190155,-0.1
71.290148,-0.1
71.390175,-0.2
71.490179,-0.3
71.590179,-0.2
71.690144,-0.3
71.790144,-0.1
71.890145,-0.3
71.990132,-0.1
72.090141,-0.1
72.190151,-0.1
72.290157,-0.2
72.390158,0.0
72.490135,-0.3
72.590148,-0.1
72.690153,-0.1
72.790139,-0.1
72.890181,0.0
72.990154,0.1
73.090162,0.2
73.190133,0.2
73.290153,0.4
73.390139,0.3
73.49017,0.3
73.590171,0.4
73.690162,0.2
73.790148,0.2
73.890163,0.0
73.990163,-0.2
74.090158,-0.2
74.190155,-0.4
74.290135,-0.4
74.390148,-0.1
74.490153,0.0
74.590153,0.1
74.69017,0.3
74.790157,0.4
74.890145,0.6
74.990145,0.6
75.090167,0.6
75.190124,0.6
75.290144,0.5
75.390157,0.6
75.490162,0.7
75.590149,0.7
75.690152,0.8
75.790139,0.7
75.890128,0.6
75.990154,0.5
76.090136,0.2
76.190146,0.0
76.290152,-0.2
76.39014,-0.2
76.490144,-0.2
76.590157,-0.3
76.690135,-0.3
76.790122,-0.4
76.890136,-0.3
76.990136,-0.2
77.090132,0.0
77.190128,0.0
77.290122,0.1
77.390148,0.0
77.49014,0.0
77.590139,0.0
77.690144,0.0
77.790131,-0.1
77.890132,-0.1
77.990159,0.0
78.090141,0.0
78.190137,0.0
78.290131,0.0
78.390131,0.1
78.490121,0.3
78.590122,0.3
78.690139,0.4
78.790126,0.3
78.890127,0.3
78.990128,0.4
79.090136,0.4
79.190133,0.5
79.290153,0.5
79.390113,0.6
79.49013,0.4
79.590117,0.3
79.690135,0.1
79.790121,0.0
79.890123,-0.2
79.99011,-0.2
80.090118,-0.4
80.190115,-0.3
80.290122,-0.4
80.390121,-0.4
80.490126,-0.4
80.590113,-0.4
80.690104,-0.6
80.790111,-0.6
80.890113,-0.7
80.990126,-0.5
81.090108,-0.3
81.190131,-0.4
81.290125,-0.4
81.390111,-0.2
81.490129,-0.1
81.590129,0.0
81.690133,-0.1
81.790133,0.0
81.890135,0.1
81.990121,0.0
82.090117,0.1
82.190114,0.0
82.29012,0.0
82.390133,0.0
82.490125,0.0
82.590124,0.0
82.690115,0.0
82.790129,0.0
82.89013,-0.1
82.99013,0.0
83.090139,0.0
83.19011,-0.1
83.290115,0.0
83.390116,-0.1
83.490133,0.0
83.590146,0.0
83.690124,0.0
83.790111,0.0
83.790111,0.0
83.890099,0.1
83.990113,0.1
84.090108,0.1
84.190105,0.0
84.290138,0.1
84.390111,0.1
84.490115,0.0
84.590116,0.0
84.69012,0.0
84.790106,0.0
84.890108,0.0
84.990108,0.0
85.090117,-0.1
85.190113,0.0
85.29012,0.1
85.390094,0.1
85.490111,0.3
85.590098,0.2
86.090099,0.2
86.190096,0.2
86.290102,0.0
86.390102,0.0
86.490093,-0.4
86.590094,-0.3
86.690097,-0.5
86.790098,-0.7
86.890113,-0.8
86.9901,-0.9
87.090108,-1.0
87.190091,-1.2
87.290098,-1.3
87.390085,-1.0
87.490115,-1.0
87.590116,-0.8
87.690093,-0.6
87.790107,-0.4
87.890108,-0.3
87.990108,-0.3
88.090117,-0.1
88.190127,-0.1
88.290106,0.0
88.390107,0.4
88.490098,0.5
88.590084,0.7
88.690089,0.9
88.790089,0.9
88.890091,1.0
88.99009,1.1
89.090099,0.9
89.190096,1.1
89.290102,1.0
89.390102,1.2
89.49012,1.2
89.59008,1.2
89.690084,1.4
89.790124,1.5
89.890086,1.5
89.990086,1.5
90.090081,1.3
90.190104,1.2
90.290071,1.1
90.390085,0.7
90.490075,0.6
90.590089,0.4
90.69008,0.3
90.790094,0.3
90.890081,0.1
90.990082,0.1
91.090117,0.0
91.190087,0.0
91.290093,-0.3
91.390094,-0.3
91.490071,-0.4
91.590085,-0.4
91.690076,-0.3
91.790089,-0.5
91.89009,-0.8
91.990091,-0.8
92.090112,-0.8
92.190069,-0.9
92.290089,-0.9
92.390089,-1.2
92.490067,-1.2
92.590067,-1.3
92.690098,-1.6
92.790084,-1.7
92.890073,-1.7
92.990073,-1.8
93.090081,-2.1
93.190091,-2.2
93.290098,-2.6
93.390098,-0.2
93.490076,2.2
93.590089,3.7
93.690093,4.7
93.79008,5.3
93.890082,5.1
93.990081,3.6
94.090063,2.7
94.190087,1.9
94.290093,1.2
94.390067,0.6
94.490098,-0.1
94.590098,-0.3
94.690089,-0.7
94.790089,-1.3
94.890077,-1.8
94.990077,-2.0
95.090059,-2.3
95.190056,-2.4
95.290049,-2.7
95.390049,-3.1
95.490054,-3.1
95.590053,-3.4
95.690071,-3.4
95.790058,-0.5
95.890085,1.4
95.990059,2.5
96.090055,2.9
96.190064,3.3
96.289786,3.1
96.389787,2.6
96.490076,1.8
96.589791,1.3
96.690067,0.3
96.789795,0.0
96.889796,-0.8
96.989797,-1.4
97.090077,-2.0
97.1901,-3.0
97.289782,-3.4
97.389795,-4.0
97.889779,2.4
97.989792,2.9
98.089787,2.7
98.189771,2.1
98.289778,1.8
98.389791,1.4
98.489808,0.9
98.589782,0.3
98.689773,-0.1
100.789764,-1.6
101.089774,-2.1
101.189784,-1.9
101.289777,-1.5
101.389777,-1.2
101.489769,-0.9
101.589768,-0.9
101.689773,-0.7
101.78976,-0.9
101.889787,-0.9
101.989774,-0.9
102.08977,-1.0
102.18978,-0.9
102.289786,-0.9
102.389773,-0.6
102.489778,-0.7
102.589764,-0.5
102.689768,-0.6
102.789782,-0.5
102.889783,-0.4
102.989783,-0.5
103.089792,-0.5
103.189775,-0.4
103.289768,-0.5
103.389782,-0.5
103.489786,-0.4
103.589773,-0.2
103.689777,-0.1
103.789777,0.0
103.889792,0.2
103.989766,0.5
104.093284,0.4
104.189757,0.5
104.289764,0.5
104.389778,0.6
104.489781,0.3
104.589755,0.2
104.689773,0.0
104.789786,-0.2
104.889787,-0.2
104.989775,-0.6
105.089796,-0.6
105.18978,-0.6
105.289773,-0.6
105.389773,-0.5
105.48979,-0.5
105.589764,-0.4
106.689764,-0.5
106.789777,-0.4
106.889766,-0.4
106.989765,-0.2
107.089774,-0.2
107.189771,-0.1
107.289777,0.0
107.38979,0.0
107.489795,-0.1
107.589768,-0.3
107.689759,-0.5
107.789773,-0.8
107.893297,-0.8
107.989761,-0.7
108.089756,-0.8
108.189753,-0.5
108.289746,-0.4
108.389773,-0.3
108.489751,0.0
108.58975,0.0
110.889761,0.0
111.089743,0.0
111.189753,0.0
111.289773,0.1
111.389746,0.3
111.48975,0.4
111.589751,0.1
111.692484,0.2
111.789742,0.0
111.889756,-0.1
111.989743,-0.3
112.089738,-0.3
112.189749,-0.3
112.289755,-0.5
112.389755,-0.5
116.189726,-0.6
116.289725,-0.4
116.389746,-0.2
116.489724,-0.1
116.589724,0.0
116.689742,-0.6
119.88973,-6.8
119.989703,-6.5
120.089738,-6.3
120.189722,-6.0
120.289747,-5.7
120.389702,-5.3
120.789719,-3.6
120.889716,-3.4
120.989712,-3.3
121.189951,-3.3
121.289716,-3.5
121.389711,-3.7
121.589715,-3.8
121.689706,-3.7
122.089717,-3.4
122.48971,-3.1
122.589711,-3.0
122.689715,-3.0
122.789715,-2.8
122.88969,-2.7
122.989704,-2.5
123.089712,-2.3
123.289721,-1.3
123.393199,-0.9
123.489746,-0.3
123.589706,0.0
123.689711,0.0
123.789711,0.0
123.889699,-0.1
123.989699,-0.4
124.089694,-0.7
124.189691,-1.0
124.28969,-1.3
124.389697,-1.6
124.489689,-2.0
124.589689,-2.4
124.689706,-2.9
124.789706,-3.3
124.889708,-3.9
124.989707,-4.6
125.089716,-5.3
125.189726,-6.1
125.289725,-6.9
125.389706,-7.9
125.489697,-8.8
125.589698,-9.8
125.689688,-10.8
125.789702,-11.8
125.88969,-12.8
125.989703,-13.7
126.189722,-15.1
126.28972,-15.7
126.689684,-16.8
126.789684,-17.0
126.889698,-17.3
126.989699,-17.4
127.089707,-17.6
127.189691,-17.8
127.289676,-17.9
127.389684,-17.9
127.489689,-18.0
127.589688,-18.0
127.689693,-17.9
127.789693,-17.7
127.889694,-17.3
127.989668,-16.9
128.089677,-16.2
128.18966,-15.4
128.289685,-14.3
128.489671,-11.9
128.589671,-10.5
128.789662,-7.8
128.98969,-5.1
129.289681,-1.0
129.389689,0.3
129.489706,1.7
129.58968,3.0
129.689697,4.2
129.789684,5.3
129.889685,6.2
129.989673,7.1
130.089667,7.9
130.189678,8.4
130.289703,8.8
130.389684,9.1
130.489675,9.1
130.589675,9.1
130.689692,8.9
130.789666,8.5
130.889694,7.9
130.989695,7.2
131.089703,6.3
131.189686,5.2
131.289686,4.0
131.389693,2.7
131.489671,1.2
131.689688,-1.6
131.789675,-3.0
131.889677,-4.5
131.989676,-5.9
132.189656,-8.4
132.289667,-9.5
132.389675,-10.6
132.489666,-11.7
132.789658,-14.7
132.890187,-15.6
133.189678,-18.2
133.289663,-19.0
133.389658,-19.7
133.489662,-20.4
133.689693,-21.7
133.78968,-22.2
133.889667,-22.7
133.989655,-23.2
134.08965,-23.6
134.189646,-24.0
134.289645,-24.4
134.389653,-24.8
135.389662,-26.8
135.489679,-26.9
135.589693,-27.0
135.989672,-27.4
136.089667,-27.5
136.189664,-27.6
136.28965,-27.6
136.389644,-27.7
136.489648,-27.8
136.589662,-27.9
136.690128,-28.0
136.78964,-28.0
136.889681,-28.1
136.989655,-28.2
137.089649,-28.3
137.189647,-28.3
137.489657,-28.6
137.589671,-28.6
137.689648,-28.7
137.789662,-28.7
137.889663,-28.8
137.989689,-28.9
138.089685,-29.0
138.189682,-29.0
138.28968,-29.1
140.689662,-30.3
140.790164,-30.3
140.889636,-30.4
140.989637,-30.4
141.089619,-30.5
141.189642,-30.6
141.289641,-30.6
141.389635,-30.7
141.489639,-30.7
141.589666,-30.8
141.689631,-30.9
141.78963,-30.9
141.889632,-31.0
141.989646,-31.0
142.089654,-31.0
142.189624,-31.1
142.28965,-31.1
142.389644,-31.2
142.489622,-31.2
142.589635,-31.3
142.690128,-31.3
142.789639,-31.3
142.889615,-31.4
142.989641,-31.4
143.089649,-31.4
143.189673,-31.4
143.289645,-31.4
143.389653,-31.4
143.489644,-31.5
143.589631,-31.5
143.689621,-31.5
143.789648,-31.5
143.88965,-31.5
143.989623,-31.4
144.089645,-31.4
144.189629,-31.4
144.289627,-31.4
144.389622,-31.3
144.489626,-31.3
144.589639,-31.3
144.689657,-31.2
144.789631,-31.2
144.889619,-31.1
144.989619,-31.1
145.089614,-31.0
145.189638,-31.0
145.289623,-30.9
145.389631,-30.9
145.589622,-30.8
145.689626,-30.8
145.78964,-30.8
145.889654,-30.7
145.989628,-30.7
146.08961,-30.8
146.189606,-30.8
146.289618,-30.8
146.389626,-30.9
146.48963,-30.9
146.589644,-31.0
146.689622,-31.1
146.79011,-31.2
146.88961,-31.2
146.98961,-31.4
147.089632,-31.5
147.189615,-31.6
148.989601,-34.4
149.089636,-34.5
149.18962,-34.6
149.289619,-34.7
149.389613,-34.8
149.489617,-34.9
149.589617,-35.0
149.689648,-35.0
149.789635,-35.1
149.88961,-35.1
149.98961,-35.1
150.089605,-35.0
150.189615,-35.0
150.289627,-34.9
150.389595,-34.8
150.489613,-34.7
150.589599,-34.6
150.689604,-34.4
150.789617,-34.2
