T,gyro_1f_roll[deg]
18.496517,0.5
18.596705,0.5
18.696548,0.6
18.796521,0.6
18.897011,0.6
18.996496,0.6
19.096535,0.5
19.296533,0.6
19.396554,0.6
19.496519,0.6
19.596518,0.6
19.696523,0.6
19.79651,0.6
19.896537,0.6
19.996525,0.6
20.096484,0.6
20.196673,0.6
20.296522,0.5
20.395702,0.5
20.596526,0.5
20.696535,0.6
20.797041,0.6
20.896531,0.6
20.996548,0.6
21.096508,0.6
21.196504,0.6
21.296551,0.6
21.396525,0.6
21.496502,0.7
21.596502,0.7
21.696533,0.7
21.796497,0.7
21.896493,0.8
21.996506,0.9
22.096627,1.0
22.196506,1.0
22.396659,1.2
22.596516,1.3
22.696982,1.3
22.796546,1.3
22.896534,1.3
22.996535,1.3
23.096503,1.4
23.296515,1.4
23.396492,1.3
23.496491,1.2
23.596544,1.1
23.696548,1.0
23.796521,0.9
23.89651,0.9
23.996496,0.8
24.096478,0.8
24.196532,0.8
24.296704,0.8
24.396534,0.8
24.496498,0.8
24.596974,0.7
24.696476,0.6
24.796516,0.5
24.896495,0.4
24.996495,0.4
25.096517,0.4
25.196518,0.3
25.296475,0.2
25.396492,0.1
25.49651,359.9
25.596483,359.8
25.696474,359.7
25.796488,359.7
25.896457,359.6
25.996438,359.6
26.096446,359.5
26.296484,359.3
26.396488,359.2
26.496959,359.1
26.596477,359.0
26.696446,358.9
26.796441,358.9
26.896455,358.8
26.996468,358.6
27.096503,358.5
27.196451,358.3
27.296448,358.2
27.396479,358.1
27.496434,358.0
27.596495,357.9
27.69644,357.7
27.796466,357.7
27.896472,357.6
27.99644,357.6
28.09664,357.6
28.196449,357.4
28.296433,357.3
28.396966,357.2
28.496445,357.2
28.596463,357.1
28.696462,357.0
28.796426,356.9
28.89648,356.8
28.996467,356.7
29.096466,356.7
29.196427,356.7
29.296434,356.7
29.396424,356.6
29.496473,356.6
29.596424,356.6
29.696428,356.7
29.796428,356.7
29.896469,356.8
29.996661,356.8
30.096402,356.8
30.196479,356.8
30.196479,356.8
30.296974,356.8
30.396426,356.7
30.496451,356.7
30.596452,356.6
30.696482,356.6
30.796442,356.6
30.896457,356.5
30.996457,356.6
31.096466,356.6
31.196453,356.6
31.296463,356.6
31.396458,356.6
31.496462,356.6
31.596456,356.7
31.696434,356.7
31.796487,356.8
31.896663,356.8
31.996436,356.8
32.096461,356.9
32.196994,356.9
32.296445,357.0
32.396446,357.0
32.496463,357.0
32.59645,357.0
32.696448,357.0
32.796449,357.1
32.896454,357.2
32.996454,357.2
33.096436,357.2
33.196459,357.2
33.29647,357.0
33.39643,356.9
33.4965,356.8
33.596474,356.8
33.696452,356.8
33.796594,356.7
33.896434,356.7
33.996448,356.6
34.096958,356.6
34.196444,356.5
34.29645,356.5
34.39649,356.6
34.496494,356.6
34.596455,356.7
34.696433,356.8
34.796432,356.8
34.896438,356.7
34.996438,356.6
35.096446,356.6
35.196443,356.5
35.296476,356.5
35.39641,356.4
35.496441,356.4
35.596468,356.2
35.696633,356.1
35.796466,356.0
35.896445,356.0
35.996921,356.0
36.0964,356.0
36.196428,355.9
36.296448,356.0
36.396455,356.1
36.49642,356.1
36.59642,356.2
36.69649,356.2
36.796411,356.1
36.896412,356.1
36.996425,356.2
37.096434,356.2
37.196431,356.3
37.296437,356.3
37.396477,356.3
37.496428,356.3
37.596656,356.4
37.696446,356.6
37.79642,356.7
37.896936,356.7
37.996421,356.8
38.096447,356.8
38.196457,356.9
38.296463,357.0
38.396454,357.1
38.496432,357.2
38.596432,357.2
38.696476,357.3
38.79645,357.4
38.896451,357.4
38.996438,357.5
39.096394,357.6
39.196416,357.7
39.296423,357.8
39.396437,357.8
39.496602,357.8
39.596401,357.8
39.696432,357.8
39.796934,357.8
39.896433,357.8
39.996433,357.8
40.096446,357.8
40.196443,357.8
40.296436,357.8
40.39641,357.8
40.496457,357.8
40.596405,357.8
40.696436,357.7
40.796409,357.7
40.896477,357.7
40.996384,357.7
41.096419,357.8
41.196416,357.9
41.296436,357.9
41.396597,357.9
41.49644,357.9
41.596414,357.9
41.69692,358.0
41.796471,358.0
41.89645,358.1
41.996441,358.1
42.096436,358.2
42.196419,358.1
42.296439,358.1
42.396439,358.1
42.496417,358.2
42.596417,358.2
42.696434,358.3
42.796487,358.4
42.89641,358.4
42.996423,358.5
43.096435,358.5
43.196406,358.4
43.296639,358.4
43.396478,358.4
43.496447,358.4
43.59694,358.4
43.696429,358.4
43.796442,358.5
43.896444,358.4
43.996377,358.4
44.096433,358.4
44.19643,358.5
44.296449,358.5
44.396384,358.5
44.496428,358.6
44.596414,358.7
44.696445,358.8
44.796419,358.9
44.89642,359.0
44.99642,359.1
45.096402,359.3
45.196587,359.5
45.296392,359.6
45.396392,359.7
45.496912,359.8
45.596397,359.9
45.696401,359.9
45.796388,0.0
45.896429,0.0
45.996433,0.0
46.096376,0.0
46.196398,0.0
46.296445,0.0
46.396396,0.0
46.496417,0.0
46.596391,359.9
46.696435,359.9
46.796422,359.9
46.89641,359.9
46.99641,359.8
47.096593,359.8
47.196389,359.8
47.296435,359.8
47.396898,359.8
47.4964,359.7
47.596387,359.7
47.696418,359.7
47.796391,359.6
47.896419,359.5
47.996406,359.5
48.096361,359.4
48.196398,359.4
48.296444,359.4
48.396444,359.3
48.496435,359.4
48.596448,359.4
48.696426,359.4
48.796413,359.4
48.896415,359.5
48.996576,359.5
49.096383,359.6
49.196401,359.6
49.29693,359.6
49.396375,359.6
49.496419,359.7
49.59638,359.7
49.69637,359.7
49.796384,359.8
49.896385,359.8
50.096407,359.8
50.196364,359.8
50.29637,359.8
50.396404,359.8
50.496382,359.8
50.596369,359.8
50.6964,359.8
50.7964,359.8
50.896589,359.9
50.996388,359.9
51.096436,359.9
51.196903,359.9
51.29638,359.9
51.396375,359.9
51.496393,359.9
51.596419,359.9
51.69637,0.0
51.796371,359.9
51.896411,359.9
51.996398,359.9
52.096367,359.9
52.196403,359.9
52.296383,359.9
52.39641,359.8
52.496348,359.8
52.596348,359.8
52.696379,359.7
52.796553,359.7
52.89638,359.7
53.196359,359.6
53.39634,359.5
53.596388,359.4
53.696379,359.4
53.796392,359.5
54.896343,359.8
54.996859,359.8
55.096391,359.9
55.196388,359.9
55.296329,359.9
55.396395,359.9
55.496399,359.9
55.596399,359.9
55.696377,359.9
55.796404,359.9
55.896405,359.9
55.996378,359.8
56.0964,359.8
56.196358,359.8
56.296416,359.8
56.396377,359.8
56.496355,359.8
56.59656,359.7
56.696367,359.7
56.796368,359.6
56.896878,359.6
56.996376,359.6
57.096398,359.5
57.196355,359.5
57.296369,359.4
57.396356,359.4
57.496387,359.4
57.596373,359.4
57.696364,359.3
57.796404,359.3
57.896352,359.3
57.996392,359.3
58.096388,359.3
58.196397,359.3
58.296398,359.3
58.396346,359.3
58.496524,359.4
58.59635,359.4
58.696407,359.4
58.796922,359.4
58.896342,359.5
