T,gyro_1f_ax
189.489875,2
189.589876,1
189.68988,1
189.793403,1
189.889881,1
189.989895,1
190.089864,1
190.189874,1
190.389867,2
190.489845,2
190.589898,3
190.689863,3
190.789875,3
190.889837,4
190.989864,4
191.08985,4
191.189834,4
191.289833,5
191.38984,6
191.489858,6
191.589845,6
191.693385,6
191.789862,6
191.889877,6
191.989837,5
192.089859,5
192.189842,5
192.289855,3
192.389862,3
192.48984,2
192.589867,1
192.689857,1
192.789844,0
192.889872,1
192.98986,1
193.089856,1
193.189867,1
193.289852,1
193.389846,1
193.489864,2
193.5904,2
193.689855,3
193.789868,3
193.88983,4
193.989856,4
194.089839,4
194.189836,5
194.289834,5
194.389855,5
194.489873,6
194.589846,6
194.689824,6
194.789824,6
194.889839,6
194.989839,5
195.089834,5
195.189857,4
195.28983,3
195.389838,2
195.493365,1
195.589855,1
195.689846,0
195.78986,0
195.889861,0
195.989848,0
196.089843,0
196.18984,1
196.289839,1
196.389873,2
196.48985,2
196.589824,2
196.689855,3
196.789868,3
196.889843,4
196.98987,4
197.089838,4
197.189835,5
197.289821,5
197.389828,6
197.489833,6
197.589833,6
197.689838,6
197.789837,6
197.889812,5
197.989852,4
198.08986,3
198.189844,3
198.28983,2
198.389812,1
198.48983,1
198.589831,0
198.689821,0
198.789808,0
198.889836,0
198.989823,1
199.089845,1
199.189815,1
199.289814,2
199.389835,2
199.489853,3
199.589853,3
199.68983,3
199.789817,4
199.889859,4
199.989819,5
200.089827,5
200.189824,6
200.289823,6
200.389817,6
200.489809,6
200.589821,6
200.689813,5
200.789813,4
200.889854,3
200.989814,2
201.089823,2
201.189819,1
201.289818,0
201.389813,0
201.489831,0
201.589817,0
201.689835,0
201.789822,0
201.889823,1
201.989836,1
202.089832,2
202.189828,2
202.28984,3
202.389835,3
202.489812,4
202.589813,4
202.689817,5
202.78983,5
202.889818,6
202.989806,6
203.089827,6
203.189797,6
203.289796,6
203.389804,5
203.489821,4
203.589822,3
203.6898,2
203.789799,1
203.889814,0
203.989814,0
204.089809,0
204.189793,0
204.289792,0
204.389799,0
204.489791,0
204.589817,1
204.689821,1
204.789795,2
204.889797,2
204.989823,2
205.089831,3
205.189815,4
205.289801,4
205.389812,5
205.489803,5
205.589817,6
205.689794,6
205.789795,6
205.889796,5
205.989809,5
206.089804,4
206.189788,3
206.2898,2
206.389795,2
206.489773,0
206.589799,0
206.68979,0
206.789803,0
206.889804,0
206.989792,0
207.0898,0
207.19336,0
207.289796,1
207.389777,1
207.489795,2
207.589781,2
207.689799,3
207.789812,3
207.8898,4
207.989761,5
208.089783,5
208.189792,6
208.289791,6
208.389786,6
208.48979,5
208.58979,5
208.689821,4
208.789794,3
208.889783,2
208.989783,1
209.089778,0
209.189789,0
209.289776,0
209.389784,0
209.489814,0
209.589788,0
209.689805,0
209.789792,1
209.889807,1
209.98978,2
210.089788,2
210.189812,3
210.289798,3
210.389765,4
210.489783,4
210.58977,5
210.689787,6
210.789787,6
210.889763,5
210.993312,6
211.089784,6
211.189781,4
211.289767,3
211.389787,2
211.489779,1
211.689783,0
211.789783,0
211.889771,0
211.989771,0
212.089767,0
212.189777,0
212.289802,0
212.389773,1
212.489774,1
212.589761,2
212.689778,3
212.789766,4
212.893316,4
212.98978,4
213.089762,5
213.189772,6
213.289784,6
213.389771,6
213.489783,5
213.58977,5
213.689787,4
213.889789,2
213.989762,1
214.089758,0
214.189767,0
214.289793,0
214.389754,0
214.489752,0
214.589752,0
214.68977,0
214.793319,1
214.889797,1
214.989771,2
215.08978,2
215.189763,3
215.289789,3
215.389763,4
215.489734,5
215.589761,5
215.689752,6
215.789739,6
215.889767,6
215.989754,5
216.089762,4
216.189798,3
216.289771,2
216.389731,1
216.489756,0
216.589757,0
216.690534,0
216.789761,0
216.889762,0
216.989749,0
217.089757,0
217.189754,0
217.289767,1
217.389753,1
217.489792,2
217.589766,3
217.689769,3
217.789756,4
217.889758,5
217.989758,5
218.089753,6
218.189763,6
218.289735,6
218.389736,5
218.489761,5
218.589761,3
218.689765,2
218.789779,1
218.889767,0
218.989753,0
219.089762,0
219.189772,-1
219.289744,0
219.389731,0
219.489757,0
219.589756,1
219.689747,1
219.789774,2
219.889762,2
219.989762,3
220.089758,4
220.189741,4
220.289727,5
220.38974,6
220.489752,6
220.589739,6
220.689756,5
220.789743,5
220.889744,4
220.989745,3
221.089753,1
221.189736,0
221.289749,0
221.389749,-1
221.489747,0
221.589734,-1
221.689739,0
221.789738,0
221.88974,0
221.989754,1
222.089748,2
222.189745,2
222.289758,3
222.389744,4
222.489756,4
222.589756,4
222.689748,5
222.789734,6
222.889722,6
222.98971,5
223.089717,5
223.189715,4
223.289727,3
223.389727,2
223.489712,0
223.589726,0
223.689729,0
223.78973,0
223.889745,-1
223.989731,-1
224.089726,0
224.18971,0
224.289722,1
224.389709,1
224.489734,2
224.589708,3
224.689738,3
224.789725,4
224.889714,4
224.989727,5
225.089735,6
225.189719,6
225.289704,6
225.389705,5
225.48973,4
225.589743,3
225.689721,1
225.789734,1
225.889735,0
225.989709,0
226.089704,-1
226.189701,-1
226.289713,0
226.389727,0
226.489739,0
226.589699,0
226.689703,1
226.789717,2
226.889731,2
226.989718,3
227.08974,4
227.189723,5
227.289735,5
227.389722,6
227.489694,6
227.589721,5
227.689738,4
227.789712,3
227.889713,2
227.989687,1
228.089708,0
228.189705,0
228.289718,-1
228.389731,-1
228.489716,0
228.58969,0
228.689734,0
228.789721,0
228.889696,1
228.989722,2
229.089717,3
229.189688,4
229.289713,4
229.389673,5
229.489699,5
229.589712,6
229.689703,6
229.789703,6
229.889691,5
229.989691,4
230.089713,3
230.18971,1
230.289709,0
230.389695,0
230.489694,-1
230.589708,-1
230.689686,-1
230.789701,-1
230.889702,0
230.989702,0
231.089711,0
231.189694,1
231.289719,2
231.389706,3
231.489718,4
231.589705,4
231.689683,5
231.789696,6
231.88971,6
231.989698,5
232.089693,5
232.18969,4
232.289688,3
232.389702,1
232.489674,0
232.589687,0
232.689705,-1
232.789705,-1
232.889706,-1
232.98968,0
233.089689,0
233.189685,0
233.289671,0
233.389711,1
233.489696,2
233.589696,3
233.689701,4
233.789687,4
233.889689,5
233.989689,6
234.089671,6
234.189667,5
234.28968,5
234.389667,4
234.489678,3
234.589679,1
234.689683,0
234.789709,0
234.889684,-1
234.989698,-1
235.089692,-1
235.189676,-1
235.289715,0
235.389715,0
235.489714,1
235.589687,1
235.689704,2
235.789678,3
235.88968,4
235.98968,5
236.089675,5
236.189685,6
236.289671,6
236.389671,5
236.489683,5
236.58967,3
236.689687,2
236.789674,1
236.889676,0
236.989662,-1
237.089671,-1
237.189668,-2
237.289666,-1
237.38968,0
237.489665,0
237.589691,0
237.689656,1
237.789656,2
237.889671,2
237.989671,3
238.089653,4
238.18965,5
238.289675,5
238.389662,6
238.489648,6
238.589647,5
238.689678,4
238.789665,3
238.889666,2
238.989653,0
239.089675,-1
239.189672,-1
239.289684,-1
239.389658,-1
239.489656,0
239.589669,0
239.689634,0
239.789648,1
239.889662,2
239.989662,2
240.089671,3
240.189654,4
240.289653,5
240.389667,6
240.489678,6
240.589665,6
240.689643,5
240.789643,4
240.889644,3
240.989658,1
241.089666,0
241.189663,0
241.289636,-1
241.389675,-1
241.489674,-1
241.589649,-1
241.689641,0
241.78968,0
241.889655,1
241.989669,1
242.089637,2
242.189647,3
242.289633,4
242.389633,4
242.489632,5
242.589645,6
242.689649,6
242.789649,5
242.889651,4
242.989664,3
243.089686,1
243.18963,0
243.289681,0
243.389628,-1
243.489654,-1
243.589641,-1
243.689658,-1
243.789632,0
243.889646,0
243.989646,1
244.089628,1
244.189625,2
244.289624,3
244.389664,4
244.489636,5
244.589609,5
244.689653,6
244.789627,6
244.889628,5
244.989615,4
245.08965,3
245.1897,1
245.289619,0
245.389633,0
245.489645,-1
245.589645,-1
245.689662,-1
245.789636,-1
245.889637,0
245.989624,0
246.089606,1
246.189616,2
246.289642,2
246.389629,3
246.489614,4
246.589627,5
246.689618,5
246.789618,6
246.889606,6
246.98962,5
247.089628,4
247.189638,2
247.289637,1
247.389638,0
247.489622,-1
247.589623,-1
247.689627,-2
247.789627,-1
247.889655,-1
247.989642,0
248.08965,0
248.189634,1
248.289646,2
248.389633,3
248.489618,4
248.589618,5
248.689649,5
248.789623,6
248.889598,6
248.98965,5
249.089646,4
249.189629,3
249.289615,2
249.389628,0
249.489653,0
249.589627,-1
249.689605,-2
249.789631,-1
249.889646,-1
249.989606,0
250.089615,0
250.189638,0
250.289637,1
250.389624,3
250.489623,3
250.589636,4
250.689614,5
250.78964,6
250.889615,6
250.989589,6
251.08961,5
251.193117,4
251.289619,2
251.389606,1
251.489618,0
251.589618,-1
251.689609,-1
251.78961,-2
251.88961,-1
251.989611,-1
252.089619,0
252.189589,0
252.289615,1
252.389602,2
252.4896,3
252.589614,4
252.689631,4
252.789605,5
252.889606,6
252.989606,6
253.093111,5
253.189625,4
253.289624,3
253.389624,1
253.489609,0
253.589609,-1
253.689601,-1
253.789587,-2
253.889615,-2
253.989629,-1
254.089597,0
254.189594,0
254.289619,1
254.389593,2
254.489605,3
254.589605,4
254.689582,4
254.789583,5
254.889597,6
254.993121,6
255.089592,5
255.18959,4
255.389615,1
255.489587,0
255.689604,-1
255.789605,-2
255.889606,-1
255.98958,-1
256.089575,0
256.189585,0
256.28957,0
256.389597,2
256.48957,2
256.589596,4
256.689587,4
256.789574,5
256.893125,6
256.989562,6
257.089584,5
257.189581,4
257.289593,3
257.38958,1
257.489592,0
257.589565,-1
257.689569,-1
257.78957,-2
257.889571,-1
257.989585,-1
258.089568,0
258.189591,0
258.28959,1
258.389577,2
258.489589,3
258.589602,4
258.689593,4
258.793077,5
258.889555,6
258.989568,6
259.089577,5
259.189547,4
259.289586,2
259.389573,1
259.489571,0
259.589558,-1
259.689576,-2
259.789575,-2
259.889577,-1
259.989551,-1
260.189569,0
260.289568,1
260.389581,2
260.489553,3
260.58958,4
260.693094,5
260.789571,5
260.889573,6
260.989573,6
261.089568,5
261.189565,4
261.289564,2
261.389577,0
261.489562,0
261.589563,-1
261.689566,-2
261.78954,-2
261.889568,-1
261.989555,-1
262.089577,0
262.189547,0
262.289585,1
262.389559,2
262.489571,3
262.593081,4
262.689549,5
262.789562,6
262.889538,6
262.98955,6
263.089586,5
263.189569,3
263.289568,2
263.389555,0
263.489567,0
263.58958,-1
263.689546,-2
263.78956,-1
263.889561,-1
263.989535,-1
264.089557,0
264.189527,1
264.289552,2
264.389539,2
264.491145,4
264.589551,4
264.689529,5
264.789543,6
264.889543,6
264.989557,6
265.089539,4
265.189562,3
265.289561,1
265.389548,0
265.48956,-1
265.589573,-2
265.689551,-2
265.789551,-2
265.889539,-1
266.089574,0
266.189558,1
266.289557,2
266.390658,3
266.489542,4
266.68956,6
266.78956,6
266.889522,5
266.989535,4
267.189514,2
267.289513,0
267.389565,-1
267.589538,-2
267.689529,-2
267.789529,-1
267.889557,0
267.98953,0
268.089525,0
268.189536,1
268.290662,3
268.389508,4
268.48952,5
268.589547,6
268.689551,6
268.789498,6
268.889526,5
268.989513,4
269.089534,2
269.189545,0
269.289503,0
269.489529,-2
269.589515,-2
273.589498,-1
273.689528,0
273.889517,1
273.989503,2
274.290622,5
274.389508,6
274.689511,4
274.789524,3
274.889513,1
274.989499,0
275.189492,-2
275.289503,-2
275.38949,-2
275.489502,-1
275.589515,0
275.689493,0
275.789493,1
275.889508,2
276.190628,5
276.289512,6
276.389512,6
276.489485,6
276.689515,3
276.789489,2
276.989477,-1
277.189482,-2
277.289508,-2
277.489493,0
277.58948,0
277.889486,3
278.189478,6
278.289503,6
278.38949,6
278.489475,4
278.689493,1
278.889495,-1
278.989508,-2
279.189473,-2
279.289473,-1
279.589498,1
279.990237,5
280.089485,6
280.189509,6
280.289468,6
280.589493,1
282.089463,6
