T,gyro_5f_wz[dps]
152.080628,-17.1
152.180588,-17.2
152.280594,-17.4
152.380595,-17.6
152.480695,-17.8
152.580723,-18.0
152.680684,-18.3
152.780701,-18.6
152.880735,-18.8
152.98069,-19.1
153.080761,-19.3
153.18059,-19.6
153.28059,-19.9
153.3806,-20.2
153.480705,-20.4
153.580713,-20.8
153.68071,-21.1
153.780679,-21.4
153.880668,-21.7
153.980743,-22.0
154.080674,-22.3
154.18075,-22.6
154.28059,-22.9
154.380583,-23.1
154.480659,-23.4
154.580712,-23.7
154.680645,-23.9
154.780632,-24.2
154.88076,-24.5
154.980702,-24.8
155.080721,-25.1
155.180593,-25.4
155.2806,-25.6
155.380588,-25.9
155.480602,-26.2
155.580757,-26.5
155.680729,-26.8
155.780614,-27.0
155.880657,-27.3
155.980763,-27.7
156.080781,-28.0
156.1807,-28.4
156.280578,-28.8
156.380579,-29.1
156.580708,-29.9
156.680649,-30.4
156.780637,-30.7
156.880718,-31.2
156.980626,-31.6
157.080754,-32.1
157.18061,-32.5
157.280579,-32.9
157.380593,-33.4
157.480594,-33.8
157.580929,-34.2
157.680771,-34.6
157.780652,-35.1
157.880602,-35.5
157.980783,-35.9
158.080736,-36.4
158.180714,-36.8
158.280593,-37.2
158.380589,-37.6
158.480582,-38.0
158.580652,-38.4
158.680694,-38.8
158.780717,-39.2
158.880591,-39.6
158.980645,-40.0
159.080694,-40.5
159.180632,-40.9
159.280689,-41.2
159.380599,-41.6
159.480604,-42.0
159.580583,-42.4
159.680617,-42.8
159.780711,-43.2
159.880811,-43.6
159.980772,-44.0
160.080703,-44.4
160.180628,-44.8
160.280703,-45.1
160.380608,-45.5
160.480605,-45.9
160.580655,-46.2
160.6807,-46.6
160.780801,-46.9
160.880745,-47.2
160.980692,-47.5
161.080764,-47.8
161.180695,-48.2
161.280774,-48.5
161.480579,-49.2
161.680662,-49.8
161.780811,-50.2
161.880774,-50.5
161.980801,-50.8
162.080665,-51.1
162.180676,-51.5
162.280696,-51.8
162.380614,-52.0
162.480615,-52.4
162.58062,-52.7
162.680613,-53.0
162.780775,-53.4
162.880645,-53.6
162.980663,-53.9
163.080651,-54.2
163.180753,-54.5
163.280713,-54.8
163.380614,-55.2
163.480598,-55.4
163.580599,-55.7
163.680656,-56.0
163.780657,-56.2
163.880751,-56.6
163.980721,-56.9
164.080625,-57.2
164.180732,-57.5
164.2807,-57.9
164.380696,-58.2
164.480686,-58.6
164.580604,-58.9
164.680601,-59.2
164.780602,-59.6
164.880786,-59.9
164.980716,-60.2
165.080729,-60.6
165.180829,-60.9
165.28067,-61.2
165.380637,-61.5
165.48069,-61.8
165.5806,-62.1
165.680601,-62.4
165.780616,-62.8
165.880687,-63.1
165.980784,-63.4
166.080609,-63.7
166.1807,-64.0
166.280629,-64.3
166.38061,-64.6
166.480646,-64.9
166.580596,-65.2
166.680611,-65.5
166.780598,-65.8
166.880662,-66.1
166.980775,-66.4
167.080781,-66.6
167.180787,-67.0
167.280787,-67.2
167.380825,-67.5
167.480733,-67.8
167.580626,-68.1
167.780628,-68.6
167.880615,-68.9
167.980798,-69.3
168.080698,-69.5
168.180749,-69.8
168.280789,-70.1
168.380758,-70.4
168.480674,-70.7
168.580605,-71.0
168.680619,-71.2
168.780598,-71.6
168.880768,-71.8
168.980644,-72.1
169.080715,-72.4
169.180673,-72.6
169.280661,-72.9
169.380754,-73.1
169.480805,-73.3
169.580621,-73.7
169.680624,-73.9
169.780612,-74.2
169.880754,-74.4
169.980632,-74.6
170.080665,-74.9
170.180688,-75.2
170.280738,-75.4
170.380712,-75.7
170.580641,-76.2
170.680598,-76.5
170.780617,-76.8
170.880616,-77.0
170.980739,-77.3
171.080736,-77.5
171.180622,-77.7
171.28065,-77.9
171.380818,-78.2
171.480799,-78.4
171.580751,-78.6
171.680612,-78.8
171.780617,-79.0
171.880612,-79.3
171.980817,-79.5
172.080788,-79.7
172.180667,-79.9
172.280708,-80.1
172.38065,-80.4
172.58071,-80.9
172.680599,-81.2
172.780605,-81.4
172.880622,-81.7
172.980701,-82.0
173.080747,-82.2
173.180652,-82.5
173.280759,-82.8
173.380835,-83.1
173.480769,-83.3
173.580774,-83.6
173.680696,-83.8
173.780623,-84.0
173.8806,-84.4
173.980705,-84.6
174.080807,-84.8
174.180646,-85.0
174.280791,-85.3
174.380662,-85.5
174.480715,-85.8
174.580674,-86.0
174.680775,-86.2
174.780619,-86.4
174.880632,-86.7
174.980615,-86.9
175.080793,-87.1
175.180699,-87.4
175.280767,-87.6
175.380809,-87.8
175.480718,-88.0
175.580674,-88.2
175.68079,-88.4
175.780629,-88.6
175.880606,-88.8
175.980625,-89.0
176.080795,-89.2
176.18081,-89.4
176.280731,-89.6
176.380748,-89.8
176.480626,-90.0
176.580798,-90.2
176.6808,-90.4
176.780616,-90.6
176.880611,-90.9
176.980616,-91.1
177.08062,-91.4
177.180772,-91.6
177.280699,-91.8
177.380808,-92.1
177.480686,-92.3
177.580641,-92.5
177.680789,-92.8
177.780621,-93.0
177.880603,-93.3
177.980608,-93.4
178.080643,-93.6
178.180715,-93.9
178.280721,-94.1
178.380636,-94.3
178.480718,-94.4
178.580695,-94.6
178.680653,-94.9
178.780608,-95.1
178.880616,-95.3
178.980635,-95.5
179.080642,-95.7
179.180625,-95.9
179.280756,-96.1
179.380647,-96.3
179.480773,-96.5
179.580841,-96.6
179.680805,-96.8
179.780794,-97.0
179.880608,-97.2
179.980622,-97.3
180.080626,-97.5
180.180791,-97.7
180.28063,-97.8
180.380672,-98.0
180.480649,-98.2
180.58081,-98.5
180.680647,-98.7
180.780663,-98.9
180.880627,-99.1
180.980619,-99.4
181.080631,-99.6
181.180618,-99.8
181.280662,-100.1
181.380726,-100.3
181.480795,-100.5
181.580718,-100.7
181.680732,-100.9
181.78073,-101.1
181.880618,-101.3
181.980619,-101.5
182.080627,-101.6
182.180745,-101.8
182.280833,-102.0
182.380672,-102.2
182.480678,-102.4
182.580675,-102.6
182.680796,-102.8
182.780744,-102.9
182.880632,-103.2
182.980638,-103.3
183.080623,-103.5
183.180825,-103.6
183.280662,-103.8
183.380717,-103.9
183.48072,-104.1
183.580831,-104.2
183.680722,-104.4
183.780837,-104.6
183.880646,-104.8
183.98062,-104.9
184.080624,-105.1
184.180812,-105.3
184.280825,-105.5
184.380814,-105.7
184.480706,-105.9
184.580629,-106.2
184.680759,-106.4
184.780716,-106.6
184.880624,-106.8
184.980634,-107.0
185.080633,-107.2
185.180636,-107.4
185.280739,-107.6
185.380643,-107.7
185.480826,-107.9
185.580779,-108.1
185.680799,-108.3
185.780655,-108.4
185.880681,-108.6
185.980621,-108.8
186.080625,-109.0
186.180641,-109.2
186.280677,-109.3
186.380661,-109.4
186.480703,-109.6
186.580666,-109.8
186.680786,-109.9
186.780773,-110.0
186.880697,-110.2
186.980634,-110.3
187.080619,-110.5
187.180636,-110.6
187.280746,-110.8
187.380663,-110.9
187.480661,-111.1
187.580831,-111.3
187.6807,-111.5
187.780645,-111.8
187.880833,-111.9
187.980621,-112.2
188.080633,-112.3
188.180632,-112.5
188.280798,-112.7
188.38069,-112.9
188.480695,-113.1
188.580679,-113.2
188.680743,-113.4
188.780779,-113.6
188.88084,-113.8
188.980648,-113.9
189.080629,-114.1
189.180641,-114.2
189.28062,-114.4
189.380768,-114.6
189.480697,-114.7
189.58078,-114.9
189.680711,-115.0
189.780753,-115.1
189.880669,-115.3
189.980724,-115.4
190.080639,-115.5
190.180642,-115.6
190.380626,-115.9
190.480765,-116.1
190.580784,-116.3
190.680785,-116.4
190.780747,-116.6
190.880723,-116.8
190.980815,-117.0
191.08079,-117.2
191.180642,-117.4
191.280639,-117.6
191.38064,-117.8
191.480697,-118.0
191.58065,-118.1
191.680646,-118.3
191.780674,-118.4
191.88065,-118.6
191.980796,-118.7
192.080781,-118.9
192.180638,-119.1
192.280631,-119.3
192.380777,-119.4
192.480823,-119.5
192.580709,-119.7
192.680667,-119.8
192.780635,-119.9
192.88067,-120.1
192.980805,-120.2
193.080754,-120.3
193.18063,-120.4
193.280645,-120.5
193.380637,-120.7
193.480751,-120.8
193.580785,-121.0
193.680663,-121.1
193.780746,-121.3
193.880679,-121.5
193.980776,-121.7
194.080818,-121.9
194.180644,-122.1
194.380637,-122.4
194.480683,-122.6
194.580765,-122.7
194.680661,-122.9
194.780818,-123.0
194.880708,-123.2
194.980713,-123.3
195.080774,-123.5
195.18064,-123.6
195.280646,-123.8
195.380638,-123.9
195.480851,-124.1
195.580687,-124.2
195.680778,-124.3
195.780807,-124.4
195.880833,-124.6
195.980789,-124.6
196.080824,-124.7
196.180654,-124.9
196.280646,-125.0
196.38063,-125.1
196.480631,-125.3
196.58079,-125.4
196.68078,-125.6
196.780835,-125.7
196.880668,-125.9
196.980726,-126.1
197.080706,-126.3
197.180653,-126.5
197.280647,-126.7
197.380657,-126.8
197.480649,-127.0
197.580778,-127.1
197.680775,-127.2
197.780838,-127.3
197.880795,-127.5
197.980678,-127.7
198.080658,-127.8
198.180792,-127.9
198.280646,-128.1
198.380638,-128.2
198.480644,-128.3
198.580842,-128.4
198.680754,-128.5
198.78077,-128.6
198.880827,-128.8
198.980819,-128.8
199.080711,-128.9
199.180657,-129.0
199.280664,-129.2
199.380639,-129.3
199.480658,-129.5
199.580733,-129.6
199.680789,-129.8
199.780826,-130.0
199.880817,-130.2
199.980806,-130.3
200.080778,-130.5
200.18071,-130.7
200.280643,-130.8
200.380648,-130.9
200.48065,-131.1
200.580723,-131.2
200.680701,-131.3
200.780757,-131.5
200.980653,-131.8
201.080837,-131.9
201.180667,-132.0
201.380657,-132.2
201.480659,-132.3
201.580841,-132.4
201.680719,-132.5
201.780764,-132.6
201.880759,-132.7
201.980815,-132.8
202.08084,-132.9
202.180754,-133.1
202.280685,-133.2
202.380654,-133.4
202.480655,-133.6
202.580647,-133.7
202.680863,-133.9
202.780691,-134.1
202.880814,-134.2
202.980794,-134.3
203.080796,-134.6
203.180674,-134.6
203.28079,-134.7
203.380659,-134.9
203.480664,-135.0
203.58067,-135.2
203.680798,-135.3
203.780845,-135.4
203.880668,-135.5
203.980776,-135.6
204.080836,-135.7
204.180782,-135.7
204.280768,-135.9
204.380655,-135.9
204.480656,-136.0
204.58067,-136.1
204.680663,-136.2
204.780779,-136.4
204.880697,-136.5
204.980796,-136.7
205.080684,-136.9
205.180841,-137.0
205.280801,-137.2
205.380706,-137.3
205.480652,-137.5
205.580666,-137.6
205.680641,-137.8
205.780783,-137.8
205.880727,-138.0
205.980689,-138.1
206.080838,-138.2
206.180673,-138.4
206.280713,-138.4
206.380663,-138.6
206.480648,-138.7
206.580652,-138.8
206.680658,-138.9
206.78071,-139.0
206.880665,-139.1
206.980715,-139.1
207.080661,-139.2
207.180761,-139.3
207.280802,-139.4
207.380692,-139.6
207.48066,-139.6
207.580653,-139.8
207.680672,-140.0
207.780803,-140.1
207.880695,-140.3
207.980697,-140.5
208.080686,-140.6
208.180786,-140.7
208.280836,-140.9
208.380756,-141.0
208.48078,-141.1
208.580645,-141.2
208.680664,-141.3
208.780678,-141.4
208.880742,-141.6
208.980823,-141.7
209.080796,-141.7
209.180764,-141.8
209.280721,-141.9
209.380806,-142.0
209.480657,-142.1
209.580661,-142.1
209.680649,-142.2
209.780664,-142.3
209.880784,-142.4
209.980718,-142.5
210.080783,-142.7
210.180664,-142.8
210.280767,-143.0
210.380662,-143.2
210.480704,-143.3
210.580662,-143.5
210.680667,-143.6
210.780664,-143.7
210.880678,-143.8
210.980835,-144.0
211.080829,-144.0
211.180718,-144.2
211.280813,-144.3
211.380828,-144.4
211.480718,-144.5
211.580667,-144.6
211.68065,-144.6
211.780682,-144.7
211.88069,-144.8
211.980679,-144.9
212.080806,-144.9
212.180853,-145.0
212.280723,-145.1
212.480694,-145.3
212.580667,-145.5
212.680651,-145.6
212.780665,-145.8
212.880699,-145.9
212.980726,-146.1
213.080827,-146.2
213.180822,-146.3
213.280824,-146.4
213.38076,-146.6
213.480722,-146.7
213.580663,-146.8
213.680678,-146.9
213.78067,-147.0
213.880678,-147.1
213.980882,-147.2
214.080787,-147.3
214.180737,-147.3
214.28073,-147.4
214.380753,-147.5
214.480842,-147.5
214.58076,-147.6
214.680665,-147.7
214.780671,-147.8
214.880653,-147.9
214.980691,-148.0
215.080699,-148.1
215.180816,-148.3
215.280832,-148.5
215.380856,-148.6
215.480724,-148.7
215.580823,-148.8
215.680661,-149.0
215.780667,-149.1
215.880653,-149.2
215.980682,-149.3
216.080743,-149.4
216.180807,-149.5
216.280876,-149.6
216.380705,-149.7
216.480806,-149.8
216.580857,-149.8
216.680658,-149.9
216.780663,-150.0
216.880667,-150.0
216.98075,-150.1
217.080844,-150.1
217.180764,-150.2
217.28077,-150.3
217.38082,-150.5
217.480676,-150.6
217.580753,-150.7
217.680684,-150.9
217.780686,-151.0
217.880667,-151.2
217.980789,-151.3
218.080683,-151.4
218.180755,-151.5
218.280705,-151.6
218.380817,-151.7
218.480713,-151.8
218.580696,-151.9
218.680676,-152.0
218.780669,-152.1
218.880681,-152.2
218.980678,-152.2
219.080786,-152.3
219.180806,-152.4
219.280772,-152.4
219.380757,-152.5
219.480745,-152.5
219.580755,-152.6
219.680876,-152.7
219.780669,-152.8
219.880677,-152.9
219.980665,-153.1
220.080856,-153.2
220.18079,-153.4
220.280801,-153.5
220.380746,-153.6
220.480782,-153.8
220.580677,-153.9
220.680741,-153.9
220.780686,-154.0
220.880685,-154.1
220.980673,-154.2
221.080746,-154.3
221.180768,-154.4
221.280854,-154.4
221.380861,-154.5
221.480823,-154.6
221.580821,-154.6
221.680849,-154.7
221.780682,-154.7
221.880673,-154.8
221.980678,-154.9
222.08087,-155.0
222.180762,-155.2
222.280747,-155.2
222.380858,-155.4
222.48082,-155.5
222.580723,-155.7
222.680709,-155.8
222.7807,-155.9
222.880678,-156.0
222.980675,-156.1
223.080847,-156.2
223.180765,-156.3
223.280743,-156.4
223.380734,-156.5
223.480699,-156.5
223.580819,-156.6
223.680708,-156.7
223.780731,-156.7
223.880688,-156.8
223.98068,-156.8
224.080692,-156.8
224.180726,-156.9
224.280843,-157.0
224.380698,-157.1
224.480827,-157.2
224.580863,-157.3
224.680785,-157.5
224.780793,-157.6
224.880681,-157.7
224.980682,-157.9
225.080686,-158.0
225.180777,-158.1
225.280847,-158.2
225.380764,-158.3
225.480764,-158.3
225.580872,-158.5
225.680815,-158.5
225.780789,-158.6
225.880736,-158.6
225.98068,-158.6
226.080683,-158.7
226.180673,-158.8
226.280852,-158.8
226.380868,-158.9
226.480725,-158.9
226.68069,-159.1
226.780832,-159.3
226.880729,-159.4
226.980687,-159.5
227.080686,-159.6
227.180684,-159.8
227.280731,-159.9
227.380748,-160.0
227.480737,-160.1
227.580788,-160.2
227.680724,-160.2
227.780774,-160.3
227.880776,-160.4
227.980694,-160.5
228.080684,-160.6
228.180687,-160.6
228.280774,-160.6
228.380745,-160.7
228.480743,-160.7
228.580876,-160.8
228.680768,-160.9
228.780836,-160.9
228.880698,-161.0
228.980696,-161.1
229.080686,-161.3
229.180676,-161.4
229.28082,-161.5
229.380829,-161.7
229.480792,-161.8
229.580705,-161.9
229.680781,-162.0
229.780708,-162.0
229.880833,-162.1
229.980663,-162.2
230.080666,-162.3
230.180678,-162.3
230.280671,-162.4
230.380726,-162.5
230.48083,-162.6
230.580787,-162.6
230.680724,-162.6
230.780743,-162.6
230.880819,-162.7
230.980777,-162.7
231.080667,-162.8
231.18067,-162.9
231.280676,-163.0
231.380821,-163.2
231.480711,-163.3
231.580836,-163.5
231.680688,-163.5
231.780852,-163.7
231.88073,-163.7
231.980806,-163.8
232.080665,-163.9
232.180655,-164.0
232.280656,-164.1
232.380734,-164.1
232.480803,-164.2
232.580827,-164.3
232.680816,-164.3
232.780778,-164.3
232.880868,-164.4
232.980731,-164.4
233.080649,-164.4
233.180653,-164.5
233.280654,-164.6
233.380764,-164.7
233.480688,-164.8
233.580742,-165.0
233.780758,-165.2
233.880773,-165.3
233.980642,-165.4
234.080658,-165.5
234.280671,-165.6
234.38065,-165.8
234.480813,-165.8
234.58071,-165.9
234.680843,-165.9
234.780854,-166.0
234.880656,-166.0
234.98076,-166.1
235.080838,-166.1
235.180645,-166.1
235.280655,-166.2
235.380648,-166.2
235.480792,-166.3
235.580654,-166.4
235.680779,-166.5
235.780834,-166.7
235.88073,-166.8
235.98066,-166.9
236.080663,-167.0
236.180643,-167.1
236.28064,-167.2
236.380747,-167.3
236.480561,-167.4
236.580792,-167.4
236.680661,-167.5
236.780779,-167.5
236.880841,-167.6
236.980691,-167.7
237.080725,-167.7
237.180622,-167.7
237.280624,-167.8
237.380651,-167.8
237.480693,-167.8
237.580723,-167.9
237.680827,-168.0
237.780684,-168.1
237.880688,-168.3
237.980794,-168.4
238.080731,-168.5
238.180636,-168.6
238.280615,-168.7
238.380621,-168.8
238.480616,-168.9
238.580721,-168.9
238.680749,-169.0
238.780751,-169.1
238.88074,-169.1
238.980676,-169.1
239.080776,-169.2
239.180613,-169.3
239.280623,-169.3
239.380616,-169.3
239.480599,-169.3
239.580628,-169.3
239.680737,-169.4
239.780671,-169.5
239.880795,-169.6
239.980818,-169.8
240.080643,-169.8
240.180641,-170.0
240.280602,-170.1
240.380616,-170.2
240.4806,-170.2
240.580681,-170.4
240.680644,-170.5
240.78068,-170.5
240.880636,-170.6
240.980686,-170.6
241.080595,-170.7
241.180792,-170.7
241.380604,-170.8
241.480609,-170.8
241.58075,-170.8
241.680671,-170.9
241.780623,-170.9
241.880668,-171.0
241.980604,-171.1
242.080726,-171.3
242.180601,-171.3
242.280594,-171.4
242.380582,-171.5
242.480601,-171.6
242.580676,-171.7
242.680619,-171.8
242.780626,-171.9
242.880639,-172.0
242.98069,-172.0
243.08067,-172.1
243.180611,-172.1
243.280604,-172.2
243.380587,-172.2
243.480588,-172.2
243.580684,-172.3
243.680786,-172.2
243.780603,-172.3
243.880608,-172.4
243.98065,-172.5
244.080776,-172.5
244.180611,-172.7
244.280573,-172.7
244.380579,-172.8
244.480593,-173.0
244.580586,-173.1
244.680615,-173.1
244.780786,-173.2
244.880343,-173.3
244.980553,-173.4
245.080313,-173.5
245.180399,-173.5
245.280277,-173.5
245.380212,-173.6
245.480214,-173.6
245.580206,-173.6
245.680501,-173.6
245.780577,-173.6
245.880308,-173.7
245.980244,-173.7
246.080415,-173.8
246.180423,-173.9
246.280446,-174.0
246.380204,-174.2
246.480201,-174.3
246.580202,-174.4
246.680342,-174.5
246.780378,-174.5
246.880422,-174.6
246.980322,-174.7
247.080449,-174.7
247.180509,-174.8
247.280554,-174.8
247.380191,-174.9
247.480197,-174.9
247.580189,-175.0
247.680281,-174.9
247.78033,-175.0
247.880236,-175.0
247.980215,-175.0
248.080514,-175.1
248.180472,-175.2
248.280288,-175.3
248.380334,-175.4
248.48034,-175.5
248.680219,-175.7
248.780429,-175.8
248.880347,-175.9
248.980383,-176.0
249.080456,-176.0
249.180423,-176.1
249.280293,-176.1
249.38021,-176.2
249.480334,-176.2
249.58034,-176.2
249.680332,-176.2
249.780402,-176.3
249.880478,-176.3
249.980281,-176.3
250.180539,-176.4
250.280423,-176.5
250.380445,-176.6
250.480335,-176.8
250.580327,-176.9
250.68032,-177.0
250.780326,-177.1
250.880396,-177.2
250.980527,-177.2
251.080203,-177.3
251.180229,-177.3
251.280513,-177.4
251.380417,-177.4
251.480348,-177.5
251.580324,-177.5
251.680316,-177.5
251.780283,-177.5
251.880279,-177.5
251.980398,-177.6
252.080339,-177.6
252.180427,-177.7
252.280371,-177.8
252.380254,-177.9
252.48031,-178.0
252.580315,-178.1
252.680308,-178.2
252.780318,-178.3
252.88042,-178.4
252.980517,-178.4
253.080405,-178.5
253.180285,-178.5
253.280367,-178.6
253.38035,-178.7
253.480326,-178.7
253.580307,-178.7
253.680295,-178.7
253.780292,-178.7
253.880266,-178.7
253.980355,-178.8
254.080354,-178.8
254.180468,-178.8
254.280417,-179.0
254.380379,-179.0
254.480509,-179.1
254.580295,-179.3
254.680287,-179.4
254.780301,-179.5
254.880477,-179.5
254.980402,-179.6
255.080365,-179.7
255.180391,-179.7
255.280381,-179.8
255.380289,-179.8
255.480292,-179.8
255.580286,-179.9
255.680279,-179.9
255.780284,-179.9
255.880279,-179.9
255.980455,-179.9
256.080398,-180.0
256.180371,-180.0
256.280293,-180.1
256.380215,-180.2
256.480237,-180.3
256.580365,-180.4
256.680269,-180.5
256.780274,-180.6
256.880274,-180.6
256.980398,-180.7
257.080446,-180.8
257.180447,-180.9
257.28033,-180.9
257.380476,-181.0
257.480304,-181.0
257.580499,-181.0
257.680266,-181.0
257.780267,-181.0
257.880258,-181.0
257.980365,-181.1
258.080409,-181.1
258.18043,-181.1
258.280335,-181.2
258.380292,-181.3
258.480236,-181.3
258.580392,-181.5
258.680253,-181.6
258.780259,-181.7
258.880259,-181.8
258.980353,-181.8
259.080313,-181.9
259.180342,-181.9
259.280358,-181.9
259.3804,-182.0
259.480402,-182.1
259.580324,-182.1
259.680241,-182.1
259.780242,-182.1
259.880228,-182.1
259.980247,-182.1
260.080467,-182.1
260.180343,-182.2
260.280274,-182.3
260.380395,-182.4
260.480374,-182.5
260.580389,-182.6
260.780247,-182.7
260.880229,-182.8
260.980283,-182.9
261.080343,-183.0
261.18033,-183.0
261.28034,-183.0
261.380382,-183.1
261.480397,-183.1
261.580306,-183.1
261.680237,-183.1
261.780234,-183.1
261.880247,-183.1
261.980235,-183.1
262.080353,-183.2
262.180339,-183.2
262.280297,-183.3
262.380383,-183.4
262.480372,-183.5
262.580385,-183.6
262.68029,-183.7
262.780226,-183.8
262.880212,-183.8
262.980227,-183.9
263.080345,-184.0
263.180226,-184.0
263.280329,-184.0
263.380486,-184.1
263.480337,-184.1
263.680401,-184.1
263.780209,-184.1
263.880204,-184.1
263.980205,-184.1
264.080396,-184.1
264.180388,-184.3
264.280426,-184.4
264.380309,-184.5
264.48039,-184.6
264.580273,-184.7
264.680402,-184.7
264.780201,-184.8
264.8802,-184.9
264.980202,-184.9
265.0802,-185.0
265.180267,-185.0
265.280318,-185.0
265.48034,-185.1
265.58023,-185.1
265.680265,-185.0
265.780531,-185.1
265.880346,-185.1
265.980193,-185.1
266.080205,-185.2
266.180325,-185.3
266.280508,-185.4
266.380298,-185.5
266.580272,-185.6
266.680407,-185.7
266.78029,-185.8
266.880197,-185.9
266.980198,-185.9
267.080223,-185.9
267.180237,-186.0
267.28023,-186.0
267.38044,-186.0
267.480451,-186.1
267.58044,-186.0
267.680291,-186.0
267.780464,-186.1
267.880211,-186.0
268.080211,-186.2
268.180388,-186.2
268.280392,-186.4
268.380408,-186.4
268.480207,-186.5
268.680423,-186.6
268.780451,-186.7
268.880203,-186.8
268.980204,-186.8
269.180375,-186.9
269.48037,-187.0
269.68059,-186.9
269.780494,-186.9
273.180208,-188.7
273.780258,-188.7
273.980275,-188.9
274.28032,-189.2
274.580247,-189.3
274.680289,-189.4
274.780351,-189.5
274.880345,-189.5
275.180348,-189.5
275.280253,-189.5
275.580372,-189.5
275.680224,-189.6
275.780274,-189.6
275.880307,-189.7
276.080214,-189.9
276.180217,-190.0
276.280209,-190.1
276.380311,-190.1
276.780295,-190.3
276.880356,-190.3
277.180253,-190.3
277.280219,-190.3
277.480434,-190.3
277.580444,-190.3
277.880354,-190.6
278.280206,-190.9
278.380211,-191.0
278.480343,-191.0
278.6803,-191.1
278.880403,-191.1
279.180226,-191.1
279.280218,-191.0
279.580424,-191.2
279.880469,-191.4
279.980429,-191.5
280.180213,-191.7
280.58031,-191.8
280.780362,-191.8
281.080426,-191.8
281.480226,-191.9
