T,gyro_1f_az
196.089843,169
196.18984,171
196.289839,172
196.389873,172
196.48985,172
196.589824,171
196.689855,166
196.789868,168
196.889843,165
196.98987,162
197.089838,158
197.189835,156
197.289821,153
197.389828,150
197.489833,147
197.589833,146
197.689838,145
197.789837,145
197.889812,144
197.989852,145
198.08986,146
198.189844,148
198.28983,151
198.389812,154
198.48983,157
198.589831,160
198.689821,164
198.789808,167
198.889836,169
198.989823,171
199.089845,172
199.189815,172
199.289814,173
199.389835,172
199.489853,170
199.589853,168
199.68983,166
199.789817,162
199.889859,159
199.989819,156
200.089827,152
200.189824,149
200.289823,147
200.389817,145
200.489809,144
200.589821,144
200.689813,144
200.789813,145
200.889854,147
200.989814,149
201.089823,152
201.189819,155
201.289818,164
201.389813,160
201.489831,165
201.589817,168
201.689835,170
201.789822,172
201.889823,173
201.989836,173
202.089832,172
202.189828,171
202.28984,170
202.389835,167
202.489812,163
202.589813,160
202.689817,156
202.78983,153
202.889818,150
202.989806,147
203.089827,145
203.189797,144
203.289796,143
203.389804,144
203.489821,144
203.589822,146
203.6898,149
203.789799,152
203.889814,155
203.989814,158
204.089809,162
204.189793,165
204.289792,168
204.389799,171
204.489791,172
204.589817,174
204.689821,173
204.789795,173
204.889797,171
204.989823,168
205.089831,165
205.189815,162
205.289801,159
205.389812,155
205.489803,152
205.589817,149
205.689794,146
205.789795,144
205.889796,143
205.989809,143
206.089804,142
206.189788,145
206.2898,147
206.389795,151
206.489773,152
206.589799,157
206.68979,161
206.789803,164
206.889804,168
206.989792,171
207.0898,173
207.19336,174
207.289796,172
207.389777,173
207.489795,171
207.589781,169
207.689799,166
207.789812,163
207.8898,158
207.989761,155
208.089783,151
208.189792,148
208.289791,145
208.389786,144
208.48979,143
208.58979,143
208.689821,143
208.789794,146
208.889783,148
208.989783,151
209.089778,155
209.189789,159
209.289776,162
209.389784,166
209.489814,169
209.589788,172
209.689805,173
209.789792,174
209.889807,174
209.98978,172
210.089788,170
210.189812,167
210.289798,164
210.389765,160
210.489783,156
210.58977,152
210.689787,149
210.789787,146
210.889763,143
210.993312,142
211.089784,143
211.189781,143
211.289767,145
211.389787,147
211.489779,150
211.689783,158
211.789783,162
211.889771,166
211.989771,169
212.089767,172
212.189777,174
212.289802,174
212.389773,174
212.489774,173
212.589761,171
212.689778,168
212.789766,164
212.893316,160
212.98978,156
213.089762,152
213.189772,148
213.289784,145
213.389771,143
213.489783,142
213.58977,142
213.689787,143
213.889789,147
213.989762,151
214.089758,155
214.189767,159
214.289793,164
214.389754,167
214.489752,170
214.589752,173
214.68977,174
214.793319,174
214.889797,174
214.989771,172
215.08978,169
215.189763,166
215.289789,162
215.389763,158
215.489734,154
215.589761,149
215.689752,146
215.789739,144
215.889767,142
215.989754,142
216.089762,142
216.189798,144
216.289771,147
216.389731,151
216.489756,154
216.589757,158
216.690534,163
216.789761,167
216.889762,170
216.989749,173
217.089757,174
217.189754,175
217.289767,174
217.389753,172
217.489792,170
217.589766,167
217.689769,162
217.789756,158
217.889758,153
217.989758,150
218.089753,146
218.189763,144
218.289735,142
218.389736,142
218.489761,142
218.589761,143
218.689765,147
218.789779,150
218.889767,155
218.989753,159
219.089762,163
219.189772,167
219.289744,171
219.389731,173
219.489757,175
219.589756,175
219.689747,174
219.789774,172
219.889762,169
219.989762,165
220.089758,161
220.189741,157
220.289727,151
220.38974,148
220.489752,145
220.589739,143
220.689756,141
220.789743,141
220.889744,143
220.989745,145
221.089753,148
221.189736,152
221.289749,156
221.389749,161
221.489747,165
221.589734,169
221.689739,172
221.789738,174
221.88974,175
221.989754,175
222.089748,173
222.189745,170
222.289758,167
222.389744,163
222.489756,158
222.589756,153
222.689748,149
222.789734,145
222.889722,143
222.98971,141
223.089717,141
223.189715,142
223.289727,144
223.389727,147
223.489712,151
223.589726,156
223.689729,160
223.78973,165
223.889745,169
223.989731,172
224.089726,173
224.18971,176
224.289722,175
224.389709,173
224.489734,170
224.589708,167
224.689738,163
224.789725,158
224.889714,153
224.989727,149
225.089735,145
225.189719,142
225.289704,141
225.389705,141
225.48973,142
225.589743,144
225.689721,147
225.789734,151
225.889735,156
225.989709,161
226.089704,166
226.189701,170
226.289713,173
226.389727,175
226.489739,176
226.589699,175
226.689703,173
226.789717,170
226.889731,166
226.989718,161
227.08974,156
227.189723,151
227.289735,147
227.389722,143
227.489694,141
227.589721,140
227.689738,140
227.789712,142
227.889713,145
227.989687,148
228.089708,153
228.189705,158
228.289718,162
228.389731,167
228.489716,171
228.58969,173
228.689734,175
228.789721,176
228.889696,174
228.989722,171
229.089717,168
229.189688,163
229.289713,158
229.389673,153
229.489699,149
229.589712,145
229.689703,142
229.789703,140
229.889691,140
229.989691,141
230.089713,144
230.18971,147
230.289709,151
230.389695,156
230.489694,161
230.589708,166
230.689686,170
230.789701,173
230.889702,175
230.989702,175
231.089711,174
231.189694,172
231.289719,168
231.389706,163
231.489718,159
231.589705,154
231.689683,149
231.789696,145
231.88971,142
231.989698,141
232.089693,140
232.18969,141
232.289688,143
232.389702,147
232.489674,151
232.589687,156
232.689705,161
232.789705,166
232.889706,170
232.98968,173
233.089689,175
233.189685,175
233.289671,174
233.389711,172
233.489696,168
233.589696,164
233.689701,159
233.789687,154
233.889689,149
233.989689,145
234.089671,141
234.189667,140
234.28968,139
234.389667,141
234.489678,143
234.589679,147
234.689683,151
234.789709,156
234.889684,162
234.989698,166
235.089692,170
235.189676,173
235.289715,175
235.389715,176
235.489714,175
235.589687,171
235.689704,168
235.789678,163
235.88968,157
235.98968,152
236.089675,147
236.189685,143
236.289671,141
236.389671,140
236.489683,139
236.58967,141
236.689687,144
236.789674,149
236.889676,154
236.989662,159
237.089671,163
237.189668,168
237.289666,172
237.38968,175
237.489665,176
237.589691,175
237.689656,173
237.789656,170
237.889671,166
237.989671,160
238.089653,155
238.18965,150
238.289675,145
238.389662,142
238.489648,140
238.589647,139
238.689678,140
238.789665,143
238.889666,147
238.989653,151
239.089675,156
239.189672,161
239.289684,166
239.389658,171
239.489656,174
239.589669,176
239.689634,176
239.789648,175
239.889662,171
239.989662,166
240.089671,162
240.189654,156
240.289653,151
240.389667,146
240.489678,143
240.589665,140
240.689643,140
240.789643,140
240.889644,142
240.989658,145
241.089666,150
241.189663,155
241.289636,161
241.389675,166
241.489674,171
241.589649,174
241.689641,176
241.78968,176
241.889655,175
241.989669,172
242.089637,168
242.189647,162
242.289633,157
242.389633,152
242.489632,147
242.589645,143
242.689649,140
242.789649,139
242.889651,140
242.989664,141
243.089686,145
243.18963,149
243.289681,155
243.389628,160
243.489654,166
243.589641,170
243.689658,174
243.789632,176
243.889646,175
243.989646,176
244.089628,171
244.189625,168
244.289624,162
244.389664,157
244.489636,149
244.589609,146
244.689653,142
244.789627,140
244.889628,139
244.989615,140
245.08965,142
245.1897,146
245.289619,151
245.389633,156
245.489645,162
245.589645,167
245.689662,171
245.789636,174
245.889637,176
245.989624,176
246.089606,175
246.189616,171
246.289642,166
246.389629,161
246.489614,156
246.589627,150
246.689618,145
246.789618,142
246.889606,139
246.98962,139
247.089628,140
247.189638,142
247.289637,147
247.389638,152
247.489622,158
247.589623,163
247.689627,168
247.789627,173
247.889655,176
247.989642,177
248.08965,176
248.189634,174
248.289646,170
248.389633,164
248.489618,159
248.589618,153
248.689649,148
248.789623,143
248.889598,140
248.98965,139
249.089646,139
249.189629,140
249.289615,145
249.389628,149
249.489653,155
249.589627,160
249.689605,166
249.789631,171
249.889646,174
249.989606,176
250.089615,177
250.189638,175
250.289637,172
250.389624,167
250.489623,161
250.589636,156
250.689614,150
250.78964,145
250.889615,141
250.989589,139
251.08961,138
251.193117,140
251.289619,143
251.389606,147
251.489618,152
251.589618,159
251.689609,164
251.78961,169
251.88961,173
251.989611,176
252.089619,176
252.189589,176
252.289615,173
252.389602,169
252.4896,163
252.589614,158
252.689631,152
252.789605,145
252.889606,142
252.989606,139
253.093111,139
253.189625,139
253.289624,142
253.389624,146
253.489609,151
253.589609,157
253.689601,163
253.789587,168
253.889615,173
253.989629,176
254.089597,177
254.189594,176
254.289619,173
254.389593,170
254.489605,164
254.589605,159
254.689582,153
254.789583,147
254.889597,142
254.993121,139
255.089592,138
255.18959,138
255.389615,145
255.489587,150
255.689604,162
255.789605,167
255.889606,172
255.98958,175
256.089575,177
256.189585,176
256.28957,174
256.389597,170
256.48957,165
256.589596,159
256.689587,152
256.789574,147
256.893125,143
256.989562,139
257.089584,137
257.189581,138
257.289593,141
257.38958,144
257.489592,150
257.589565,154
257.689569,162
257.78957,168
257.889571,173
257.989585,176
258.089568,177
258.189591,177
258.28959,174
258.389577,170
258.489589,165
258.589602,158
258.689593,152
258.793077,147
258.889555,142
258.989568,138
259.089577,138
259.189547,139
259.289586,141
259.389573,146
259.489571,150
259.589558,157
259.689576,163
259.789575,169
259.889577,173
259.989551,177
260.189569,176
260.289568,173
260.389581,169
260.489553,163
260.58958,157
260.693094,151
260.789571,146
260.889573,141
260.989573,138
261.089568,138
261.189565,139
261.289564,142
261.389577,147
261.489562,152
261.589563,159
261.689566,165
261.78954,170
261.889568,174
261.989555,177
262.089577,177
262.189547,177
262.289585,173
262.389559,167
262.489571,161
262.593081,155
262.689549,152
262.789562,144
262.889538,140
262.98955,138
263.089586,138
263.189569,139
263.289568,144
263.389555,148
263.489567,154
263.58958,161
263.689546,167
263.78956,172
263.889561,175
263.989535,177
264.089557,177
264.189527,175
264.289552,170
264.389539,165
264.491145,159
264.589551,152
264.689529,147
264.789543,142
264.889543,139
264.989557,137
265.089539,138
265.189562,144
265.289561,145
265.389548,151
265.48956,158
265.589573,164
265.689551,169
265.789551,174
265.889539,176
266.089574,176
266.189558,173
266.289557,166
266.390658,162
266.489542,156
266.68956,144
266.78956,140
266.889522,138
266.989535,138
267.189514,143
267.289513,148
267.389565,155
267.589538,167
267.689529,172
267.789529,176
267.889557,177
267.98953,177
268.089525,174
268.189536,170
268.290662,165
268.389508,158
268.48952,151
268.589547,147
268.689551,141
268.789498,138
268.889526,137
268.989513,138
269.089534,142
269.189545,147
269.289503,152
269.489529,166
269.589515,171
273.589498,177
273.689528,178
273.889517,173
273.989503,168
274.290622,149
274.389508,143
274.689511,138
274.789524,140
274.889513,144
274.989499,150
275.189492,163
275.289503,169
275.38949,174
275.489502,177
275.589515,177
275.689493,176
275.789493,173
275.889508,168
276.190628,148
276.289512,144
276.389512,139
276.489485,137
276.689515,140
276.789489,144
276.989477,157
277.189482,169
277.289508,174
277.489493,178
277.58948,177
277.889486,162
278.189478,143
278.289503,139
278.38949,137
278.489475,137
278.689493,144
278.889495,157
278.989508,164
279.189473,175
279.289473,177
279.589498,173
279.990237,148
280.089485,142
280.189509,138
280.289468,137
280.589493,145
282.089463,137
