T,gyro_5f_roll[deg]
17.68305,359.7
17.783231,359.7
17.883211,359.7
17.983179,359.7
18.083064,359.7
18.183054,359.7
18.283073,359.7
18.383269,359.7
18.483159,359.7
18.583228,359.8
18.68331,359.8
18.783243,359.8
18.88302,359.8
18.983339,359.8
19.083054,359.7
19.283059,359.7
19.38311,359.7
19.583325,359.8
19.683159,359.7
19.783146,359.7
19.88309,359.7
19.983224,359.7
20.083055,359.7
20.183089,359.7
20.283099,359.7
20.383135,359.7
20.583147,359.7
20.683203,359.7
20.783075,359.7
20.883156,359.7
20.983159,359.7
21.083051,359.7
21.183116,359.7
21.283126,359.7
21.383041,359.7
21.483329,359.8
21.583155,359.8
21.683193,359.8
21.78315,359.8
21.88328,359.9
21.983348,0.0
22.083043,0.1
22.183041,0.1
22.283047,0.2
22.383162,0.2
22.483224,0.3
22.583333,0.4
22.683132,0.4
22.783163,0.4
22.883209,0.4
22.983223,0.4
23.08327,0.4
23.18302,0.5
23.283034,0.5
23.383027,0.4
23.483356,0.3
23.583216,0.2
23.683137,0.1
23.783278,0.0
23.883034,359.9
23.983339,359.9
24.08339,359.9
24.183029,359.9
24.283057,359.9
24.383023,359.8
24.483393,359.8
24.58331,359.7
24.683226,359.6
24.783195,359.5
24.883209,359.4
24.983228,359.4
25.083123,359.3
25.183087,359.3
25.283027,359.2
25.383019,359.0
25.483358,358.9
25.58336,358.7
25.683218,358.7
25.78316,358.6
25.883284,358.6
25.983272,358.5
26.08322,358.4
26.183017,358.3
26.283014,358.3
26.38309,358.2
26.483012,358.1
26.583272,358.0
26.683187,357.9
26.783217,357.8
26.883324,357.7
26.983241,357.5
27.083305,357.4
27.183166,357.2
27.283015,357.1
27.383007,357.0
27.483004,356.9
27.583217,356.8
27.683313,356.6
27.783238,356.5
27.883173,356.5
27.983231,356.5
28.083187,356.5
28.183213,356.3
28.283014,356.2
28.383002,356.1
28.483007,356.0
28.582995,355.9
28.683286,355.9
28.783136,355.8
28.883283,355.7
28.983319,355.6
29.083211,355.5
29.183181,355.5
29.283328,355.5
29.382976,355.4
29.483021,355.4
29.583,355.4
29.683185,355.5
29.783116,355.5
29.883328,355.6
29.983184,355.6
30.083256,355.5
30.183345,355.5
30.28324,355.6
30.383153,355.5
30.483237,355.5
30.583261,355.4
30.683326,355.4
30.783227,355.3
30.883157,355.3
30.98321,355.3
31.08322,355.3
31.183177,355.3
31.283204,355.4
31.383147,355.3
31.48314,355.4
31.583128,355.4
31.683065,355.4
31.78317,355.5
31.883346,355.5
31.983295,355.5
32.083215,355.6
32.183288,355.6
32.283122,355.7
32.383108,355.7
32.483096,355.7
32.583128,355.7
32.68325,355.7
32.783086,355.7
32.883084,355.8
32.983245,355.9
33.08316,355.9
33.183278,355.9
33.283134,355.7
33.383144,355.6
33.483123,355.5
33.583124,355.4
33.68313,355.4
33.783169,355.4
33.883313,355.4
33.98317,355.3
34.083315,355.2
34.183216,355.2
34.283297,355.1
34.383352,355.2
34.483115,355.2
34.58313,355.3
34.683117,355.3
34.783217,355.3
34.883207,355.3
34.983238,355.2
35.08322,355.1
35.183253,355.1
35.283143,355.0
35.383251,355.0
35.483111,354.9
35.583112,354.8
35.683105,354.6
35.78311,354.5
35.883164,354.5
35.983214,354.5
36.083116,354.5
36.183154,354.4
36.283148,354.5
36.383268,354.5
36.483116,354.6
36.583117,354.7
36.683119,354.6
36.783205,354.6
36.883087,354.6
36.983324,354.6
37.083257,354.7
37.183335,354.7
37.283102,354.7
37.383141,354.7
37.483093,354.8
37.583099,354.9
37.683091,355.0
37.783181,355.1
37.883244,355.2
37.983035,355.2
38.083109,355.3
38.183041,355.3
38.28321,355.4
38.383211,355.5
38.483209,355.6
38.583099,355.7
38.683079,355.8
38.783091,355.8
38.883308,355.9
38.983063,356.0
39.083181,356.0
39.18325,356.1
39.283247,356.2
39.383231,356.2
39.483109,356.2
39.583087,356.2
39.683088,356.2
39.783092,356.2
39.883189,356.2
39.983268,356.2
40.083227,356.2
40.18324,356.2
40.283136,356.2
40.383278,356.2
40.483255,356.2
40.583081,356.2
40.683095,356.1
40.783082,356.1
40.883194,356.1
40.983237,356.1
41.083147,356.2
41.183274,356.2
41.283157,356.3
41.383305,356.3
41.483288,356.3
41.583077,356.3
41.683092,356.3
41.783074,356.4
41.883127,356.5
41.983106,356.5
42.083087,356.5
42.183166,356.5
42.283177,356.5
42.383194,356.5
42.48317,356.5
42.583082,356.6
42.683088,356.6
42.78307,356.7
42.883219,356.8
42.983251,356.8
43.083139,356.8
43.183292,356.8
43.283236,356.7
43.383144,356.7
43.483211,356.7
43.583226,356.7
43.683062,356.7
43.783115,356.7
43.883063,356.7
43.9832,356.7
44.083274,356.7
44.183206,356.7
44.283106,356.8
44.383168,356.8
44.483156,356.9
44.583224,356.9
44.683054,357.0
44.783049,357.1
44.883055,357.2
44.983145,357.4
45.083097,357.5
45.183171,357.7
45.283288,357.8
45.383219,357.9
45.483113,358.0
45.583102,358.1
45.68305,358.2
45.783045,358.2
45.883051,358.2
45.983217,358.3
46.083252,358.2
46.183312,358.2
46.283289,358.2
46.383211,358.2
46.483222,358.2
46.583223,358.2
46.683038,358.1
46.78305,358.1
46.883051,358.1
46.983242,358.0
47.083216,358.0
47.183246,358.0
47.283169,358.0
47.383206,358.0
47.483107,357.9
47.583288,357.9
47.683038,357.8
47.783046,357.8
47.883047,357.7
47.98318,357.7
48.083221,357.6
48.183136,357.6
48.283257,357.5
48.3831,357.5
48.483225,357.5
48.583238,357.5
48.683147,357.6
48.783029,357.6
48.883083,357.6
48.98308,357.7
49.083184,357.7
49.183283,357.7
49.283259,357.8
49.383283,357.8
49.483285,357.8
49.583188,357.8
49.783012,357.9
49.883115,357.9
49.983155,357.9
50.083147,358.0
50.183302,358.0
50.283145,357.9
50.383236,357.9
50.48325,357.9
50.583146,358.0
50.683157,358.0
50.783032,358.0
50.88302,358.0
50.983025,358.0
51.083195,358.0
51.183224,358.0
51.283295,358.0
51.383253,358.0
51.483175,358.1
51.583371,358.1
51.683221,358.1
51.783023,358.1
51.883025,358.1
51.983017,358.1
52.083029,358.0
52.183154,358.0
52.283299,358.0
52.483145,357.9
52.583261,357.9
52.683203,357.9
52.783141,357.8
53.183199,357.7
53.383234,357.6
53.583221,357.5
53.68312,357.5
53.78319,357.6
53.883253,357.6
54.983032,357.9
55.083022,358.0
55.183021,358.0
55.283221,358.0
55.383152,358.0
55.483127,358.0
55.58313,358.0
55.68321,358.0
55.783238,358.0
55.883152,357.9
55.983015,357.9
56.083031,357.9
56.18303,357.8
56.283229,357.8
56.383292,357.8
56.4834,357.8
56.583218,357.8
56.683175,357.7
56.783237,357.7
56.883406,357.6
56.98313,357.6
57.083023,357.6
57.183022,357.5
57.283243,357.5
57.383223,357.4
57.483216,357.4
57.583289,357.4
57.683096,357.4
57.783171,357.4
57.88334,357.3
57.983126,357.3
58.083037,357.3
58.183022,357.3
58.28316,357.3
58.383206,357.3
58.483183,357.4
58.583212,357.4
58.683195,357.4
58.783164,357.5
58.883191,357.5
58.983033,357.5
59.083023,357.5
59.183039,357.5
59.283325,357.5
59.383257,357.5
59.483242,357.5
59.583146,357.5
59.683407,357.5
59.783211,357.5
59.883234,357.5
59.983033,357.5
60.083036,357.5
60.183026,357.5
60.283032,357.6
60.383255,357.6
60.483279,357.6
60.583275,357.6
60.683201,357.6
60.783071,357.6
60.883136,357.7
60.983151,357.7
61.083033,357.7
61.183036,357.7
61.283042,357.7
61.383117,357.6
61.483334,357.5
61.583238,357.4
61.683209,357.4
61.783264,357.4
61.883104,357.4
61.983133,357.4
62.083046,357.4
62.183019,357.5
62.283046,357.5
62.383294,357.6
62.483122,357.8
62.583244,357.9
62.683254,357.9
62.783322,358.0
62.883117,358.0
62.983406,358.0
63.083089,358.0
63.18304,357.9
63.283028,357.9
63.383089,357.8
63.483156,357.7
63.583229,357.6
63.683298,357.6
63.783216,357.5
63.8833,357.5
63.983182,357.5
64.083127,357.5
64.18304,357.6
64.283037,357.6
64.383038,357.7
64.483188,357.8
64.583253,357.9
64.683256,358.0
64.783422,358.1
64.883161,358.2
64.983316,358.2
65.08327,358.2
65.183045,358.2
65.283029,358.2
65.383052,358.2
65.483211,358.1
65.583376,358.1
65.683246,358.2
65.783403,358.2
65.883147,358.2
65.983301,358.3
66.083181,358.4
66.18305,358.5
66.283043,358.5
66.383044,358.6
66.483293,358.6
66.583219,358.7
66.683146,358.8
66.783339,358.8
66.883365,358.8
66.983203,358.7
67.08325,358.6
67.183024,358.6
67.283056,358.5
67.383036,358.4
67.483185,358.3
67.583105,358.3
67.683201,358.3
67.783372,358.4
67.88323,358.5
67.983364,358.6
68.083136,358.7
68.383045,358.8
68.683217,359.0
68.783299,359.2
68.883268,359.3
68.983212,359.5
69.08339,359.5
69.183296,359.6
69.283044,359.7
69.383045,359.8
69.483051,359.9
69.583249,0.0
69.683139,0.1
69.783287,0.2
69.883085,0.3
69.983272,0.3
70.08326,0.3
70.183329,0.3
70.283041,0.2
70.38305,0.1
70.483201,0.0
70.583249,359.8
70.683182,359.7
70.783309,359.7
70.883282,359.7
70.983266,359.7
71.083199,359.8
71.183175,359.8
71.2832,359.8
71.38306,359.9
71.483048,0.0
71.583317,0.0
71.683115,0.1
71.783352,0.2
71.883383,0.2
71.983182,0.3
72.08326,0.4
72.183076,0.5
72.283055,0.7
72.383061,0.8
72.483053,0.8
72.583234,0.7
72.683238,0.6
72.783237,0.4
72.883181,0.3
72.883181,0.3
72.983284,0.3
73.083317,0.2
73.183173,0.2
73.283055,0.2
73.383048,0.2
73.483053,0.2
73.583235,0.2
73.683265,0.3
73.783209,0.5
73.883168,0.7
73.983298,0.9
74.083412,1.1
74.183404,1.2
74.283092,1.1
74.383047,1.0
74.483053,0.9
74.583054,0.8
74.683421,0.7
74.78334,0.7
74.883285,0.7
74.983407,0.7
75.083321,0.6
75.183153,0.4
75.283153,0.3
75.383064,0.2
75.483052,0.1
75.583053,0.1
75.683191,0.1
75.7834,0.2
75.883356,0.3
75.983295,0.4
76.083262,0.5
76.183296,0.6
76.283325,0.6
76.383205,0.6
76.483166,0.6
76.583062,0.5
76.683246,0.5
76.783296,0.4
76.883261,0.3
76.983197,0.2
77.08323,0.1
77.183242,359.9
77.283343,359.7
77.383074,359.5
77.483048,359.5
77.583063,359.4
77.683055,359.4
77.783265,359.4
77.88326,359.4
77.983184,359.3
78.083258,359.3
78.183253,359.3
78.283338,359.3
78.383387,359.2
78.483062,359.2
78.583054,359.2
78.683051,359.1
78.783257,359.1
78.883274,359.1
78.983215,359.0
79.083294,358.9
79.183342,358.8
79.283233,358.6
79.283233,358.6
79.383196,358.4
79.483287,358.3
79.583161,358.1
79.683149,358.0
79.783364,357.8
79.883262,357.7
79.9832,357.6
80.083168,357.4
80.183255,357.3
80.283343,357.2
80.383301,357.2
80.483152,357.3
80.583098,357.3
80.68318,357.4
80.783251,357.5
80.883312,357.6
80.983235,357.7
81.083314,357.7
81.183301,357.7
81.283258,357.8
81.383407,357.8
81.483102,357.8
81.583158,357.7
81.683122,357.7
81.783144,357.7
81.883159,357.7
81.983241,357.6
82.083179,357.5
82.183217,357.4
82.283192,357.3
82.38322,357.2
82.483217,357.1
82.583157,357.2
82.683158,357.2
82.783134,357.4
82.883134,357.5
82.983263,357.7
83.08325,357.8
83.183258,357.9
83.283216,358.0
83.383163,358.0
83.483108,358.0
83.583276,358.0
83.683167,357.9
83.783183,357.7
83.883308,357.6
83.983232,357.4
84.083259,357.3
84.183191,357.2
84.283141,357.2
84.383318,357.3
84.483306,357.4
84.583158,357.5
84.683164,357.7
84.78317,357.8
84.883233,357.9
84.983121,357.9
85.083117,357.9
85.183098,357.9
85.283153,357.9
85.38319,357.9
85.483133,358.0
85.78314,358.1
85.983199,357.7
86.083253,357.4
86.183354,357.2
86.283135,356.9
86.383119,356.8
86.483266,356.7
86.583282,356.6
86.683142,356.5
86.783167,356.4
86.883183,356.4
86.983156,356.4
87.083321,356.4
87.183204,356.5
87.283274,356.6
87.383209,356.7
87.483249,356.9
87.583252,357.0
87.683199,357.2
87.783247,357.3
87.883152,357.3
87.983183,357.3
88.083293,357.3
88.183119,357.2
88.283196,357.2
88.383256,357.1
88.483139,357.2
88.583255,357.1
88.683236,357.1
88.783146,357.1
88.883184,357.0
88.983129,357.0
89.083248,356.9
89.183341,356.9
89.2833,356.8
89.383186,356.8
89.483239,356.8
89.58317,356.7
89.683156,356.6
89.783145,356.5
89.883196,356.5
89.983268,356.5
90.083332,356.5
90.183346,356.5
90.283135,356.6
90.383287,356.6
90.483263,356.6
90.583145,356.7
90.683201,356.8
90.783212,357.0
90.883197,357.3
90.983185,357.6
91.083257,357.8
91.183285,358.0
91.283268,358.0
91.38327,358.0
91.483282,357.9
91.583292,357.8
91.683213,357.7
91.783168,357.8
91.883197,357.9
91.983291,358.1
92.083277,358.4
92.18318,358.8
92.283221,359.1
92.383315,359.4
92.48325,359.7
92.583246,0.0
92.6833,0.3
92.783156,0.6
92.883172,0.8
92.983195,0.9
93.0832,1.0
93.183267,0.9
93.283197,0.8
93.383189,0.8
93.483145,0.8
93.583186,0.9
93.683271,0.9
93.783187,0.8
93.883091,0.6
93.983182,0.3
94.083167,359.9
94.183316,359.6
94.283249,359.3
94.3833,359.0
94.483226,358.7
94.58316,358.5
94.68316,358.4
94.78333,358.3
94.883173,358.3
94.983178,358.4
95.08334,358.6
95.183153,358.8
95.283356,358.9
95.383275,359.1
95.483294,359.3
95.583307,359.5
95.683193,359.6
95.783355,359.7
95.883163,359.8
95.983258,359.7
96.083182,359.6
96.183289,359.5
96.283271,359.4
96.383101,359.3
96.483262,359.1
96.583207,359.1
96.683182,359.0
96.783286,358.9
96.883174,358.9
96.98317,358.9
97.083169,358.9
97.18311,358.9
97.28318,359.0
97.383453,359.1
97.583289,359.3
97.7832,359.4
97.883188,359.6
97.98318,359.8
98.083179,0.0
98.283422,0.1
98.383335,0.2
98.483242,0.2
98.583179,0.3
98.683189,0.4
100.983196,358.9
101.083195,358.7
101.183198,358.5
101.283368,358.4
101.383271,358.2
101.483449,357.9
101.583163,357.6
101.68329,357.3
101.783342,357.2
101.883199,357.0
101.983173,356.8
102.083176,356.5
102.183184,356.3
102.283143,356.1
102.383167,356.1
102.483255,356.0
102.583292,356.0
102.683174,355.9
102.783279,355.7
102.883116,355.6
102.983269,355.5
103.08319,355.4
103.183193,355.3
103.283194,355.3
103.383161,355.2
103.48328,355.2
103.583157,355.1
103.68317,355.0
103.783261,355.0
103.883312,354.9
103.983455,355.0
104.083173,355.0
104.183172,355.1
104.283177,355.2
104.383175,355.4
104.483133,355.6
104.583303,355.8
104.683154,355.9
104.783385,356.1
104.883212,356.1
104.983191,356.1
105.08316,356.1
105.18323,356.1
105.283359,356.1
105.383406,356.1
105.483275,356.1
105.583312,356.0
106.483391,355.5
106.583288,355.5
106.783406,355.5
106.883351,355.4
106.983429,355.3
107.083145,355.3
107.183148,355.3
107.283176,355.4
107.383374,355.4
107.48338,355.5
107.583171,355.4
107.683222,355.3
107.783333,355.3
107.883135,355.3
107.983406,355.3
108.08315,355.3
108.183131,355.3
108.283146,355.2
108.383147,355.2
108.48316,355.3
108.583282,355.3
110.983389,356.1
111.18312,356.1
111.283222,356.1
111.383139,356.2
111.483224,356.4
111.583255,356.5
111.783379,356.6
111.883302,356.6
111.983281,356.7
112.083464,356.7
112.183217,356.7
112.283117,356.7
112.383109,356.7
116.183426,357.4
116.283238,357.3
116.483131,357.0
116.583124,356.8
116.68317,356.7
119.783323,351.1
119.883376,352.4
119.983315,353.8
120.083328,355.3
120.183251,356.9
120.283485,358.6
120.383328,0.5
120.783361,9.9
120.883459,12.8
120.983421,15.8
121.183386,22.2
121.283422,25.6
121.383449,29.0
121.683135,39.5
122.483124,69.4
122.58313,73.0
122.683131,76.6
122.783254,80.3
122.883437,84.0
122.98336,88.0
123.083283,92.2
123.283362,101.5
123.383495,106.6
123.583133,116.9
123.683139,121.9
123.783191,126.8
123.883342,131.6
123.983312,136.1
124.083298,140.4
124.183345,144.4
124.283228,148.2
124.383241,151.5
124.483493,154.4
124.583273,156.7
124.683208,158.6
124.783243,160.0
124.88332,160.9
124.983295,161.3
125.083327,161.2
125.183488,160.7
125.28321,159.9
125.383182,158.7
125.483478,157.2
125.583133,155.6
125.683138,153.8
125.783186,151.8
125.883219,149.8
125.983378,147.6
126.583133,137.1
126.683139,136.6
126.783191,136.6
126.883252,137.1
126.983364,138.2
127.183366,141.7
127.2833,144.1
127.383288,147.1
127.483425,150.5
127.583295,154.3
127.88315,168.5
127.983303,174.1
128.083236,180.0
128.18319,186.3
128.283466,192.8
128.483392,206.3
128.583354,213.1
128.683138,219.7
128.783266,226.3
128.883126,232.8
128.983359,239.2
129.283207,257.6
129.38331,263.3
129.483252,268.7
129.583329,273.8
129.683143,278.5
129.783288,282.9
129.883162,286.9
129.98332,290.5
130.083499,293.8
130.18324,296.6
130.283216,299.1
130.383423,301.2
130.483301,302.9
130.583415,304.2
130.683266,305.1
130.783159,305.7
130.883155,306.0
130.983464,306.0
131.083518,305.7
131.18342,305.3
131.283273,304.9
131.383274,304.4
131.483356,303.9
131.683153,303.4
131.783153,303.4
131.883149,303.7
131.983428,304.2
132.18342,305.9
132.283378,307.0
132.383375,308.1
132.483336,309.3
132.78314,312.8
132.883141,314.1
132.983467,315.3
133.183436,317.8
133.283346,319.1
133.383343,320.5
133.483436,321.9
133.683319,324.9
133.783148,326.4
133.88314,328.1
133.983146,329.8
134.083528,331.7
134.183437,333.6
134.283249,335.6
134.383379,337.6
135.083374,354.4
135.283278,359.7
135.383408,2.5
135.483449,5.3
135.583277,8.2
135.683539,11.1
135.983149,19.9
136.083364,22.8
136.18339,25.8
136.283242,28.8
136.383311,31.9
136.483413,34.9
136.583328,37.9
136.683348,40.9
136.783283,43.9
136.883152,46.9
137.083213,52.9
137.183366,55.8
137.483308,64.5
137.583477,67.4
137.683345,70.1
137.783283,72.9
137.883161,75.6
137.983149,78.3
138.083459,80.9
138.183276,83.4
138.283374,86.0
139.483379,113.0
140.683308,136.3
140.783291,138.3
140.883152,140.3
140.983158,142.3
141.083302,144.4
141.183288,146.5
141.283218,148.6
141.383533,150.8
141.48331,153.0
141.583351,155.3
141.683334,157.6
141.783398,160.0
141.883465,162.4
141.98315,164.9
142.083166,167.4
142.183293,170.1
142.283246,172.7
142.383423,175.5
142.483332,178.3
142.583364,181.2
142.683246,184.2
142.783544,187.2
142.883294,190.4
142.983159,193.6
143.083286,196.9
143.18317,200.3
143.28339,203.8
143.383405,207.4
143.48331,211.1
143.583453,214.9
143.68337,218.8
143.783322,222.7
143.88325,226.8
143.983164,231.0
144.083167,235.2
144.183166,239.6
144.283154,244.0
144.383489,248.6
144.48324,253.2
144.583378,257.9
144.683388,262.7
144.783471,267.6
144.883419,272.6
144.983284,277.6
145.083163,282.7
145.183167,287.8
145.283168,293.0
145.38324,298.3
145.483266,303.5
145.583469,308.8
145.683343,314.0
145.783386,319.3
145.883479,324.5
145.983415,329.7
146.083312,334.8
146.183157,339.8
146.283171,344.8
146.383355,349.6
146.483459,354.4
146.583196,359.1
146.683358,3.7
146.783321,8.1
146.883356,12.5
146.983318,16.7
147.083309,20.8
147.183294,24.8
147.283176,28.6
148.983292,75.7
149.083431,77.6
149.18317,79.3
149.283264,81.0
149.383186,82.6
149.483374,84.1
149.583385,85.6
149.683329,86.9
149.783563,88.3
149.883422,89.5
149.983303,90.7
150.08319,91.9
150.183188,93.0
150.283167,94.0
150.383323,95.0
150.483199,96.0
150.583334,96.9
150.683448,97.8
150.783429,98.7
150.883251,99.6
150.983251,100.4
151.083243,101.2
151.18318,102.0
151.283181,102.8
151.383169,103.6
151.483219,104.4
151.583494,105.2
151.683295,106.0
151.783206,106.8
151.883347,107.7
151.983488,108.5
152.083281,109.4
152.183175,110.2
152.28318,111.1
152.383177,112.0
152.483489,112.9
152.583517,113.8
152.683279,114.7
152.783422,115.7
152.883529,116.6
152.983272,117.6
153.08337,118.6
153.183185,119.6
153.283198,120.7
153.383186,121.8
153.483332,122.9
153.583494,124.1
153.683419,125.2
153.7834,126.5
153.883449,127.7
153.98337,129.1
154.083327,130.4
154.183518,131.9
154.283177,133.3
154.383178,134.9
154.483272,136.5
154.583338,138.1
154.683439,139.8
154.783354,141.6
154.883483,143.4
154.983284,145.3
155.083444,147.3
155.183316,149.3
155.283309,151.3
155.383311,153.4
155.483184,155.5
155.583326,157.7
155.683452,159.9
155.783335,162.0
155.883451,164.2
155.983544,166.4
156.083408,168.6
156.18334,170.7
156.283173,172.8
156.383179,174.8
156.583361,178.7
156.683289,180.5
156.783358,182.2
156.883358,183.8
156.983266,185.2
157.083477,186.6
157.183237,187.8
157.283174,188.9
157.383188,189.8
157.483176,190.7
157.583511,191.3
157.68348,191.9
