T,gyro_1f_wz[dps]
53.590254,-0.1
54.890236,0.6
54.990236,0.6
55.090257,0.4
55.190241,0.2
55.290235,0.0
55.390247,0.0
55.490252,0.0
55.590265,0.0
55.690243,0.0
55.790243,-0.1
55.890258,-0.3
55.990231,-0.3
56.090253,-0.3
56.190237,-0.1
56.290243,-0.1
56.390256,0.0
56.490234,-0.1
56.590225,-0.3
56.69022,-0.5
56.790207,-0.5
56.890229,-0.3
56.990229,-0.1
57.090238,-0.3
57.190221,-0.5
57.290221,-0.4
57.390235,-0.3
57.490253,-0.2
57.590226,-0.1
57.69023,-0.2
57.790244,-0.1
57.890218,-0.1
57.990232,0.0
58.090214,0.0
58.190237,0.0
58.290238,0.0
58.390225,0.1
58.490229,0.2
58.590229,0.4
58.690233,0.3
58.790247,0.1
58.890208,0.1
58.990208,0.0
59.09023,0.0
59.190213,0.0
59.29022,0.1
59.39022,0.0
59.490237,0.0
59.590215,0.0
59.69022,-0.1
59.790219,-0.1
59.890234,0.0
59.990221,0.1
60.090229,0.0
60.190226,0.1
60.290207,0.4
60.390207,0.2
60.490197,0.1
60.590198,0.1
60.690229,0.1
60.790206,0.1
60.890194,0.3
60.990208,0.3
61.090203,0.2
61.190226,0.0
61.290219,-0.2
61.390219,-0.6
61.49021,-0.9
61.590197,-0.6
61.690201,-0.4
61.790202,0.0
61.890203,0.0
61.990203,0.1
62.090198,0.2
62.190182,0.6
62.290215,0.6
62.390188,0.8
62.490193,1.1
62.59022,0.9
62.690184,0.7
62.79021,0.2
62.890199,0.0
62.990198,0.0
63.090194,0.0
63.190178,-0.2
63.290197,-0.2
63.390197,-0.4
63.490188,-0.8
63.590201,-0.9
63.690179,-0.7
63.790206,-0.4
63.890207,-0.1
63.990194,0.0
64.090176,0.1
64.190173,0.2
64.290166,0.3
64.39018,0.6
64.490171,0.8
64.590171,1.1
64.690175,1.1
64.790175,1.1
64.890176,0.9
64.990177,0.4
65.090198,0.0
65.190208,-0.1
65.290188,-0.1
65.390189,-0.2
65.490206,-0.2
65.590193,0.0
65.690197,0.1
65.790184,0.3
65.890172,0.4
65.990185,0.6
66.090168,0.7
66.19019,0.7
66.290197,0.5
66.390211,0.6
66.490188,0.6
66.590202,0.8
66.690193,1.0
66.790192,0.4
66.890181,-0.1
66.990194,-0.6
67.090176,-1.0
67.190173,-1.0
67.290166,-0.9
67.390179,-0.7
67.490197,-0.6
67.590171,-0.2
67.690188,0.1
67.790175,0.7
67.890176,1.0
67.99019,1.1
68.090172,1.0
68.190169,0.7
68.390201,0.1
68.490179,0.3
68.59018,0.5
68.690197,0.9
68.790171,1.4
68.890185,1.7
68.990198,1.3
69.09018,0.7
69.190177,0.4
69.290157,0.5
69.390157,0.7
69.490175,1.0
69.590135,1.4
69.690166,1.1
69.790153,0.7
69.890168,0.4
69.990154,0.3
70.090163,0.0
70.190173,-0.1
70.290179,-0.3
70.390153,-1.0
70.490157,-1.4
70.590157,-1.6
70.690175,-1.1
70.790149,-0.3
70.890163,0.0
70.99019,0.1
71.090145,0.4
71.190155,0.3
71.290148,0.4
71.390175,0.6
71.490179,0.5
71.590179,0.7
71.690144,0.8
71.790144,0.6
71.890145,0.5
71.990132,0.6
72.090141,0.9
72.190151,1.5
72.290157,1.6
72.390158,0.8
72.490135,0.0
72.590148,-0.4
72.690153,-1.2
72.790139,-1.3
72.890181,-1.0
72.990154,-0.6
73.090162,-0.4
73.190133,-0.3
73.290153,-0.2
73.390139,0.0
73.49017,0.1
73.590171,0.3
73.690162,0.9
73.790148,1.7
73.890163,2.1
73.990163,2.1
74.090158,1.7
74.190155,0.9
74.290135,0.0
74.390148,-0.9
74.490153,-1.2
74.590153,-1.1
74.69017,-0.6
74.790157,0.0
74.890145,0.0
74.990145,-0.1
75.090167,-0.8
75.190124,-1.4
75.290144,-1.6
75.390157,-1.1
75.490162,-0.6
75.590149,-0.2
75.690152,0.0
75.790139,0.3
75.890128,0.6
75.990154,0.8
76.090136,1.0
76.190146,0.7
76.290152,0.3
76.39014,0.1
76.490144,-0.1
76.590157,-0.4
76.690135,-0.6
76.790122,-0.8
76.890136,-0.8
76.990136,-0.8
77.090132,-1.1
77.190128,-1.6
77.290122,-1.9
77.390148,-1.5
77.49014,-0.9
77.590139,-0.4
77.690144,-0.1
77.790131,-0.2
77.890132,-0.2
77.990159,-0.1
78.090141,0.0
78.190137,0.0
78.290131,-0.3
78.390131,-0.4
78.490121,-0.5
78.590122,-0.3
78.690139,-0.2
78.790126,-0.3
78.890127,-0.4
78.990128,-0.4
79.090136,-0.7
79.190133,-1.3
79.290153,-1.7
79.390113,-1.8
79.49013,-1.6
79.590117,-1.6
79.690135,-1.3
79.790121,-1.3
79.890123,-1.3
79.99011,-1.3
80.090118,-1.5
80.190115,-1.4
80.290122,-0.7
80.390121,0.0
80.490126,0.2
80.590113,0.5
80.690104,0.9
80.790111,1.2
80.890113,0.9
80.990126,0.6
81.090108,0.3
81.190131,0.2
81.290125,0.1
81.390111,0.0
81.490129,-0.1
81.590129,-0.1
81.690133,-0.1
81.790133,-0.2
81.890135,-0.3
81.990121,-0.6
82.090117,-1.0
82.190114,-1.1
82.29012,-1.1
82.390133,-0.9
82.490125,-0.3
82.590124,0.2
82.690115,0.7
82.790129,1.2
82.89013,1.4
82.99013,1.6
83.090139,1.2
83.19011,1.0
83.290115,0.8
83.390116,0.4
83.490133,0.0
83.590146,-0.3
83.690124,-0.8
83.790111,-1.4
83.790111,-1.4
83.890099,-1.7
83.990113,-1.5
84.090108,-1.1
84.190105,-0.6
84.290138,-0.2
84.390111,0.3
84.490115,0.8
84.590116,1.3
84.69012,1.8
84.790106,1.5
84.890108,0.5
84.990108,0.2
85.090117,0.1
85.190113,0.0
85.29012,-0.1
85.390094,0.0
85.490111,0.5
85.590098,1.0
86.090099,-2.8
86.190096,-2.6
86.290102,-2.3
86.390102,-1.7
86.490093,-1.1
86.590094,-0.9
86.690097,-0.7
86.790098,-0.6
86.890113,-0.6
86.9901,-0.1
87.090108,0.1
87.190091,0.7
87.290098,1.2
87.390085,1.4
87.490115,1.5
87.590116,1.4
87.690093,1.3
87.790107,0.9
87.890108,0.6
87.990108,0.1
88.090117,-0.2
88.190127,-0.5
88.290106,-0.6
88.390107,-0.3
88.490098,0.0
88.590084,0.0
88.690089,-0.2
88.790089,-0.4
88.890091,-0.7
88.99009,-0.5
89.090099,-0.5
89.190096,-0.3
89.290102,-0.2
89.390102,-0.2
89.49012,-0.5
89.59008,-0.8
89.690084,-0.9
89.790124,-0.8
89.890086,-0.4
89.990086,0.0
90.090081,0.1
90.190104,0.3
90.290071,0.3
90.390085,0.3
90.490075,0.3
90.590089,0.4
90.69008,0.7
90.790094,1.7
90.890081,2.5
90.990082,2.9
91.090117,2.4
91.190087,1.5
91.290093,0.7
91.390094,0.0
91.490071,-0.8
91.590085,-1.2
91.690076,-0.8
91.790089,0.0
91.89009,0.8
91.990091,2.1
92.090112,2.9
92.190069,3.5
92.290089,3.4
92.390089,2.6
92.490067,2.7
92.590067,3.0
92.690098,3.1
92.790084,2.6
92.890073,2.0
92.990073,1.4
93.090081,0.5
93.190091,-0.4
93.290098,-1.0
93.390098,-0.2
93.490076,0.4
93.590089,0.5
93.690093,0.2
93.79008,-0.3
93.890082,-1.8
93.990081,-3.0
94.090063,-3.4
94.190087,-3.3
94.290093,-3.1
94.390067,-3.0
94.490098,-2.9
94.590098,-2.2
94.690089,-1.6
94.790089,-0.7
94.890077,0.1
94.990077,0.7
95.090059,1.2
95.190056,1.6
95.290049,1.5
95.390049,1.4
95.490054,1.7
95.590053,1.7
95.690071,1.6
95.790058,1.3
95.890085,0.3
95.990059,-0.3
96.090055,-0.7
96.190064,-0.9
96.289786,-1.1
96.389787,-1.2
96.490076,-1.2
96.589791,-0.9
96.690067,-0.7
96.789795,-0.5
96.889796,-0.4
96.989797,-0.3
97.090077,-0.1
97.1901,0.1
97.289782,0.5
97.389795,0.9
97.889779,1.8
97.989792,2.3
98.089787,1.9
98.189771,0.9
98.289778,0.5
98.389791,0.4
98.489808,0.3
98.589782,0.5
98.689773,1.3
100.789764,-1.9
101.089774,-2.1
101.189784,-1.4
101.289777,-1.3
101.389777,-1.7
101.489769,-2.7
101.589768,-3.1
101.689773,-2.4
101.78976,-1.8
101.889787,-1.7
101.989774,-1.9
102.08977,-2.2
102.18978,-2.3
102.289786,-1.9
102.389773,-0.9
102.489778,-0.5
102.589764,-0.5
102.689768,-0.9
102.789782,-1.2
102.889783,-1.2
102.989783,-1.0
103.089792,-0.9
103.189775,-0.7
103.289768,-0.6
103.389782,-0.6
103.489786,-0.4
103.589773,-0.6
103.689777,-0.9
103.789777,-0.6
103.889792,-0.1
103.989766,0.1
104.093284,0.4
104.189757,0.7
104.289764,1.1
104.389778,1.4
104.489781,1.9
104.589755,2.0
104.689773,1.6
104.789786,1.2
104.889787,0.7
104.989775,0.2
105.089796,-0.1
105.18978,-0.1
105.289773,0.0
105.389773,-0.1
105.48979,-0.4
105.589764,-0.6
106.689764,0.0
106.789777,-0.1
106.889766,-0.7
106.989765,-0.8
107.089774,-0.5
107.189771,0.2
107.289777,0.5
107.38979,0.5
107.489795,0.4
107.589768,-0.1
107.689759,-0.8
107.789773,-0.8
107.893297,-0.2
107.989761,0.2
108.089756,0.1
108.189753,-0.3
108.289746,-0.3
108.389773,0.0
108.489751,0.3
108.58975,0.5
110.889761,-1.0
111.089743,-0.7
111.189753,0.0
111.289773,0.6
111.389746,1.1
111.48975,1.2
111.589751,1.1
111.692484,0.8
111.789742,0.6
111.889756,0.5
111.989743,0.1
112.089738,0.0
112.189749,-0.1
112.289755,0.1
112.389755,0.3
116.189726,-1.1
116.289725,-1.3
116.389746,-1.6
116.489724,-1.6
116.589724,-1.4
116.689742,-1.3
119.88973,12.3
119.989703,13.6
120.089738,14.6
120.189722,15.6
120.289747,16.9
120.389702,18.2
120.789719,26.3
120.889716,28.2
120.989712,29.8
121.189951,32.2
121.289716,33.1
121.389711,33.6
121.589715,34.7
121.689706,35.5
122.089717,38.1
122.48971,35.8
122.589711,35.3
122.689715,35.0
122.789715,35.3
122.88969,36.4
122.989704,38.1
123.089712,40.4
123.289721,46.6
123.393199,48.9
123.489746,50.5
123.589706,50.4
123.689711,49.2
123.789711,47.6
123.889699,45.9
123.989699,43.8
124.089694,41.4
124.189691,38.6
124.28969,35.3
124.389697,31.3
124.489689,26.7
124.589689,21.8
124.689706,16.6
124.789706,11.3
124.889708,6.0
124.989707,0.9
125.089716,-3.9
125.189726,-8.4
125.289725,-12.5
125.389706,-15.9
125.489697,-18.7
125.589698,-20.9
125.689688,-22.8
125.789702,-24.4
125.88969,-25.7
125.989703,-26.7
126.189722,-27.5
126.28972,-26.3
126.689684,-11.6
126.789684,-6.7
126.889698,-1.7
126.989699,3.2
127.089707,8.0
127.189691,12.8
127.289676,17.6
127.389684,22.2
127.489689,26.7
127.589688,31.1
127.689693,35.5
127.789693,39.7
127.889694,43.8
127.989668,47.8
128.089677,51.4
128.18966,54.9
128.289685,57.7
128.489671,60.2
128.589671,59.9
128.789662,58.0
128.98969,55.6
129.289681,50.2
129.389689,47.5
129.489706,44.3
129.58968,40.8
129.689697,37.0
129.789684,32.9
129.889685,28.9
129.989673,24.8
130.089667,20.6
130.189678,16.4
130.289703,12.0
130.389684,7.7
130.489675,3.3
130.589675,-0.9
130.689692,-5.1
130.789666,-9.1
130.889694,-12.9
130.989695,-16.4
131.089703,-19.5
131.189686,-21.9
131.289686,-23.6
131.389693,-24.6
131.489671,-25.0
131.689688,-24.1
131.789675,-22.8
131.889677,-21.3
131.989676,-19.6
132.189656,-16.6
132.289667,-16.2
132.389675,-16.3
132.489666,-16.6
132.789658,-18.1
132.890187,-18.6
133.189678,-19.8
133.289663,-19.9
133.389658,-20.0
133.489662,-19.9
133.689693,-19.6
133.78968,-19.3
133.889667,-18.8
133.989655,-18.3
134.08965,-17.7
134.189646,-17.0
134.289645,-16.3
134.389653,-15.5
135.389662,-7.2
135.489679,-6.4
135.589693,-5.6
135.989672,-2.7
136.089667,-2.0
136.189664,-1.4
136.28965,-0.8
136.389644,-0.1
136.489648,0.3
136.589662,0.8
136.690128,1.4
136.78964,1.8
136.889681,2.2
136.989655,2.6
137.089649,2.9
137.189647,3.1
137.489657,3.6
137.589671,3.6
137.689648,3.6
137.789662,3.5
137.889663,3.5
137.989689,3.4
138.089685,3.2
138.189682,3.1
138.28968,2.9
140.689662,-0.8
140.790164,-0.7
140.889636,-0.5
140.989637,-0.4
141.089619,-0.3
141.189642,-0.1
141.289641,0.0
141.389635,0.1
141.489639,0.3
141.589666,0.5
141.689631,0.7
141.78963,0.9
141.889632,1.2
141.989646,1.4
142.089654,1.6
142.189624,1.8
142.28965,2.1
142.389644,2.4
142.489622,2.6
142.589635,2.8
142.690128,3.1
142.789639,3.3
142.889615,3.6
142.989641,3.8
143.089649,4.1
143.189673,4.2
143.289645,4.5
143.389653,4.6
143.489644,4.8
143.589631,5.0
143.689621,5.1
143.789648,5.2
143.88965,5.2
143.989623,5.3
144.089645,5.4
144.189629,5.4
144.289627,5.4
144.389622,5.4
144.489626,5.3
144.589639,5.3
144.689657,5.3
144.789631,5.2
144.889619,5.1
144.989619,5.0
145.089614,4.9
145.189638,4.7
145.289623,4.6
145.389631,4.3
145.589622,3.7
145.689626,3.4
145.78964,3.0
145.889654,2.5
145.989628,2.0
146.08961,1.5
146.189606,0.9
146.289618,0.3
146.389626,-0.1
146.48963,-0.6
146.589644,-1.1
146.689622,-1.6
146.79011,-2.1
146.88961,-2.6
146.98961,-3.0
147.089632,-3.4
147.189615,-3.9
148.989601,-10.5
149.089636,-10.8
149.18962,-11.2
149.289619,-11.5
149.389613,-11.9
149.489617,-12.2
149.589617,-12.5
149.689648,-12.9
149.789635,-13.2
149.88961,-13.5
149.98961,-13.8
150.089605,-14.0
150.189615,-14.4
150.289627,-14.6
150.389595,-14.8
150.489613,-15.1
150.589599,-15.3
150.689604,-15.5
150.789617,-15.6
150.889619,-15.8
150.989632,-16.0
151.089601,-16.2
151.189611,-16.3
151.289609,-16.5
151.389591,-16.6
151.489595,-16.7
151.589608,-16.8
151.689599,-16.8
151.7896,-16.9
151.889627,-16.9
